,GISMATCH,GISJOIN,GEOID,STATEFIP,State,PUMA,Name,center,type,CBSA_name
0,600105,G06000105,0600105,06,California,00105,"Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities PUMA",POINT (-2258808.793332302 339396.4722123478),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
1,600102,G06000102,0600102,06,California,00102,Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities PUMA,POINT (-2262119.20387295 349529.9544024405),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
2,608502,G06008502,0608502,06,California,08502,Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities PUMA,POINT (-2251625.280558518 299700.2119385958),Metro,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
3,600108,G06000108,0600108,06,California,00108,"Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities PUMA",POINT (-2249381.571782368 314454.5304018197),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
4,600107,G06000107,0600107,06,California,00107,Alameda County (Central)--Hayward City PUMA,POINT (-2249209.156361292 325491.2460234718),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
5,600101,G06000101,0600101,06,California,00101,Alameda County (North)--Berkeley & Albany Cities PUMA,POINT (-2260554.359252564 356587.0975491673),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
6,600110,G06000110,0600110,06,California,00110,"Alameda County (East)--Livermore, Pleasanton & Dublin Cities PUMA",POINT (-2221799.579042307 317252.0556001828),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
7,608504,G06008504,0608504,06,California,08504,Santa Clara County (North Central)--Milpitas & San Jose (Northeast) Cities PUMA,POINT (-2240465.530567966 298743.8177117567),Metro,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
8,600109,G06000109,0600109,06,California,00109,Alameda County (South Central)--Fremont City (East) PUMA,POINT (-2243211.85365111 312769.6606785513),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
9,600106,G06000106,0600106,06,California,00106,"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland PUMA",POINT (-2247527.459646577 336890.2088202925),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
10,600104,G06000104,0600104,06,California,00104,Alameda County (North Central)--Oakland City (South Central) PUMA,POINT (-2256552.346643564 342296.6702507392),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
11,600103,G06000103,0600103,06,California,00103,Alameda County (Northeast)--Oakland (East) & Piedmont Cities PUMA,POINT (-2255547.655867333 347284.9770935508),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
12,606103,G06006103,0606103,06,California,06103,Placer County (East/High Country Region)--Auburn & Colfax Cities PUMA,POINT (-2085752.502893981 451298.8598050223),T34,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
13,606101,G06006101,0606101,06,California,06101,Placer County (Southwest)--Roseville City PUMA,POINT (-2156939.338798922 437825.0576802302),T34,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
14,606102,G06006102,0606102,06,California,06102,"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town PUMA",POINT (-2145644.269403663 436447.1129680303),T34,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
15,601700,G06001700,0601700,06,California,01700,El Dorado County--El Dorado Hills PUMA,POINT (-2087339.081806662 414184.8277316319),T34,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
16,608702,G06008702,0608702,06,California,08702,Santa Cruz County (South & Coastal)--Santa Cruz City PUMA,POINT (-2258435.153747187 248314.7472408454),Metro,"Santa Cruz-Watsonville, CA Metro Area"
17,608701,G06008701,0608701,06,California,08701,Santa Cruz County (North)--Watsonville & Scotts Valley Cities PUMA,POINT (-2262499.538386629 263120.4271015296),Metro,"Santa Cruz-Watsonville, CA Metro Area"
18,604702,G06004702,0604702,06,California,04702,Merced County (Northeast)--Merced & Atwater Cities PUMA,POINT (-2120386.961076969 265466.0560653597),Metro,"Merced, CA Metro Area"
19,604701,G06004701,0604701,06,California,04701,Merced County (West & South)--Los Banos & Livingston Cities PUMA,POINT (-2157462.05751835 241090.5593235358),Metro,"Merced, CA Metro Area"
20,603300,G06003300,0603300,06,California,03300,Lake & Mendocino Counties PUMA,POINT (-2292380.788419983 537392.151973115),Micro,"Ukiah, CA Micro Area"
21,601500,G06001500,0601500,06,California,01500,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties PUMA",POINT (-2096371.819538956 692307.6508446108),Metro,"Redding, CA Metro Area"
22,601100,G06001100,0601100,06,California,01100,"Colusa, Glenn, Tehama & Trinity Counties PUMA",POINT (-2216786.261006446 604917.4494366697),Micro,"Red Bluff, CA Micro Area"
23,608303,G06008303,0608303,06,California,08303,Santa Barbara County--South Coast Region PUMA,POINT (-2156172.571049636 -98441.59513763709),,
24,608302,G06008302,0608302,06,California,08302,"Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities PUMA",POINT (-2160066.997608747 -34424.10642775056),Metro,"Santa Maria-Santa Barbara, CA Metro Area"
25,608301,G06008301,0608301,06,California,08301,Santa Barbara County (Northwest)--Santa Maria City & Orcutt PUMA,POINT (-2190393.387739828 -6238.892411098062),Metro,"Santa Maria-Santa Barbara, CA Metro Area"
26,610100,G06010100,0610100,06,California,10100,Sutter & Yuba Counties--Yuba City PUMA,POINT (-2158717.420866185 477078.5780512114),Metro,"Yuba City, CA Metro Area"
27,604101,G06004101,0604101,06,California,04101,Marin County (North & West)--Novato & San Rafael (North) Cities PUMA,POINT (-2292562.046312877 390364.3371382502),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
28,604102,G06004102,0604102,06,California,04102,"Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities PUMA",POINT (-2279240.315183902 369139.9765324023),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
29,605700,G06005700,0605700,06,California,05700,Nevada & Sierra Counties PUMA,POINT (-2078206.641640194 488460.7907589528),Micro,"Truckee-Grass Valley, CA Micro Area"
30,605500,G06005500,0605500,06,California,05500,Napa County--Napa City PUMA,POINT (-2245523.08569675 425951.5400847465),Metro,"Napa, CA Metro Area"
31,603100,G06003100,0603100,06,California,03100,Kings County--Hanford City PUMA,POINT (-2103406.260239631 105312.1515110059),Metro,"Hanford-Corcoran, CA Metro Area"
32,601302,G06001302,0601302,06,California,01302,"Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites PUMA",POINT (-2258913.609077135 367278.661958005),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
33,601301,G06001301,0601301,06,California,01301,Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities PUMA,POINT (-2265394.751622181 365490.514833588),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
34,601303,G06001303,0601303,06,California,01303,"Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities PUMA",POINT (-2247711.122344096 365312.9769236221),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
35,601309,G06001309,0601309,06,California,01309,Contra Costa County (East)--Brentwood & Oakley Cities PUMA,POINT (-2205421.210530119 349259.5948601027),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
36,601305,G06001305,0601305,06,California,01305,Contra Costa County (South)--San Ramon City & Danville Town PUMA,POINT (-2226400.01869391 339339.8185862821),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
37,601308,G06001308,0601308,06,California,01308,Contra Costa County (Northeast)--Antioch City PUMA,POINT (-2219615.962685194 354160.4291787216),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
38,601306,G06001306,0601306,06,California,01306,"Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities PUMA",POINT (-2233498.158899406 353170.2403644854),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
39,601304,G06001304,0601304,06,California,01304,"Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town PUMA",POINT (-2245900.722259207 351850.7398784695),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
40,601307,G06001307,0601307,06,California,01307,Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities PUMA,POINT (-2229591.129538458 363566.2669080179),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
41,607319,G06007319,0607319,06,California,07319,"San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley PUMA",POINT (-1926476.82729971 -326853.7838715953),T34,"San Diego-Carlsbad, CA Metro Area"
42,607322,G06007322,0607322,06,California,07322,San Diego County (South)--San Diego City (South/Otay Mesa & South Bay) PUMA,POINT (-1946406.9766903 -335714.1612695276),T34,"San Diego-Carlsbad, CA Metro Area"
43,607310,G06007310,0607310,06,California,07310,San Diego County (West)--San Diego City (Southwest/Central Coastal) PUMA,POINT (-1960604.793531152 -309336.2867524051),T34,"San Diego-Carlsbad, CA Metro Area"
44,607307,G06007307,0607307,06,California,07307,"San Diego County (Central)--Lakeside, Winter Gardens & Ramona PUMA",POINT (-1922605.286362185 -295328.2920602029),T34,"San Diego-Carlsbad, CA Metro Area"
45,607320,G06007320,0607320,06,California,07320,San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East) PUMA,POINT (-1942288.626291235 -328300.7998324758),T34,"San Diego-Carlsbad, CA Metro Area"
46,607316,G06007316,0607316,06,California,07316,San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park) PUMA,POINT (-1954421.399791961 -315376.8455743426),T34,"San Diego-Carlsbad, CA Metro Area"
47,607309,G06007309,0607309,06,California,07309,San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities PUMA,POINT (-1950728.817557245 -282033.063455319),T34,"San Diego-Carlsbad, CA Metro Area"
48,607304,G06007304,0607304,06,California,07304,San Diego County (Northwest)--Carlsbad City PUMA,POINT (-1956877.17579894 -268576.4856195905),T34,"San Diego-Carlsbad, CA Metro Area"
49,607301,G06007301,0607301,06,California,07301,San Diego County (Northwest)--Oceanside City & Camp Pendleton PUMA,POINT (-1961868.968018778 -243669.167154097),T34,"San Diego-Carlsbad, CA Metro Area"
50,607313,G06007313,0607313,06,California,07313,San Diego County (Central)--El Cajon & Santee Cities PUMA,POINT (-1935305.729256216 -309744.1095802003),T34,"San Diego-Carlsbad, CA Metro Area"
51,607321,G06007321,0607321,06,California,07321,San Diego County (Southwest)--Chula Vista (West) & National City Cities PUMA,POINT (-1950545.62942674 -326670.4275215682),T34,"San Diego-Carlsbad, CA Metro Area"
52,607315,G06007315,0607315,06,California,07315,San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa) PUMA,POINT (-1954538.180836607 -306652.8020903189),T34,"San Diego-Carlsbad, CA Metro Area"
53,607312,G06007312,0607312,06,California,07312,San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights) PUMA,POINT (-1951041.147341398 -299256.2725029619),T34,"San Diego-Carlsbad, CA Metro Area"
54,607311,G06007311,0607311,06,California,07311,San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa) PUMA,POINT (-1953319.353799842 -292155.1196562052),T34,"San Diego-Carlsbad, CA Metro Area"
55,607306,G06007306,0607306,06,California,07306,San Diego County (Northwest)--Escondido City (East) PUMA,POINT (-1932833.150567033 -274274.2523327699),T34,"San Diego-Carlsbad, CA Metro Area"
56,607318,G06007318,0607318,06,California,07318,San Diego County (South)--San Diego City (Southeast/Encanto & Skyline) PUMA,POINT (-1947360.813867349 -320620.8548134593),T34,"San Diego-Carlsbad, CA Metro Area"
57,607308,G06007308,0607308,06,California,07308,San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities PUMA,POINT (-1937806.370655923 -289600.7291174315),T34,"San Diego-Carlsbad, CA Metro Area"
58,607314,G06007314,0607314,06,California,07314,San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities PUMA,POINT (-1942330.566614448 -305514.4408288692),T34,"San Diego-Carlsbad, CA Metro Area"
59,607317,G06007317,0607317,06,California,07317,San Diego County (South Central)--San Diego City (Central/Mid-City) PUMA,POINT (-1948440.241331617 -314070.7119025858),T34,"San Diego-Carlsbad, CA Metro Area"
60,607305,G06007305,0607305,06,California,07305,San Diego County (Northwest)--San Marcos & Escondido (West) Cities PUMA,POINT (-1945435.288001643 -271466.1254412379),T34,"San Diego-Carlsbad, CA Metro Area"
61,607303,G06007303,0607303,06,California,07303,San Diego County (Northwest)--Vista City PUMA,POINT (-1948301.02858753 -261627.0281407456),T34,"San Diego-Carlsbad, CA Metro Area"
62,607901,G06007901,0607901,06,California,07901,San Luis Obispo County (West)--Coastal Region PUMA,POINT (-2213725.27684358 56192.51766965123),Metro,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area"
63,607902,G06007902,0607902,06,California,07902,San Luis Obispo County (East)--Inland Region PUMA,POINT (-2165019.513463362 41313.37242113784),Metro,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area"
64,611300,G06011300,0611300,06,California,11300,"Yolo County--Davis, Woodland & West Sacramento Cities PUMA",POINT (-2204406.654242766 435265.0412535632),T34,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
65,608104,G06008104,0608104,06,California,08104,San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities PUMA,POINT (-2281133.400236658 302695.3246439715),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
66,608101,G06008101,0608101,06,California,08101,"San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town PUMA",POINT (-2284403.025424491 335600.4493372316),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
67,608501,G06008501,0608501,06,California,08501,"Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities PUMA",POINT (-2262828.602928801 296604.6427004267),Metro,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
68,608106,G06008106,0608106,06,California,08106,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town PUMA",POINT (-2269836.116045257 306810.7825693294),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
69,608105,G06008105,0608105,06,California,08105,"San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities PUMA",POINT (-2269434.88247734 315675.6994525713),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
70,608103,G06008103,0608103,06,California,08103,"San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities PUMA",POINT (-2276730.352292859 326185.9549687464),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
71,608102,G06008102,0608102,06,California,08102,"San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PUMA",POINT (-2279049.149186582 335999.1902002903),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
72,610703,G06010703,0610703,06,California,10703,"Tulare County (Outside Visalia, Tulare & Porterville Cities) PUMA",POINT (-2006489.037718755 98182.63555505406),Metro,"Visalia-Porterville, CA Metro Area"
73,610702,G06010702,0610702,06,California,10702,Tulare County (West Central)--Tulare & Porterville Cities PUMA,POINT (-2051550.724593382 99392.28094127064),Metro,"Visalia-Porterville, CA Metro Area"
74,610701,G06010701,0610701,06,California,10701,Tulare County (Northwest)--Visalia City PUMA,POINT (-2055268.018713292 126016.1148106989),Metro,"Visalia-Porterville, CA Metro Area"
75,603900,G06003900,0603900,06,California,03900,Madera County--Madera City PUMA,POINT (-2067305.305941912 228215.8570256807),Metro,"Madera, CA Metro Area"
76,608506,G06008506,0608506,06,California,08506,"Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities PUMA",POINT (-2220176.409000087 265443.661288927),Metro,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
77,608507,G06008507,0608507,06,California,08507,"Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town PUMA",POINT (-2254246.238652658 277192.7337047397),Metro,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
78,608512,G06008512,0608512,06,California,08512,Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley) PUMA,POINT (-2242991.726403807 274176.3025964218),Metro,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
79,608505,G06008505,0608505,06,California,08505,Santa Clara County (North Central)--San Jose City (East Central) & Alum Rock PUMA,POINT (-2235635.61347003 291301.27066062),Metro,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
80,608513,G06008513,0608513,06,California,08513,Santa Clara County (Central)--San Jose City (Southeast/Evergreen) PUMA,POINT (-2235333.85948424 280779.3287698646),Metro,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
81,608508,G06008508,0608508,06,California,08508,Santa Clara County (Central)--San Jose (West Central) & Campbell Cities PUMA,POINT (-2252438.327797701 286724.3896661776),Metro,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
82,608514,G06008514,0608514,06,California,08514,Santa Clara County (Central)--San Jose City (East Central/East Valley) PUMA,POINT (-2239664.472375148 288695.1663778924),Metro,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
83,608511,G06008511,0608511,06,California,08511,Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park PUMA,POINT (-2245927.511936651 280634.1161122587),Metro,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
84,608503,G06008503,0608503,06,California,08503,Santa Clara County (Northwest)--San Jose (Northwest) & Santa Clara Cities PUMA,POINT (-2248487.647282995 294849.1778250274),Metro,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
85,608510,G06008510,0608510,06,California,08510,Santa Clara County (Central)--San Jose City (Central) PUMA,POINT (-2244441.463265372 284673.865255659),Metro,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
86,608509,G06008509,0608509,06,California,08509,Santa Clara County (Central)--San Jose City (Northwest) PUMA,POINT (-2245459.472608678 289852.506507761),Metro,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
87,605303,G06005303,0605303,06,California,05303,Monterey (South & East) & San Benito Counties PUMA,POINT (-2208346.638681098 157398.6135520015),Metro,"Salinas, CA Metro Area"
88,605301,G06005301,0605301,06,California,05301,"Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUMA",POINT (-2253433.807663415 201225.8044803566),Metro,"Salinas, CA Metro Area"
89,605302,G06005302,0605302,06,California,05302,Monterey County (Northeast)--Salinas City PUMA,POINT (-2237928.789733915 214077.0670282883),Metro,"Salinas, CA Metro Area"
90,607501,G06007501,0607501,06,California,07501,San Francisco County (North & West)--Richmond District PUMA,POINT (-2280198.900543436 351274.5412635569),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
91,607506,G06007506,0607506,06,California,07506,San Francisco County (South Central)--Sunset District (South) PUMA,POINT (-2281025.05468828 345138.6519658295),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
92,607505,G06007505,0607505,06,California,07505,San Francisco County (Central)--Sunset District (North) PUMA,POINT (-2281133.966921494 348263.5816862339),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
93,607504,G06007504,0607504,06,California,07504,San Francisco County (Central)--Inner Mission & Castro PUMA,POINT (-2276819.117553934 347182.1798737503),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
94,607502,G06007502,0607502,06,California,07502,San Francisco County (North & East)--North Beach & Chinatown PUMA,POINT (-2273836.984918188 351895.5777668842),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
95,607507,G06007507,0607507,06,California,07507,San Francisco County (South Central)--Bayview & Hunters Point PUMA,POINT (-2275264.114184672 343442.7154606261),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
96,602300,G06002300,0602300,06,California,02300,Humboldt County PUMA,POINT (-2302538.071593191 698332.1798871111),Micro,"Eureka-Arcata-Fortuna, CA Micro Area"
97,607503,G06007503,0607503,06,California,07503,San Francisco County (Central)--South of Market & Potrero PUMA,POINT (-2274145.920438855 348269.9545245602),T34,"San Francisco-Oakland-Hayward, CA Metro Area"
98,609501,G06009501,0609501,06,California,09501,Solano County (Southwest)--Vallejo & Benicia Cities PUMA,POINT (-2247317.880901506 380192.8110965005),Metro,"Vallejo-Fairfield, CA Metro Area"
99,609503,G06009503,0609503,06,California,09503,Solano County (Northeast)--Vacaville & Dixon Cities PUMA,POINT (-2210270.520254471 395464.0018183184),Metro,"Vallejo-Fairfield, CA Metro Area"
100,609502,G06009502,0609502,06,California,09502,Solano County (Central)--Fairfield & Suisun City Cities PUMA,POINT (-2230863.018363439 387123.9651665189),Metro,"Vallejo-Fairfield, CA Metro Area"
101,609701,G06009701,0609701,06,California,09701,"Sonoma County (North)--Windsor Town, Healdsburg & Sonoma Cities PUMA",POINT (-2293170.142868342 446093.0569277394),Metro,"Santa Rosa, CA Metro Area"
102,609702,G06009702,0609702,06,California,09702,"Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities PUMA",POINT (-2275940.659493124 404914.063753512),Metro,"Santa Rosa, CA Metro Area"
103,609703,G06009703,0609703,06,California,09703,Sonoma County (Central)--Santa Rosa City PUMA,POINT (-2280825.102984667 427130.2592308319),Metro,"Santa Rosa, CA Metro Area"
104,609903,G06009903,0609903,06,California,09903,"Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities PUMA",POINT (-2138898.759272455 302286.3333438862),Metro,"Modesto, CA Metro Area"
105,609901,G06009901,0609901,06,California,09901,"Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities PUMA",POINT (-2183922.03822964 283108.1596655478),Metro,"Modesto, CA Metro Area"
106,609904,G06009904,0609904,06,California,09904,Stanislaus County (Central)--Modesto City (East) PUMA,POINT (-2156028.740965283 303294.0152567066),Metro,"Modesto, CA Metro Area"
107,609902,G06009902,0609902,06,California,09902,Stanislaus County (Central)--Modesto City (West) PUMA,POINT (-2161736.802067029 303694.7802990682),Metro,"Modesto, CA Metro Area"
108,606712,G06006712,0606712,06,California,06712,"Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East) PUMA",POINT (-2143918.562255169 416704.6016273404),T34,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
109,606711,G06006711,0606711,06,California,06711,"Sacramento County (South)--Galt, Isleton Cities & Delta Region PUMA",POINT (-2165643.993038375 385290.8160979192),T34,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
110,607704,G06007704,0607704,06,California,07704,"San Joaquin County (North)--Lodi, Ripon & Escalon Cities PUMA",POINT (-2168374.07963863 347067.038192995),Metro,"Stockton-Lodi, CA Metro Area"
111,606705,G06006705,0606705,06,California,06705,Sacramento County (Northwest)--Sacramento City (Northwest/Natomas) PUMA,POINT (-2174710.429035956 425176.387593473),T34,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
112,606706,G06006706,0606706,06,California,06706,"Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda PUMA",POINT (-2165301.589852437 424318.8523077801),T34,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
113,606702,G06006702,0606702,06,California,06702,Sacramento County (Central)--Rancho Cordova City PUMA,POINT (-2154241.527730987 408582.4868163606),T34,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
114,606708,G06006708,0606708,06,California,06708,"Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park) PUMA",POINT (-2166639.869289853 404556.7084830687),T34,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
115,606704,G06006704,0606704,06,California,06704,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park PUMA",POINT (-2162267.293587143 419578.6020683705),T34,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
116,606710,G06006710,0606710,06,California,06710,Sacramento County (Central)--Elk Grove City PUMA,POINT (-2170645.711316822 395120.3036744351),T34,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
117,606709,G06006709,0606709,06,California,06709,"Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna) PUMA",POINT (-2175974.933424206 403734.1151882014),T34,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
118,606707,G06006707,0606707,06,California,06707,Sacramento County (West)--Sacramento City (Central/Downtown & Midtown) PUMA,POINT (-2171085.341518404 412196.9989840737),T34,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
119,606701,G06006701,0606701,06,California,06701,Sacramento County (North Central)--Citrus Heights City PUMA,POINT (-2153297.779323857 421681.3641766373),T34,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
120,606703,G06006703,0606703,06,California,06703,"Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West) PUMA",POINT (-2158418.906992415 415482.2363391221),T34,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
121,605914,G06005914,0605914,06,California,05914,Orange County (Northwest)--Huntington Beach City PUMA,POINT (-2007585.046205521 -192342.7037021498),T34,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
122,605901,G06005901,0605901,06,California,05901,"Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities PUMA",POINT (-1982545.975965677 -222227.652019908),T34,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
123,605903,G06005903,0605903,06,California,05903,"Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities PUMA",POINT (-1990570.060481686 -207774.6155281334),T34,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
124,605918,G06005918,0605918,06,California,05918,Orange County (Central)--Costa Mesa & Fountain Valley Cities PUMA,POINT (-2001273.367076583 -195890.743015293),T34,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
125,605908,G06005908,0605908,06,California,05908,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities PUMA",POINT (-2008251.647729617 -179473.0550853437),T34,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
126,605915,G06005915,0605915,06,California,05915,Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch PUMA,POINT (-1969349.045453049 -213279.1048280195),T34,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
127,605904,G06005904,0605904,06,California,05904,Orange County (Central)--Irvine City (Central) PUMA,POINT (-1988453.491009884 -199061.5571813835),T34,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
128,605912,G06005912,0605912,06,California,05912,"Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities PUMA",POINT (-2005035.71858316 -184648.9057542302),T34,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
129,605905,G06005905,0605905,06,California,05905,"Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado PUMA",POINT (-1977054.263524072 -192542.3341083884),T34,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
130,605902,G06005902,0605902,06,California,05902,Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities PUMA,POINT (-1977850.592541287 -209205.3095625625),T34,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
131,605917,G06005917,0605917,06,California,05917,Orange County (Central)--Santa Ana City (East) PUMA,POINT (-1993711.780797138 -190871.9275810473),T34,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
132,605916,G06005916,0605916,06,California,05916,Orange County (Central)--Santa Ana City (West) PUMA,POINT (-1997772.861970995 -190181.3791574109),T34,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
133,605906,G06005906,0605906,06,California,05906,"Orange County (North)--Yorba Linda, La Habra & Brea Cities PUMA",POINT (-1985915.944674735 -172754.2593233576),T34,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
134,605910,G06005910,0605910,06,California,05910,Orange County (North Central)--Anaheim City (East) PUMA,POINT (-1989929.052094486 -179995.2928779038),T34,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
135,605911,G06005911,0605911,06,California,05911,Orange County (Central)--Orange & Villa Park Cities PUMA,POINT (-1988336.08601523 -184667.6713155876),T34,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
