,GISMATCH,GISJOIN,GEOID,STATEFIP,State,PUMA,Name,center,type,CBSA_name
1391,5310502,G53010502,5310502,53,Washington,10502,Spokane County (South Central)--Spokane City (South) PUMA,POINT (-1609025.372461108 1313931.362720522),Metro,"Spokane-Spokane Valley, WA Metro Area"
1392,5310501,G53010501,5310501,53,Washington,10501,Spokane County (North Central)--Spokane City (North) PUMA,POINT (-1605364.39762323 1322856.221380169),Metro,"Spokane-Spokane Valley, WA Metro Area"
1393,5310600,G53010600,5310600,53,Washington,10600,"Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties PUMA",POINT (-1667999.20717602 1249355.337398517),Micro,"Othello, WA Micro Area"
1394,5550000,G55050000,5550000,55,Wisconsin,50000,Walworth County PUMA,POINT (607059.4712408399 602694.2949623766),Micro,"Whitewater-Elkhorn, WI Micro Area"
1395,5501300,G55001300,5501300,55,Wisconsin,01300,"Marinette, Oconto, Door & Florence Counties PUMA",POINT (622391.5608188796 896358.2526126469),Micro,"Marinette, WI-MI Micro Area"
1396,5501400,G55001400,5501400,55,Wisconsin,01400,East Central Wisconsin PUMA,POINT (555400.0679106107 790927.5900284637),,
1397,5500600,G55000600,5500600,55,Wisconsin,00600,"Oneida, Lincoln, Vilas, Langlade & Forest Counties PUMA",POINT (520287.5030730849 926661.5660994508),,
1398,5501500,G55001500,5501500,55,Wisconsin,01500,Outagamie County PUMA,POINT (597865.0480563082 797620.0106885795),Metro,"Appleton, WI Metro Area"
1399,5501001,G55001001,5501001,55,Wisconsin,01001,Dodge & Jefferson Counties PUMA,POINT (586366.0648723488 667542.1886042526),Micro,"Beaver Dam, WI Micro Area"
1400,5530000,G55030000,5530000,55,Wisconsin,30000,Racine County PUMA,POINT (645364.0315618707 614677.7265977677),Metro,"Racine, WI Metro Area"
1401,5501601,G55001601,5501601,55,Wisconsin,01601,"Central Sands--Wood, Portage, Juneau & Adams Counties PUMA",POINT (488889.3235039198 767527.4239232251),,
1402,5555103,G55055103,5555103,55,Wisconsin,55103,Eau Claire & Chippewa (South) Counties PUMA,POINT (370314.7029185907 832852.9920659694),Metro,"Eau Claire, WI Metro Area"
1403,5500700,G55000700,5500700,55,Wisconsin,00700,West Central Wisconsin--Northern Mississippi Region PUMA,POINT (382359.2846576713 748177.186170498),,
1404,5510000,G55010000,5510000,55,Wisconsin,10000,Kenosha County PUMA,POINT (648455.8186690005 595791.7548660062),T34,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
1405,5501600,G55001600,5501600,55,Wisconsin,01600,Marathon County PUMA,POINT (491816.969662527 843777.8074234683),Metro,"Wausau, WI Metro Area"
1406,5555101,G55055101,5555101,55,Wisconsin,55101,"Barron, Polk, Clark & Chippewa (North) Counties PUMA",POINT (353399.8356242399 865594.7186403933),Metro,"Eau Claire, WI Metro Area"
1407,5500101,G55000101,5500101,55,Wisconsin,00101,Madison City (Central) PUMA,POINT (535441.9437446258 644134.1509951935),Metro,"Madison, WI Metro Area"
1408,5500102,G55000102,5500102,55,Wisconsin,00102,Dane County (East) PUMA,POINT (547680.758788702 643466.3735874819),Metro,"Madison, WI Metro Area"
1409,5500103,G55000103,5500103,55,Wisconsin,00103,Dane County (West) PUMA,POINT (516128.6862786924 640056.6278246662),Metro,"Madison, WI Metro Area"
1410,5500900,G55000900,5500900,55,Wisconsin,00900,La Crosse County PUMA,POINT (390737.9420181749 727141.2259085309),Metro,"La Crosse-Onalaska, WI-MN Metro Area"
1411,5500100,G55000100,5500100,55,Wisconsin,00100,Northwest Wisconsin PUMA,POINT (377492.916502626 958484.9510947186),,
1412,5540701,G55040701,5540701,55,Wisconsin,40701,Milwaukee County (West) PUMA,POINT (646230.4997018527 642889.0539259991),Metro,"Milwaukee-Waukesha-West Allis, WI Metro Area"
1413,5541002,G55041002,5541002,55,Wisconsin,41002,Milwaukee City (North Central) PUMA,POINT (648755.9820647169 652880.1831446448),Metro,"Milwaukee-Waukesha-West Allis, WI Metro Area"
1414,5541003,G55041003,5541003,55,Wisconsin,41003,Milwaukee City (Central) PUMA,POINT (653043.3428432218 650835.5271400616),Metro,"Milwaukee-Waukesha-West Allis, WI Metro Area"
1415,5541004,G55041004,5541004,55,Wisconsin,41004,Milwaukee City (South Central) PUMA,POINT (651262.0111540498 645845.5011662394),Metro,"Milwaukee-Waukesha-West Allis, WI Metro Area"
1416,5541001,G55041001,5541001,55,Wisconsin,41001,Milwaukee City (North) PUMA,POINT (645475.0536911028 659070.2701385809),Metro,"Milwaukee-Waukesha-West Allis, WI Metro Area"
1417,5541005,G55041005,5541005,55,Wisconsin,41005,Milwaukee City (South) PUMA,POINT (653350.3304090427 640439.9279193466),Metro,"Milwaukee-Waukesha-West Allis, WI Metro Area"
1418,5540101,G55040101,5540101,55,Wisconsin,40101,Milwaukee County (Northeast) PUMA,POINT (652976.9082195137 658937.0649456205),Metro,"Milwaukee-Waukesha-West Allis, WI Metro Area"
1419,5540301,G55040301,5540301,55,Wisconsin,40301,Milwaukee County (South) PUMA,POINT (653372.3470897274 631552.411887106),Metro,"Milwaukee-Waukesha-West Allis, WI Metro Area"
1420,5501401,G55001401,5501401,55,Wisconsin,01401,Fond du Lac & Calumet Counties PUMA,POINT (608207.6785572967 736888.5206623307),Metro,"Fond du Lac, WI Metro Area"
1421,5502400,G55002400,5502400,55,Wisconsin,02400,Rock County PUMA,POINT (564004.8716034954 599741.4155450579),Metro,"Janesville-Beloit, WI Metro Area"
1422,5520000,G55020000,5520000,55,Wisconsin,20000,Washington & Ozaukee Counties PUMA,POINT (633781.1774188576 683917.3141506838),Metro,"Milwaukee-Waukesha-West Allis, WI Metro Area"
1423,5501301,G55001301,5501301,55,Wisconsin,01301,Manitowoc & Kewaunee Counties PUMA,POINT (656794.1326483638 785622.0026047844),Micro,"Manitowoc, WI Micro Area"
1424,5500800,G55000800,5500800,55,Wisconsin,00800,"Grant, Green, Iowa, Richland & Lafayette Counties PUMA",POINT (464385.734800065 619910.7371414325),Metro,"Madison, WI Metro Area"
1425,5555102,G55055102,5555102,55,Wisconsin,55102,St. Croix & Dunn Counties PUMA,POINT (302971.7430969793 843610.0986135982),T34,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
1426,5500200,G55000200,5500200,55,Wisconsin,00200,Green Bay City PUMA,POINT (634371.2272588643 811708.8598286677),Metro,"Green Bay, WI Metro Area"
1427,5500300,G55000300,5500300,55,Wisconsin,00300,Outer Green Bay City PUMA,POINT (634005.9046871446 803964.7728519011),Metro,"Green Bay, WI Metro Area"
1428,5502500,G55002500,5502500,55,Wisconsin,02500,Sheboygan County PUMA,POINT (645546.7846045935 723791.4596195103),Metro,"Sheboygan, WI Metro Area"
1429,5501000,G55001000,5501000,55,Wisconsin,01000,Sauk & Columbia Counties PUMA,POINT (511133.6746786944 682834.3679766512),Micro,"Baraboo, WI Micro Area"
1430,5501501,G55001501,5501501,55,Wisconsin,01501,Winnebago County PUMA,POINT (586625.5517946975 757914.9808439863),Metro,"Oshkosh-Neenah, WI Metro Area"
1431,5570301,G55070301,5570301,55,Wisconsin,70301,Waukesha County (Central) PUMA,POINT (627176.4476245379 648426.749342471),Metro,"Milwaukee-Waukesha-West Allis, WI Metro Area"
1432,5570101,G55070101,5570101,55,Wisconsin,70101,Waukesha County (West) PUMA,POINT (615325.4153280691 640878.1478153282),Metro,"Milwaukee-Waukesha-West Allis, WI Metro Area"
1433,5570201,G55070201,5570201,55,Wisconsin,70201,Waukesha County (East) PUMA,POINT (637383.2612431184 644386.1398927839),Metro,"Milwaukee-Waukesha-West Allis, WI Metro Area"
1434,5600100,G56000100,5600100,56,Wyoming,00100,"Sheridan, Park, Teton, Lincoln & Big Horn Counties PUMA",POINT (-1070632.29977643 803345.4404381519),,
1435,5600200,G56000200,5600200,56,Wyoming,00200,"Campbell, Goshen, Platte, Johnson, Washakie, Weston, Crook & Niobrara Counties PUMA",POINT (-755889.6193775702 726122.4115225759),Micro,"Gillette, WY Micro Area"
1436,5600400,G56000400,5600400,56,Wyoming,00400,"Natrona, Carbon & Converse Counties PUMA",POINT (-861234.5078669379 595697.659532508),,
1437,5600300,G56000300,5600300,56,Wyoming,00300,Laramie & Albany Counties PUMA,POINT (-771208.4401207025 488343.0748699722),Micro,"Laramie, WY Micro Area"
1438,5600500,G56000500,5600500,56,Wyoming,00500,"Sweetwater, Fremont, Uinta, Sublette & Hot Springs Counties--Wind River Reservation PUMA",POINT (-1065394.289933162 623444.8800580528),,
1439,900102,G09000102,0900102,09,Connecticut,00102,Stamford & Greenwich Towns PUMA,POINT (1849396.433118683 620631.2739618998),Metro,"Bridgeport-Stamford-Norwalk, CT Metro Area"
1440,900101,G09000101,0900101,09,Connecticut,00101,"Fairfield, New Canaan, Wilton, Weston & Easton Towns PUMA",POINT (1865090.191404918 638625.8594050275),Metro,"Bridgeport-Stamford-Norwalk, CT Metro Area"
1441,900100,G09000100,0900100,09,Connecticut,00100,"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns PUMA",POINT (1853027.143720588 658470.2133813769),Metro,"Bridgeport-Stamford-Norwalk, CT Metro Area"
1442,900103,G09000103,0900103,09,Connecticut,00103,"Norwalk, Westport & Darien Towns PUMA",POINT (1864264.09699022 628182.6055503947),Metro,"Bridgeport-Stamford-Norwalk, CT Metro Area"
1443,900105,G09000105,0900105,09,Connecticut,00105,"Stratford, Shelton, Trumbull, Newtown & Monroe Towns PUMA",POINT (1874026.744968714 654605.9222914864),Metro,"Bridgeport-Stamford-Norwalk, CT Metro Area"
1444,900104,G09000104,0900104,09,Connecticut,00104,Bridgeport Town PUMA,POINT (1879510.776585623 640374.70829736),Metro,"Bridgeport-Stamford-Norwalk, CT Metro Area"
1445,900300,G09000300,0900300,09,Connecticut,00300,Hartford County (North) PUMA,POINT (1899022.899200141 731842.0116439275),Metro,"Hartford-West Hartford-East Hartford, CT Metro Area"
1446,900303,G09000303,0900303,09,Connecticut,00303,"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns PUMA",POINT (1893011.401123768 715228.3654783668),Metro,"Hartford-West Hartford-East Hartford, CT Metro Area"
1447,900304,G09000304,0900304,09,Connecticut,00304,"Bristol, Southington & Burlington Towns PUMA",POINT (1888552.855960265 698407.3492295297),Metro,"Hartford-West Hartford-East Hartford, CT Metro Area"
1448,900302,G09000302,0900302,09,Connecticut,00302,Hartford Town PUMA,POINT (1905339.1916609 712873.0343089958),Metro,"Hartford-West Hartford-East Hartford, CT Metro Area"
1449,900301,G09000301,0900301,09,Connecticut,00301,Manchester & East Hartford Towns PUMA,POINT (1915020.069129186 715820.3359772495),Metro,"Hartford-West Hartford-East Hartford, CT Metro Area"
1450,900306,G09000306,0900306,09,Connecticut,00306,"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns PUMA",POINT (1916300.000698268 705284.6630251196),Metro,"Hartford-West Hartford-East Hartford, CT Metro Area"
1451,900305,G09000305,0900305,09,Connecticut,00305,"New Britain, Berlin & Plainville Towns PUMA",POINT (1899829.17327207 697054.430032674),Metro,"Hartford-West Hartford-East Hartford, CT Metro Area"
1452,900700,G09000700,0900700,09,Connecticut,00700,Middlesex County PUMA,POINT (1925391.300691113 683088.0239470701),Metro,"Hartford-West Hartford-East Hartford, CT Metro Area"
1453,900500,G09000500,0900500,09,Connecticut,00500,Litchfield County PUMA,POINT (1859612.298397277 704583.3108256223),Micro,"Torrington, CT Micro Area"
1454,901300,G09001300,0901300,09,Connecticut,01300,Tolland County PUMA,POINT (1930653.024272177 729504.5824583435),Metro,"Hartford-West Hartford-East Hartford, CT Metro Area"
1455,901500,G09001500,0901500,09,Connecticut,01500,Windham County PUMA,POINT (1959220.305625954 733936.1665629369),Metro,"Worcester, MA-CT Metro Area"
1456,901100,G09001100,0901100,09,Connecticut,01100,New London County (North) PUMA,POINT (1959674.237275151 700632.3395299551),Metro,"Norwich-New London, CT Metro Area"
1457,901101,G09001101,0901101,09,Connecticut,01101,New London County (South) PUMA,POINT (1959398.324895082 680561.0502801002),Metro,"Norwich-New London, CT Metro Area"
1458,900903,G09000903,0900903,09,Connecticut,00903,"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns PUMA",POINT (1890485.314499533 665324.4831610537),Metro,"New Haven-Milford, CT Metro Area"
1459,900902,G09000902,0900902,09,Connecticut,00902,"Meriden, Wallingford & North Haven Towns PUMA",POINT (1903069.975317751 677208.6746083082),Metro,"New Haven-Milford, CT Metro Area"
1460,900901,G09000901,0900901,09,Connecticut,00901,Waterbury Town PUMA,POINT (1882648.617400301 683272.7754304517),Metro,"New Haven-Milford, CT Metro Area"
1461,900900,G09000900,0900900,09,Connecticut,00900,New Haven County (Northwest) PUMA,POINT (1881509.925204159 675609.5117621897),Metro,"New Haven-Milford, CT Metro Area"
1462,900904,G09000904,0900904,09,Connecticut,00904,"West Haven, Milford & Orange Towns PUMA",POINT (1891286.395218678 650492.894032276),Metro,"New Haven-Milford, CT Metro Area"
1463,900905,G09000905,0900905,09,Connecticut,00905,New Haven Town PUMA,POINT (1898221.280265161 658667.6859659338),Metro,"New Haven-Milford, CT Metro Area"
1464,900906,G09000906,0900906,09,Connecticut,00906,"East Haven, Branford, Guilford, Madison & North Branford Towns PUMA",POINT (1913823.739871627 664792.5306913394),Metro,"New Haven-Milford, CT Metro Area"
1465,1000200,G10000200,1000200,10,Delaware,00200,Kent County--Dover City PUMA,POINT (1737525.089245293 365197.8834340707),Metro,"Dover, DE Metro Area"
1466,1000101,G10000101,1000101,10,Delaware,00101,New Castle County (East Central)--Wilmington City PUMA,POINT (1722243.134016579 435939.167213775),T34,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
1467,1000104,G10000104,1000104,10,Delaware,00104,"New Castle County (South)--Middletown Town, Bear & Glasgow PUMA",POINT (1720026.956723787 405822.6739625226),T34,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
1468,1000102,G10000102,1000102,10,Delaware,00102,New Castle County (North)--Hockessin PUMA,POINT (1717908.654142457 441036.0282724592),T34,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
1469,1000103,G10000103,1000103,10,Delaware,00103,New Castle County (West Central)--Newark City & Brookside PUMA,POINT (1712832.749927367 428468.6397614261),T34,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
1470,1000300,G10000300,1000300,10,Delaware,00300,Sussex County PUMA,POINT (1761880.967802488 321991.3821350323),Metro,"Salisbury, MD-DE Metro Area"
1471,1100105,G11000105,1100105,11,District of Columbia,00105,District of Columbia (Central) PUMA,POINT (1619453.491223859 318840.2187850681),T34,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
1472,1100104,G11000104,1100104,11,District of Columbia,00104,District of Columbia (East) PUMA,POINT (1624661.929202443 316057.9854642751),T34,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
1473,1100103,G11000103,1100103,11,District of Columbia,00103,District of Columbia (Northeast) PUMA,POINT (1622840.691821954 321362.5075723403),T34,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
1474,1100102,G11000102,1100102,11,District of Columbia,00102,District of Columbia (North) PUMA,POINT (1618380.095398208 325121.607984802),T34,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
1475,1100101,G11000101,1100101,11,District of Columbia,00101,District of Columbia (West) PUMA,POINT (1614587.720295975 322606.6242518009),T34,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
1476,1802000,G18002000,1802000,18,Indiana,02000,Delaware County--Muncie City PUMA,POINT (892564.7065736194 355520.0230425201),Metro,"Muncie, IN Metro Area"
1477,1802500,G18002500,1802500,18,Indiana,02500,Hancock & Shelby Counties PUMA,POINT (867042.394910692 287790.7581281165),T34,"Indianapolis-Carmel-Anderson, IN Metro Area"
1478,1801900,G18001900,1801900,18,Indiana,01900,Madison County--Anderson City PUMA,POINT (866327.0056639232 345185.8721748164),T34,"Indianapolis-Carmel-Anderson, IN Metro Area"
1479,1802600,G18002600,1802600,18,Indiana,02600,"Wayne, Fayette, Rush & Union Counties PUMA",POINT (916955.4924746274 299628.2101928802),Micro,"Connersville, IN Micro Area"
1480,1801001,G18001001,1801001,18,Indiana,01001,Allen County (Central)--Fort Wayne City (South) PUMA,POINT (899843.247590825 449177.5519272223),Metro,"Fort Wayne, IN Metro Area"
1481,1801002,G18001002,1801002,18,Indiana,01002,Allen County (Central)--Fort Wayne City (North) PUMA,POINT (906554.0834774692 456775.2453668475),Metro,"Fort Wayne, IN Metro Area"
1482,1801003,G18001003,1801003,18,Indiana,01003,Allen County (Outside Fort Wayne City) PUMA,POINT (910557.8550350266 455101.7407280144),Metro,"Fort Wayne, IN Metro Area"
1483,1803600,G18003600,1803600,18,Indiana,03600,Clark County--Jeffersonville City PUMA,POINT (887735.6120617524 157642.2249809236),Metro,"Louisville/Jefferson County, KY-IN Metro Area"
1484,1803100,G18003100,1803100,18,Indiana,03100,"Dearborn, Franklin, Ripley, Switzerland & Ohio Counties PUMA",POINT (931782.0545818459 237795.2118339422),T34,"Cincinnati, OH-KY-IN Metro Area"
1485,1800900,G18000900,1800900,18,Indiana,00900,"Huntington, Whitley, Adams & Wells Counties PUMA",POINT (893397.8802828059 426544.1567749882),Metro,"Fort Wayne, IN Metro Area"
1486,1803000,G18003000,1803000,18,Indiana,03000,"Jefferson, Jennings, Decatur & Scott Counties PUMA",POINT (894462.6164667381 215177.2317123043),Micro,"North Vernon, IN Micro Area"
1487,1801500,G18001500,1801500,18,Indiana,01500,"Henry, Randolph, Jay & Blackford Counties PUMA",POINT (913004.9739822908 355659.2552106065),,
1488,1800600,G18000600,1800600,18,Indiana,00600,"Noble, DeKalb, LaGrange & Steuben Counties PUMA",POINT (890455.9397211676 500366.3946000109),Micro,"Kendallville, IN Micro Area"
1489,2100600,G21000600,2100600,21,Kentucky,00600,Lake Cumberland Area Development District (West) PUMA,POINT (946544.0919057303 9772.013385470207),,
1490,2101100,G21001100,2101100,21,Kentucky,01100,Big Sandy Area Development District PUMA,POINT (1164269.260471991 94562.43176886252),,
1491,2100700,G21000700,2100700,21,Kentucky,00700,Lake Cumberland Area Development District (East) PUMA,POINT (1001289.900242705 -5839.498040727293),Micro,"Somerset, KY Micro Area"
1492,2102000,G21002000,2102000,21,Kentucky,02000,Bluegrass Area Development District (West) PUMA,POINT (965401.4367539706 114147.5832721498),Micro,"Frankfort, KY Micro Area"
1493,2101200,G21001200,2101200,21,Kentucky,01200,Lincoln Trail Area Development District (East) PUMA,POINT (918986.8005721526 69657.63761669979),,
1494,2100900,G21000900,2100900,21,Kentucky,00900,Cumberland Valley Area Development District (South) PUMA,POINT (1082854.59019954 -7068.104242139148),Micro,"Middlesborough, KY Micro Area"
1495,2101000,G21001000,2101000,21,Kentucky,01000,Kentucky River Area Development District PUMA,POINT (1112617.214717798 58716.93194733971),,
1496,2102800,G21002800,2102800,21,Kentucky,02800,FIVCO Area Development District PUMA,POINT (1130927.108861889 165138.6206834933),,
1497,2101800,G21001800,2101800,21,Kentucky,01800,KIPDA Area Development District (Northeast) PUMA,POINT (928149.490553631 156485.3577205092),Metro,"Louisville/Jefferson County, KY-IN Metro Area"
1498,2102300,G21002300,2102300,21,Kentucky,02300,Bluegrass Area Development District (Northeast) PUMA,POINT (1013459.254085995 147011.0791176386),Metro,"Lexington-Fayette, KY Metro Area"
1499,2102700,G21002700,2102700,21,Kentucky,02700,Buffalo Trace & Gateway Area Development Districts PUMA,POINT (1069853.175004112 158263.7672952612),,
1500,2100800,G21000800,2100800,21,Kentucky,00800,Cumberland Valley Area Development District (North) PUMA,POINT (1050558.216606286 37714.38994122601),Micro,"London, KY Micro Area"
1501,2102600,G21002600,2102600,21,Kentucky,02600,Northern Kentucky Area Development District (Southeast) PUMA,POINT (974682.436679458 189470.9270375633),T34,"Cincinnati, OH-KY-IN Metro Area"
1502,2101600,G21001600,2101600,21,Kentucky,01600,KIPDA Area Development District (Southeast) PUMA,POINT (914105.6883961154 111647.7150285925),Metro,"Louisville/Jefferson County, KY-IN Metro Area"
1503,2102100,G21002100,2102100,21,Kentucky,02100,Bluegrass Area Development District (South) PUMA,POINT (989588.7562616232 71860.45313303184),Micro,"Danville, KY Micro Area"
1504,2102500,G21002500,2102500,21,Kentucky,02500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,POINT (965309.2061507837 222053.0256088824),T34,"Cincinnati, OH-KY-IN Metro Area"
1505,2102200,G21002200,2102200,21,Kentucky,02200,Bluegrass Area Development District (Southeast) PUMA,POINT (1036626.197418027 91356.19269622979),,
1506,2101901,G21001901,2101901,21,Kentucky,01901,Bluegrass Area Development District (Central)--Lexington-Fayette County (Central) PUMA,POINT (996868.5312988599 120134.0216512673),Metro,"Lexington-Fayette, KY Metro Area"
1507,2101902,G21001902,2101902,21,Kentucky,01902,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA,POINT (1001267.170198199 121786.1979308171),Metro,"Lexington-Fayette, KY Metro Area"
1508,2102400,G21002400,2102400,21,Kentucky,02400,Northern Kentucky Area Development District (North Central)--Kenton County PUMA,POINT (982375.9386040522 219994.0605762125),T34,"Cincinnati, OH-KY-IN Metro Area"
1509,2101704,G21001704,2101704,21,Kentucky,01704,KIPDA Area Development District (West)--Louisville/Jefferson County (Southeast) PUMA,POINT (907266.5418664446 125952.7498476674),Metro,"Louisville/Jefferson County, KY-IN Metro Area"
1510,2101705,G21001705,2101705,21,Kentucky,01705,KIPDA Area Development District (West)--Louisville/Jefferson County (South Central) PUMA,POINT (897235.2091165645 120076.9469453801),Metro,"Louisville/Jefferson County, KY-IN Metro Area"
1511,2101703,G21001703,2101703,21,Kentucky,01703,KIPDA Area Development District (West)--Louisville/Jefferson County (Northeast) PUMA,POINT (903184.0580657178 138226.5152877272),Metro,"Louisville/Jefferson County, KY-IN Metro Area"
1512,2101702,G21001702,2101702,21,Kentucky,01702,KIPDA Area Development District (West)--Louisville/Jefferson County (North Central) PUMA,POINT (891852.5129910208 131712.6065869257),Metro,"Louisville/Jefferson County, KY-IN Metro Area"
1513,2101701,G21001701,2101701,21,Kentucky,01701,KIPDA Area Development District (West)--Louisville/Jefferson County (Northwest) PUMA,POINT (882651.2069155303 129427.4332840226),Metro,"Louisville/Jefferson County, KY-IN Metro Area"
1514,2101706,G21001706,2101706,21,Kentucky,01706,KIPDA Area Development District (West)--Louisville/Jefferson County (Southwest) PUMA,POINT (882334.8273777529 116762.692141126),Metro,"Louisville/Jefferson County, KY-IN Metro Area"
1515,2300500,G23000500,2300500,23,Maine,00500,"Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties PUMA",POINT (2128559.594043615 1088761.300246913),,
1516,2300400,G23000400,2300400,23,Maine,00400,Kennebec County PUMA,POINT (2057429.936168797 1058896.48694753),Micro,"Augusta-Waterville, ME Micro Area"
1517,2300100,G23000100,2300100,23,Maine,00100,Northeast Maine--Aroostook & Washington Counties PUMA,POINT (2111326.102419727 1280932.082524829),,
1518,2300200,G23000200,2300200,23,Maine,00200,"Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties PUMA",POINT (2015821.885057967 1158496.508216184),,
1519,2300700,G23000700,2300700,23,Maine,00700,Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick PUMA,POINT (2047958.619791592 1000878.568924546),Metro,"Lewiston-Auburn, ME Metro Area"
1520,2301000,G23001000,2301000,23,Maine,01000,"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities PUMA",POINT (2038458.218544849 968356.8805820486),Metro,"Portland-South Portland, ME Metro Area"
1521,2300800,G23000800,2300800,23,Maine,00800,South Maine--York (West) & Cumberland (West) Counties PUMA,POINT (2008964.383291679 950308.1700057195),Metro,"Portland-South Portland, ME Metro Area"
1522,2300900,G23000900,2300900,23,Maine,00900,Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities PUMA,POINT (2032457.083200548 964853.1659870748),Metro,"Portland-South Portland, ME Metro Area"
1523,2300600,G23000600,2300600,23,Maine,00600,Androscoggin County PUMA,POINT (2031135.773494215 1023338.454940119),Metro,"Lewiston-Auburn, ME Metro Area"
1524,2300300,G23000300,2300300,23,Maine,00300,Penobscot County PUMA,POINT (2111430.563424016 1189012.319478389),Metro,"Bangor, ME Metro Area"
1525,2401500,G24001500,2401500,24,Maryland,01500,St. Mary's & Calvert Counties PUMA,POINT (1667281.124900245 271370.3193825408),Metro,"California-Lexington Park, MD Metro Area"
1526,2401204,G24001204,2401204,24,Maryland,01204,"Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater PUMA",POINT (1655905.780817403 325227.6544110228),T34,"Baltimore-Columbia-Towson, MD Metro Area"
1527,2401202,G24001202,2401202,24,Maryland,01202,"Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park PUMA",POINT (1649735.608215186 357049.408071221),T34,"Baltimore-Columbia-Towson, MD Metro Area"
1528,2401203,G24001203,2401203,24,Maryland,01203,"Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore PUMA",POINT (1658913.174878095 347812.005309764),T34,"Baltimore-Columbia-Towson, MD Metro Area"
1529,2401201,G24001201,2401201,24,Maryland,01201,"Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade PUMA",POINT (1641881.096381866 345849.219931374),T34,"Baltimore-Columbia-Towson, MD Metro Area"
1530,2401400,G24001400,2401400,24,Maryland,01400,"Wicomico, Worcester & Somerset Counties--Salisbury City PUMA",POINT (1759360.490452046 273191.9790351375),Metro,"Salisbury, MD-DE Metro Area"
1531,2400200,G24000200,2400200,24,Maryland,00200,Washington County--Hagerstown City PUMA,POINT (1538036.857260685 383397.9672428672),Metro,"Hagerstown-Martinsburg, MD-WV Metro Area"
1532,2400100,G24000100,2400100,24,Maryland,00100,Allegany & Garrett Counties--Cumberland City PUMA,POINT (1435685.950692963 359918.8734891288),,
1533,2401300,G24001300,2401300,24,Maryland,01300,"Queen Anne's, Talbot, Caroline, Dorchester & Kent Counties PUMA",POINT (1707805.117383871 330104.7649426252),Micro,"Easton, MD Micro Area"
1534,2400601,G24000601,2400601,24,Maryland,00601,"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville PUMA",POINT (1659450.809619099 408043.8656052356),T34,"Baltimore-Columbia-Towson, MD Metro Area"
1535,2400602,G24000602,2400602,24,Maryland,00602,Harford County (South & East)--Aberdeen & Havre de Grace Cities PUMA,POINT (1674933.396059583 393584.3443172108),T34,"Baltimore-Columbia-Towson, MD Metro Area"
1536,2400400,G24000400,2400400,24,Maryland,00400,Carroll County PUMA,POINT (1604993.428289732 391982.1881639221),T34,"Baltimore-Columbia-Towson, MD Metro Area"
1537,2401600,G24001600,2401600,24,Maryland,01600,Charles County--La Plata Town & Waldorf PUMA,POINT (1631203.865999074 276611.2701066004),T34,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
1538,2400301,G24000301,2400301,24,Maryland,00301,Frederick County (Outside Greater Frederick City) PUMA,POINT (1575471.783947737 376426.5072651673),T34,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
1539,2400302,G24000302,2400302,24,Maryland,00302,Frederick County (Central)--Greater Frederick City PUMA,POINT (1576499.636089219 371592.6984009744),T34,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
1540,2400902,G24000902,2400902,24,Maryland,00902,"Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge PUMA",POINT (1631185.957522579 354888.0676325099),T34,"Baltimore-Columbia-Towson, MD Metro Area"
