MIGPUMA,TOT_JOBS,JOBS_AGE_29,JOBS_AGE_30_54,JOBS_AGE_55,JOBS_EARN_1250,JOBS_EARN_1251_3333,JOBS_EARN_3334,AGR,EXT,UTL,CON,MFG,WHL,RET,TRN,INF,FIN,REL,PRF,MNG,ADM,EDU,MED,ENT,FOD,SRV,PUB,JOBS_EDU_NOHS,JOBS_EDU_HS,JOBS_EDU_NOBACH,JOBS_EDU_BACH
4701090,83990,19202,44488,20300,18912,30120,34958,49,104,466,5512,16360,1943,9982,3397,966,1790,510,2746,1237,4514,6184,14285,644,7911,2139,3251,6696,21748,21754,14590
4701200,46559,10603,24241,11715,11244,18725,16590,146,187,407,1687,10343,657,5767,2992,276,1151,299,842,527,1937,4841,6779,328,3777,1051,2565,4044,13270,11568,7074
4701300,61300,15895,31606,13799,15302,24830,21168,8,6,196,1646,4315,2116,8130,440,1273,3327,656,1766,1254,4274,7100,13685,541,6878,1500,2189,4676,13824,15064,11841
4701400,43628,9988,23068,10572,9833,17658,16137,142,47,374,1494,12753,1487,5836,1312,335,568,241,711,227,2393,3981,4674,214,3810,1248,1781,4189,12288,10825,6338
4701500,60403,16617,29406,14380,17988,26510,15905,45,443,375,2664,3680,794,10099,2174,279,1165,1285,1244,205,2096,4023,3454,6134,16287,1119,2838,5717,15429,14032,8608
4701600,298634,70917,157607,70110,65916,103508,129210,243,242,1816,13462,24694,14463,37817,9452,5591,11401,3829,22405,6811,25066,27816,43071,3531,30156,9136,7632,23293,68573,74022,61829
4701700,52132,12570,27969,11593,11709,18604,21819,72,54,83,2890,8760,1985,6597,1853,477,1973,706,2462,792,3772,4023,6795,300,5601,1297,1640,4159,12967,12944,9492
4701800,43699,10082,22494,11123,9963,16210,17526,609,18,591,1405,10473,913,5504,1642,269,732,335,992,118,2470,4630,4730,383,4187,1125,2573,4018,11697,10713,7189
4701900,63890,15836,33766,14288,15617,23403,24870,260,42,460,2894,16301,1309,6879,3954,459,1489,419,1137,994,3874,6343,6792,451,5943,1678,2212,5674,16120,16014,10246
4702000,205349,50820,109128,45401,44547,72213,88589,87,105,1173,9761,25019,7340,20515,15938,3692,10160,2848,8710,4254,15733,12032,32699,2600,20179,6558,5946,18755,46997,51349,37428
4702100,26025,6077,13393,6555,6269,11306,8450,158,75,252,896,6931,379,3145,422,174,821,127,355,29,627,3277,2642,120,2577,500,2518,2520,7196,6314,3918
4702200,49662,11761,25863,12038,11084,18266,20312,330,77,471,1630,11238,1163,7151,792,544,1132,276,3522,335,3146,5381,5228,154,4036,732,2324,4394,12878,12170,8459
4702300,46876,12796,24308,9772,12239,16627,18010,0,78,245,2150,3978,2978,6174,7455,991,1439,581,1734,787,1814,4095,3782,562,4924,1544,1565,4169,10777,11127,8007
4702400,134356,36408,72215,25733,29699,41514,63143,87,52,660,4719,27128,4945,16791,9004,3236,3435,1607,3671,1123,10744,11246,15166,827,13448,2905,3562,11541,30191,31711,24505
4702500,515665,125907,281370,108388,100904,155201,259560,274,160,1453,23215,22169,24861,46240,24442,13895,23581,11232,39086,8522,43810,35531,79981,10248,55620,17686,33659,44755,106183,124212,114608
4702600,142404,35986,79291,27127,29278,37867,75259,184,32,252,6819,4049,4218,16131,1602,4786,12189,1912,17281,11265,10314,9341,20107,2792,11892,4071,3167,10462,26617,33734,35605
4702700,60769,14728,31498,14543,13131,23688,23950,212,71,545,2239,13885,1711,7273,2693,701,2451,2137,1066,712,3979,4516,7340,370,5030,1196,2642,5626,15380,15128,9907
4702800,30134,7225,15643,7266,7153,12574,10407,252,73,319,1020,7376,857,3991,853,330,850,182,496,131,1202,3481,3923,110,2448,422,1818,2779,8330,7262,4538
4702900,37007,7956,19493,9558,8454,14609,13944,636,37,527,1507,8923,1214,4365,1285,284,1260,173,432,40,1734,3641,5139,112,2652,682,2364,3668,10473,9344,5566
4703000,63848,15321,33929,14598,15430,23209,25209,105,11,164,2853,9858,2552,7392,1525,490,1091,756,1279,104,4885,5466,15257,361,5533,974,3192,6233,16072,16194,10028
4703100,26533,5938,13830,6765,6439,10250,9844,392,7,342,1863,5108,859,2883,1244,84,761,188,409,271,2314,2588,2181,113,1889,748,2289,2924,7102,6612,3957
4703200,498558,114846,270133,113579,110347,161310,226901,226,25,2832,17265,32251,29276,54292,53265,5644,16115,8699,21457,9491,51461,39769,71333,5535,44104,14137,21381,49961,113136,126870,93745
4800100,73798,16226,39019,18553,13587,24432,35779,9551,4675,743,4599,14119,3001,6170,2164,434,1619,436,1077,123,1363,7441,5594,627,4600,1786,3676,13000,17108,17574,9890
4800200,76985,19137,40425,17423,17346,28319,31320,343,333,966,3890,7355,3412,9252,2555,952,3807,1294,2528,340,3182,8054,13466,965,8721,2565,3005,9950,16215,19863,11820
4800300,35882,10954,17193,7735,10001,12896,12985,401,138,362,3049,1586,1830,6872,1185,599,1206,520,1698,216,1419,3889,3375,475,4402,1336,1324,4126,7464,8433,4905
4800400,40864,8916,21188,10760,9214,15078,16572,4728,3891,508,2199,1744,1639,3813,2750,266,1146,352,622,177,1008,5207,4025,126,3005,1723,1935,7493,9680,9890,4885
4800500,151303,41750,76459,33094,39410,53633,58260,972,741,973,7947,4901,7253,18541,4528,2900,5792,2158,5404,1663,6743,25572,26481,2207,17310,4773,4444,18674,30998,36667,23214
4800600,44840,9444,23688,11708,10217,15911,18712,964,4458,741,2747,4689,1532,4867,1561,364,1136,485,973,144,1017,5002,7946,203,3264,1129,1618,6132,11008,11595,6661
4800700,50770,12094,25630,13046,13514,18839,18417,113,821,215,1937,4817,1302,6306,1088,533,1514,636,1245,75,3031,5145,11493,599,5784,1740,2376,5885,11825,13066,7900
4800800,68475,15232,36090,17153,14819,24867,28789,500,2196,586,3750,11458,2031,8085,1174,504,2855,599,1601,194,2692,7598,12024,745,6264,1454,2165,7933,15634,17911,11765
4800900,59660,15460,30895,13305,15618,19449,24593,156,66,421,3344,8613,1819,8681,1158,313,1019,519,2315,157,2508,9103,9190,614,6854,1596,1214,6701,12054,14589,10856
4801000,60273,14003,31377,14893,14653,24177,21443,716,170,574,2703,14912,2718,6234,2400,348,1918,376,935,76,2338,6412,9698,349,4620,1157,1619,8501,14187,14913,8669
4801100,47721,11507,25007,11207,13586,17950,16185,452,110,375,2134,3336,2209,6570,1855,296,1480,564,1065,513,1725,5442,9448,340,5930,1554,2323,5403,11274,12243,7294
4801200,29586,6461,15688,7437,6893,10311,12382,136,1910,664,2315,5027,1005,2782,681,477,976,443,785,4,1020,3558,3012,97,2808,898,988,3882,7306,7491,4446
4801300,26733,5955,13898,6880,6736,10873,9124,1235,203,408,2191,2448,1781,3648,377,181,688,169,894,35,513,3902,3025,206,2996,726,1107,3412,6319,6730,4317
4801400,28859,7082,14853,6924,7075,11105,10679,56,48,299,2604,4393,1122,4110,1837,146,696,167,766,0,960,2964,3722,179,3216,886,688,4016,6496,7050,4215
4801500,103796,26139,53731,23926,25882,36939,40975,752,2333,401,4613,5139,5361,12505,4314,1732,3121,1196,4561,383,6259,9310,25991,1058,10000,2778,1989,12500,21928,26318,16911
4801600,74187,17434,38707,18046,16811,24779,32597,43,4432,391,4293,9873,3729,7881,2074,737,2117,1162,3007,387,4026,6342,12481,584,6585,1928,2115,9379,16902,19047,11425
4801700,37073,8111,19358,9604,8474,14801,13798,1081,2435,527,3898,5210,1145,3191,1618,208,1255,226,683,106,2290,4199,4875,124,2256,673,1073,5613,8798,9378,5173
4801800,32055,7567,16447,8041,8092,13589,10374,360,589,461,1675,3734,771,4524,2723,259,707,383,820,61,939,3888,4687,321,3300,774,1079,4209,7285,8145,4849
4801900,456598,107299,260388,88911,90169,122208,244221,361,1159,1726,19204,29735,16581,53588,3926,19655,50076,9065,46755,12261,28804,41650,49571,8440,43852,11498,8691,44957,75386,104577,124379
4802000,251808,68652,133525,49631,59376,79065,113367,369,528,1293,14942,16255,13119,32454,12693,3363,9269,4374,16431,3364,14876,33594,28492,4113,28603,7183,6493,28130,46403,57716,50907
4802101,50168,12459,26367,11342,11222,17170,21776,105,64,239,3664,10193,1675,6695,3527,469,854,490,1373,89,2845,5989,4314,426,4583,1367,1207,7161,11243,12115,7190
4802102,46845,11197,25188,10460,9911,16059,20875,849,1663,258,4576,6636,1785,6092,3103,456,833,516,1164,68,1894,6571,3389,431,3929,1684,948,6604,10698,11455,6891
4802200,42883,11348,21329,10206,11610,15026,16247,1102,1962,986,2840,3791,1105,5285,1222,227,863,835,1350,22,1579,6354,5510,600,4772,1337,1141,5346,9183,10162,6844
4802300,1726273,382986,973354,369933,306814,488505,930954,869,7290,6883,93326,110730,115242,158994,90722,50943,118743,45264,166678,37856,171519,120908,191297,21794,140017,42626,34572,223130,320448,411048,388661
4802400,34937,8605,18619,7713,8221,11900,14816,404,947,213,3243,3661,1317,4983,1570,366,698,483,1236,178,1436,4684,3444,353,3687,868,1166,4109,7774,8852,5597
4802500,962318,230172,519132,213014,196966,299718,465634,622,6580,3721,55137,89641,51449,112173,80201,11255,47296,15624,43673,7908,65411,81368,120438,18073,97027,27824,26897,122447,190748,233507,185444
4802600,58084,11720,30700,15664,14067,21253,22764,2136,4008,810,3349,6409,1859,6497,1626,384,1600,444,970,200,1478,7481,8522,445,4511,1512,3843,8322,14906,15213,7923
4802700,59831,14635,30894,14302,14638,21978,23215,124,948,560,3337,2716,2728,7382,1374,809,2969,859,2013,222,2428,6462,13248,1003,6347,1938,2364,7341,13527,15105,9223
4802800,33446,6996,17722,8728,6918,10938,15590,1701,4261,937,2475,1424,1405,3598,1302,275,818,228,547,16,592,2638,4683,160,2979,981,2426,5617,8096,8600,4137
4802900,46425,11708,23934,10783,11230,17237,17958,413,1207,343,2620,3369,1876,5010,1001,657,2218,681,1605,117,2138,5334,8812,600,5318,1391,1715,6826,10138,11515,6238
4803000,104823,26477,57476,20870,15903,23513,65407,221,29487,530,7047,3247,6458,8377,4528,948,1974,3096,4892,1200,3471,5173,9137,1633,8573,3216,1615,18237,22608,24624,12877
4803100,73438,19218,39210,15010,12690,20327,40421,63,9965,444,8873,4552,5799,8051,3339,547,1488,2245,2152,299,1992,6263,5507,336,7394,2765,1364,14167,15561,16455,8037
4803200,40921,10005,21756,9160,7723,11847,21351,1739,6777,814,5534,1149,1484,3651,2417,357,788,909,638,79,884,3738,2054,451,4336,836,2286,8574,8855,8944,4543
4803300,321647,86780,168070,66797,90089,131816,99742,955,60,2680,17134,15974,12916,44327,16891,4790,8863,5528,11868,1486,28109,41239,49083,3504,37510,7190,11540,75199,58726,64129,36813
4803400,46078,9924,24237,11917,11329,18241,16508,668,131,346,3399,2448,1466,5599,1775,516,1026,818,2279,81,2213,9146,4554,1125,4957,1261,2270,6078,10344,12218,7514
4803500,102377,25286,55454,21637,24761,36142,41474,148,242,426,4906,6660,4210,13259,2896,795,4109,1712,3652,853,3966,10640,24680,1051,11433,3395,3344,13047,21573,26069,16402
4803601,43407,9209,22615,11583,9498,15445,18464,1904,1239,570,3857,5751,2596,5501,1137,241,1558,516,1192,18,1082,4953,4684,268,3824,810,1706,6434,10331,10794,6639
4803602,113841,39241,53027,21573,35737,37681,40423,844,1389,467,5424,5323,2240,9249,928,1394,1688,1776,4601,156,4126,38433,13056,1631,13691,2388,5037,11507,18488,22439,22166
4803700,42259,9245,21959,11055,10318,16310,15631,741,1104,656,3010,6423,1500,5310,1103,469,1166,334,746,75,1387,5856,6201,228,3230,889,1831,6174,9888,10753,6199
4803800,113575,27389,59951,26235,26228,40822,46525,196,191,795,7250,15624,4830,11066,2479,953,4693,2194,3397,406,8764,13864,17625,1166,10906,2702,4474,14848,24463,28430,18445
4803900,48117,10522,25315,12280,9157,17095,21865,366,251,355,1811,3522,758,5047,593,311,989,730,1108,141,918,6661,4328,391,3734,1002,15101,5561,11033,13027,7974
4804000,57351,14128,29480,13743,15861,22180,19310,697,379,318,2504,6736,1856,6556,1428,468,1294,513,1233,737,3429,7866,12165,404,5580,1190,1998,7642,12960,14171,8450
4804100,25611,5184,13715,6712,6439,10120,9052,810,544,485,1174,3919,638,3457,645,84,957,135,482,43,420,3968,3839,142,1912,452,1505,3331,6573,6686,3837
4804200,34158,8100,17796,8262,8777,10912,14469,93,460,378,3793,5338,1048,4973,678,154,745,274,1174,62,837,4275,3732,266,3854,942,1082,4110,8377,8583,4988
4804300,117748,26181,63625,27942,25214,34619,57915,171,493,1370,14140,14620,4131,12568,3995,963,2556,1823,5143,882,6082,10041,17834,905,10756,4096,5179,14785,27133,30609,19040
4804400,32501,7901,17416,7184,6593,9761,16147,254,999,239,4571,3891,998,3806,3130,248,435,363,1058,239,828,3874,2830,202,2581,874,1081,5050,7191,7700,4659
4804500,185576,47810,100112,37654,42004,59430,84142,189,4780,1217,15036,11028,8448,23689,3846,1452,6521,2711,12882,3273,11120,22857,21252,3427,21807,6059,3982,23157,35783,43492,35334
4804600,2388955,528898,1343273,516784,433362,671471,1284122,1640,75182,16928,180629,172946,150377,232901,119947,29434,79707,52272,197055,43885,184606,200251,291916,26948,208705,67831,55795,357073,454310,562720,485954
4804700,107252,25504,56693,25055,26369,34668,46215,101,642,742,6819,6468,2264,12069,3239,537,4379,1625,3780,175,4086,26387,10473,2678,15269,2995,2524,13919,21530,26748,19551
4804800,106002,26555,56949,22498,23583,31573,50846,413,1161,390,12981,12673,2862,13837,2677,507,2243,1566,4234,766,4597,13917,12348,1490,11237,3432,2671,14870,21507,25897,17173
4804900,201468,48448,110745,42275,49154,65818,86496,354,3618,1006,11924,15161,8969,26677,4768,1923,5153,2658,11380,1087,10613,30876,31273,3339,21639,6055,2995,28367,36848,45988,41817
4805000,59186,13139,30317,15730,13422,20573,25191,2521,1481,1501,4071,10087,2795,7727,1966,348,1046,835,1416,72,1785,7822,5853,622,4410,1319,1509,9746,13242,14315,8744
4805100,41018,9927,20974,10117,9692,15264,16062,1019,1132,570,5157,3105,1258,6076,1007,447,1173,413,942,142,1171,4894,4595,382,4706,1026,1803,6283,9259,9959,5590
4805200,178182,45041,99942,33199,37866,54900,85416,218,908,1438,15115,12680,12286,25522,2026,2089,8042,2541,14296,604,9203,16753,19943,3592,19583,6654,4689,21041,33191,42651,36258
4805300,787022,183791,457046,146185,131398,219087,436537,427,1721,5004,43188,42263,33672,66706,12271,29384,32591,16250,102177,6180,54713,76651,86247,12866,79151,25973,59587,88834,142790,188579,183028
4805400,67767,21554,33197,13016,18821,24465,24481,137,169,271,5614,4676,1961,10253,4095,826,1119,1398,2719,383,2246,11148,6447,623,9141,2363,2178,8431,12433,14774,10575
4805500,41834,8920,22356,10558,8741,14661,18432,1507,3690,605,3871,4768,1409,4361,1217,173,1105,422,975,279,1517,4983,4793,196,2864,850,2249,6904,10330,10428,5252
4805600,47016,10776,25182,11058,9427,14793,22796,268,2630,558,4428,5121,2321,5569,1686,395,1223,598,1642,183,1863,3979,6419,402,4351,1538,1842,7051,10693,12384,6112
4805700,40526,10145,21698,8683,8882,14193,17451,231,575,404,2571,7464,1438,4372,3344,195,568,567,1303,558,1508,4711,3914,472,3846,1281,1204,6071,9122,9695,5493
4805800,57576,16027,29737,11812,13297,21856,22423,84,481,402,6499,3638,2372,7658,3640,683,869,660,2476,880,3895,5180,6560,1827,7218,1966,588,8027,12244,13391,7887
4805900,869589,216641,476015,176933,202526,297443,369620,812,5829,5697,41179,36272,30030,94221,24949,21083,66507,16056,52036,13386,69068,81267,146763,15329,104442,24615,20048,132421,177255,208998,134274
4806000,48039,10882,24007,13150,10830,17902,19307,551,498,327,5121,3662,1225,7046,505,498,1553,723,2262,347,1422,4559,7983,892,5848,1673,1344,6482,10615,12119,7941
4806100,32438,7395,17818,7225,6994,10495,14949,1076,5135,493,2381,614,1394,3562,1199,136,715,748,912,9,1309,3864,3056,170,3081,904,1680,5695,7827,7823,3698
4806200,54310,12463,29181,12666,15665,21914,16731,1329,3895,456,1630,3019,1170,6001,2164,372,1212,751,896,162,2458,7039,11496,1157,5132,930,3041,13438,11465,11487,5457
4806300,97248,25206,52253,19789,28578,41292,27378,132,1222,527,2443,663,2855,11310,15190,733,2738,968,2570,26,7366,14370,17138,1321,10154,1771,3751,23616,18435,19652,10339
4806400,23139,4754,13045,5340,7989,8556,6594,382,1695,221,1154,397,277,2340,625,79,556,347,357,5,477,4045,6644,17,1306,237,1978,5968,5116,5057,2244
4806500,33378,7815,17663,7900,8015,11174,14189,522,1289,267,6669,1231,598,3988,604,254,528,398,1126,46,736,5318,3072,438,3965,924,1405,5752,7808,8159,3844
4806600,158053,38163,84545,35345,41256,53037,63760,446,3463,1375,16050,6865,5263,16174,4755,1354,4005,3011,7956,793,8304,16687,32083,2506,18571,4309,4083,25880,34940,39167,19903
4806700,134062,32130,73272,28660,44281,55256,34525,604,72,671,3269,5775,3540,16630,4331,946,3298,1710,2821,477,8638,18183,39511,1704,13501,2477,5904,32650,26223,28197,14862
4806800,261107,67385,143306,50416,86250,104503,70354,3215,1269,1754,8308,7160,8948,36542,7318,3420,6616,2283,5557,586,13432,43259,69051,3385,23504,4437,11063,61824,49106,52634,30158
4806900,31122,7355,16623,7144,9892,10375,10855,1110,3534,212,1078,762,854,2966,730,277,687,635,432,132,966,4917,6679,170,3118,652,1211,5659,7433,7372,3303
4903001,34354,9301,17875,7178,9829,10856,13669,447,93,87,2439,7928,840,3596,2868,354,536,193,933,20,2126,3461,3121,624,2665,678,1345,2960,7583,8838,5672
4905001,82992,26604,40899,15489,28218,26659,28115,648,127,169,5100,12696,1739,9144,1585,1073,1339,1924,6220,523,3728,10019,6759,5618,9667,1839,3075,6155,14584,18365,17284
4911000,113879,34850,58226,20803,33731,37549,42599,411,107,330,10756,13877,2742,14459,5744,1386,2770,1573,9157,1126,5295,11538,13477,3157,9828,3395,2751,8991,20643,27163,22232
4913001,50328,12273,27175,10880,14314,16017,19997,166,4874,953,4080,1178,1271,5527,2184,841,613,732,1393,95,1256,5884,5862,1351,6507,1401,4160,4496,11929,13673,7957
4921001,51633,14113,26389,11131,17412,17833,16388,1988,977,649,3305,4428,883,6143,1899,550,1068,430,1462,84,1563,7855,5236,1003,6585,1401,4124,4280,11298,13478,8464
4935000,700107,184261,381740,134106,154208,224379,321520,263,2734,2854,39896,55350,31361,75738,34976,18665,48324,10890,56468,15028,50191,66915,78523,10827,51473,18891,30740,56010,121253,170362,168221
4949000,242335,83500,120716,38119,69158,78197,94980,1054,146,609,24501,19674,8072,30573,4129,13411,5788,3170,22166,1643,15693,29025,30544,4815,16780,4976,5566,18859,39666,52776,47534
4953001,67497,20470,33302,13725,20869,26462,20166,94,306,247,7462,3212,1251,9333,4451,972,1668,908,3270,103,3019,5684,10928,2162,8096,1849,2482,5948,13458,16545,11076
4957000,107852,30498,56537,20817,27630,37858,42364,366,32,335,7113,14614,3805,12918,2854,913,4714,917,5277,479,8808,10220,13202,2088,7567,2433,9197,8483,23070,25445,20356
5000100,120814,29030,61909,29875,25586,34584,60644,799,72,494,6246,11942,4319,14923,3759,2365,3334,1283,9324,825,5753,14224,19084,2277,10298,3465,6028,6485,25019,28767,31513
5000200,65198,13853,33228,18117,16404,21341,27453,832,114,402,3295,5442,1566,8269,1286,868,3003,570,2448,456,1959,7769,10858,648,8454,2153,4806,4119,16366,16147,14713
5000300,57364,11444,27625,18295,17697,18347,21320,701,104,207,2891,4867,1931,5751,987,796,1156,730,2367,87,1714,7135,13859,834,6637,1521,3089,3789,14329,14483,13319
5000400,59219,11961,29183,18075,14957,19922,24340,841,332,473,3121,7261,1292,8083,1232,652,1074,494,1780,609,2294,8275,10549,863,6418,1627,1949,3748,14931,14900,13679
5101300,160028,34204,92147,33677,22889,31980,105159,0,2,588,1752,835,1607,9730,9301,5892,6610,3322,45307,3053,12726,10761,10828,2974,15716,11506,7518,15408,23981,32073,54362
5104100,140585,36173,72844,31568,36366,46349,57870,168,48,927,10467,7975,6071,19880,10953,2140,4763,1463,8372,1421,11357,11031,17331,3001,12680,5664,4873,13709,29888,33135,27680
5110700,167848,37550,94772,35526,34585,45624,87639,498,207,434,16603,7924,3588,17936,13721,7465,3626,2286,22800,1565,11398,17411,12876,3412,15832,5927,2339,16714,27479,34385,51720
5151000,168251,37666,86983,43602,40105,60622,67524,414,150,627,10040,17760,8038,18630,7644,1759,6034,1867,7987,5417,10052,12657,30803,2326,13893,6719,5434,14897,39909,42684,33095
5151001***,117876,26949,61331,29596,27193,36974,53709,1123,116,1543,6034,5165,2239,11361,2422,2194,2661,1957,7834,2256,6581,20025,19673,3078,11798,5479,4337,9912,23350,26997,30668
5151010,57077,12749,30424,13904,14918,23822,18337,220,3291,497,2776,3291,1259,8671,1128,600,1199,324,2542,684,2776,7615,8777,202,4207,1978,5040,5013,14691,14899,9725
5151020,73824,17109,37948,18767,19431,32538,21855,606,269,352,2755,13937,2093,10441,2219,626,1316,378,1541,942,4251,6557,10545,933,7417,2086,4560,6699,19764,18543,11709
5151040,71691,18256,36540,16895,18322,25030,28339,396,56,273,2497,12514,924,8098,1394,830,865,1041,3278,287,3769,15325,8063,951,6899,2025,2206,5362,16090,16928,15055
5151080,63636,14304,31815,17517,16316,23396,23924,426,54,487,3847,9465,1701,7431,3548,643,1079,581,1912,1020,2222,7472,9570,736,6800,2162,2480,5916,16282,15498,11636
5151084,59409,13741,31103,14565,13682,20619,25108,362,113,183,3022,8263,1913,7472,2894,502,2361,593,2125,1561,2807,6132,9396,859,5040,1750,2061,5543,14020,14199,11906
5151085,31951,7543,16330,8078,8134,12617,11200,191,13,179,1758,5347,463,3704,1637,745,573,160,955,239,1696,3758,3738,897,3038,1215,1645,3304,8291,7477,5336
5151087,52270,11889,26410,13971,12618,18435,21217,1422,180,272,4995,4176,1580,6846,714,710,857,537,3015,227,1813,7025,6143,866,4905,3075,2912,5155,11761,12177,11288
5151095,31041,7106,15083,8852,8545,12074,10422,256,33,131,2187,3877,1420,4167,505,305,635,317,1503,268,1484,3776,4728,401,2260,1538,1250,2848,7943,7705,5439
5151096,69341,16895,34806,17640,17768,24432,27141,178,47,300,3687,10631,2353,8097,1492,654,2664,737,3704,1182,3785,5584,12259,754,7109,2315,1809,6388,16482,17304,12272
5151097,70255,14630,35231,20394,19312,30001,20942,549,43,312,2486,12594,2247,9049,2082,641,1332,558,1815,615,5150,7155,11693,585,5464,2890,2995,8038,18462,18564,10561
5151100,182731,46124,94898,41709,49094,64405,69232,97,1,1371,10358,6442,4353,23081,2018,3909,9571,4703,15211,3397,13230,18401,25951,3933,24771,6793,5140,17757,37935,43659,37256
5151105,52756,10827,26094,15835,14373,22161,16222,1432,125,345,2869,5451,1533,6079,2339,471,882,399,1141,550,2760,7054,7954,458,3857,2365,4692,6377,13730,13411,8411
5151110,64612,15942,32914,15756,16029,24427,24156,1473,74,131,3846,10612,2308,6307,3602,1084,1054,875,1764,397,1842,10098,8284,461,7644,1530,1226,6762,15099,14151,12658
5151115,63583,16939,33226,13418,17077,20681,25825,59,44,261,3360,1059,1468,8814,2054,657,5061,809,4787,1397,2894,6748,9942,1170,8009,2988,2002,5972,12388,14467,13817
5151120,48858,12697,25094,11067,13820,16941,18097,252,85,200,2973,1630,1770,7975,1916,564,655,853,4410,717,2867,6396,5356,811,5312,2437,1679,4936,10393,11012,9820
5151125,47212,9549,22921,14742,13235,20001,13976,1517,11,245,2766,5715,1273,6257,799,402,1032,427,1743,476,1413,5731,6263,852,4956,2170,3164,5568,12024,11841,8230
5151135,64740,14619,33459,16662,16667,22856,25217,203,177,1609,3601,6363,1622,7928,5333,224,894,620,1544,295,3137,5793,11227,789,6525,2392,4464,7427,15979,16104,10611
5151145,47976,10897,24766,12313,12456,17479,18041,589,16,400,2473,6385,1764,5600,2509,393,719,414,2410,791,1963,4740,7570,535,4458,1595,2652,5417,11456,12138,8068
5151175,99473,22594,51785,25094,19407,28477,51589,21,0,393,3554,29826,1920,9130,1373,670,1419,1776,6106,2742,6832,7212,13283,1177,6884,2555,2600,10152,23123,25911,17693
5151186,54413,12190,28145,14078,14197,17776,22440,4,1,397,2102,2232,1031,6391,1748,1105,725,656,4703,343,4458,5859,9470,830,5820,1493,5045,5373,11272,13476,12102
5151187,161396,33786,86913,40697,36784,53026,71586,5,4,804,6811,7685,4171,15165,9720,3067,5571,3285,11138,2243,12601,19974,30805,2076,14051,5955,6265,17047,35176,41421,33966
5151200,205080,47154,111057,46869,45751,61700,97629,75,6,611,9288,7404,9271,24187,3433,3848,20569,4492,18783,8837,19496,11664,29993,2982,17363,7223,5555,18025,40112,49203,50586
5151206,64628,17356,31059,16213,20486,22832,21310,41,1,285,3389,2273,1281,8422,1729,475,869,1086,4115,1510,3440,7852,7540,5904,10761,2123,1532,6228,13514,14718,12812
5151215,91559,21279,48816,21464,20963,28726,41870,860,340,108,10558,5674,6880,9932,2514,818,9931,879,4098,3373,5600,6968,7889,3071,5737,3057,3272,8724,20160,21684,19712
5151235,165273,34096,88879,42298,30946,46892,87435,17,18,1012,8328,6054,4865,8299,4279,2113,8223,2140,12745,10200,9836,18103,28300,3614,12783,5978,18366,14198,32177,40561,44241
5151255,91009,16912,52711,21386,13472,20320,57217,4,0,293,2638,1604,1529,6932,3478,1395,2761,1711,16170,1060,6048,5228,6851,1362,8585,10324,13036,8814,15014,18192,32077
5151256,156709,39459,83325,33925,38099,48572,70038,167,131,783,18350,4032,4255,25505,2750,1700,2375,2130,13040,1074,9744,21010,18579,3827,16670,5836,4751,19065,27824,32928,37433
5155000,105593,25364,55568,24661,26413,36304,42876,174,63,238,9676,4557,4657,15552,4388,2349,3562,1379,8680,1972,8734,7362,12140,1103,10139,4420,4448,11098,23337,26644,19150
5159300,675123,139217,386048,149858,109176,147997,417950,75,218,2080,27349,6175,17920,63002,8630,22716,27696,10834,186620,20526,49929,57791,68298,9596,51426,25311,18931,61666,99709,137184,237347
5310100,86395,22497,44519,19379,18470,28213,39712,2932,120,208,7885,10029,2590,8682,2686,1317,1889,1255,3385,279,3909,9587,11771,2376,8115,3205,4175,6933,17351,21486,18128
5310200,69522,15166,35915,18441,14610,23777,31135,2805,49,366,5903,7259,1408,8935,2033,537,1666,1043,2232,219,2463,7051,9608,2445,7125,2552,3823,6449,14893,18922,14092
5310300,52773,12063,26946,13764,11688,21276,19809,11111,4,1281,2880,2353,2777,5450,759,718,856,725,1252,60,1580,4438,7650,989,5103,1028,1759,8512,11255,12494,8449
5310400,29801,5579,15395,8827,7290,11950,10561,4778,469,338,1140,1859,487,3098,602,312,342,304,577,167,624,3636,4166,752,1960,563,3627,3738,7402,8272,4810
5310500,229453,56259,120904,52290,44387,81968,103098,1708,313,663,11986,16967,10715,28935,7290,3604,11446,3479,10607,4021,11768,20524,44384,4632,20569,6094,9748,17329,49859,61142,44864
5310600,38476,9676,19350,9450,8365,12870,17241,3059,17,172,1275,4954,1207,3304,823,239,392,379,880,17,312,10268,5071,418,2910,549,2230,3387,7511,9523,8379
5310700,150095,35581,79035,35479,29061,50155,70879,15884,82,2243,9770,11420,3885,15934,3346,1245,2950,1756,9287,606,13505,14490,19744,2293,11861,3319,6475,18540,29082,37241,29651
5310800,52908,13019,27001,12888,12473,18371,22064,9253,62,1638,2402,5425,2225,4801,1415,780,628,508,865,53,2215,6404,4870,1216,4772,820,2556,7219,11352,12782,8536
5310900,109041,24855,56148,28038,23105,45541,40395,28379,48,623,3714,9092,4253,9857,3320,829,1352,930,1589,737,1960,10272,15846,2145,6462,1761,5872,20164,23572,25193,15257
5311000,34618,7488,17965,9165,7671,11711,15236,2668,216,513,1581,5583,819,3891,1297,298,370,498,690,96,1178,4127,4252,352,3194,832,2163,3496,8315,9310,6009
5311100,158370,38214,85930,34226,28967,51319,78084,588,136,1661,13536,14161,7386,17806,4030,3148,5227,3117,9212,3276,7498,16426,23735,3432,13221,5142,5632,11850,30138,41229,36939
