MIGPUMA,TOT_JOBS,JOBS_AGE_29,JOBS_AGE_30_54,JOBS_AGE_55,JOBS_EARN_1250,JOBS_EARN_1251_3333,JOBS_EARN_3334,AGR,EXT,UTL,CON,MFG,WHL,RET,TRN,INF,FIN,REL,PRF,MNG,ADM,EDU,MED,ENT,FOD,SRV,PUB,JOBS_EDU_NOHS,JOBS_EDU_HS,JOBS_EDU_NOBACH,JOBS_EDU_BACH
3800300,71609,17455,36939,17215,16803,20174,34632,388,334,453,4131,1698,3224,9041,1806,986,3007,679,4253,1860,2774,6022,14672,1735,6505,2393,5648,4769,16356,19444,13585
3800400,54174,14652,26116,13406,13949,15863,24362,1587,144,449,2792,4637,2735,6956,1922,597,1615,557,1872,207,1681,7090,10112,1005,4963,1348,1905,3598,11929,14274,9721
3800500,118398,33822,61616,22960,27303,35212,55883,316,12,177,7107,9303,8285,13358,4736,3198,8439,1935,6314,3229,5617,7549,19776,2565,10526,3485,2471,7684,24139,30016,22737
3900100,47875,10922,24139,12814,11402,17429,19044,1090,60,281,1660,15364,1524,5281,1769,521,1256,236,686,72,1264,4280,6022,243,3360,1418,1488,3497,13699,12501,7256
3900290,307238,76239,157908,73091,78237,99898,129103,1291,355,1567,14503,48702,12054,30098,12940,3397,6557,3210,11592,6939,20548,27108,52684,5465,29250,9809,9169,22495,71669,78426,58409
3900700,61856,14661,31392,15803,14930,23337,23589,549,149,190,2089,16435,1733,6657,1371,716,1152,678,1112,594,1591,4753,9125,2059,7390,1609,1904,4739,17181,16049,9226
3900800,98919,23131,49903,25885,25792,34288,38839,1182,34,548,4683,16623,3709,12323,2492,892,1646,823,2465,1364,6512,10694,15074,1303,9116,3088,4348,7771,23992,25845,18180
3900900,753293,164599,397849,190845,160656,225251,367386,209,441,3150,22699,69634,38983,64098,23394,15142,42367,13312,51330,27647,51748,54434,150164,17076,60570,22223,24672,54443,158153,191854,184244
3901090,129565,31573,63579,34413,33116,43037,53412,1230,254,1045,6384,28570,6133,15265,1739,1334,2306,982,4524,1704,7178,10332,17504,1830,12422,4426,4403,9603,30803,32156,25430
3901300,29527,6580,15019,7928,7882,10949,10696,120,46,153,1161,7639,790,2735,605,350,432,157,970,63,1069,2578,5587,184,2811,981,1096,2346,8191,7711,4699
3901490,164693,38176,81117,45400,47216,59573,57904,260,236,872,7553,19884,7227,21080,6268,1779,3247,1777,4594,2078,11266,13510,32940,2222,17212,5311,5377,12742,43095,41844,28836
3901700,54392,13514,27235,13643,13814,17744,22834,164,337,94,2006,10163,3299,6441,1716,601,594,491,1787,867,1295,8943,5883,517,5784,1707,1703,3831,13260,12966,10821
3901800,272883,64654,140459,67770,63667,89750,119466,89,138,1610,11192,29210,14526,31282,10728,4903,10414,2902,14959,15511,18058,17962,45863,5113,23011,8174,7238,19381,62545,68378,57925
3901900,60843,15296,30393,15154,16026,20937,23880,168,13,111,3855,9044,3854,8084,3231,558,1185,578,2297,3123,2957,4482,6840,1078,5794,1772,1819,4013,15252,14996,11286
3902000,48248,12543,23833,11872,10937,15999,21312,538,1392,183,2372,14352,2184,4945,1225,343,1149,284,1192,386,918,4939,6107,423,3131,1280,905,3569,12764,11416,7956
3902100,39044,8999,19975,10070,9547,14275,15222,576,20,147,2360,9564,1420,4211,1446,408,641,232,1589,114,1109,3570,5741,324,3165,1281,1126,2871,11505,9595,6074
3902200,49235,11852,24901,12482,12862,18781,17592,114,29,253,2682,10145,1848,6504,1136,699,945,301,960,94,3832,3847,7099,410,4609,1328,2400,3763,13429,12295,7896
3902300,42007,9934,21075,10998,10917,15486,15604,510,303,211,2261,10594,1550,4317,947,383,1203,154,1046,225,1296,4173,6293,236,3873,1307,1125,3001,11794,10856,6422
3902400,56697,13938,29335,13424,13103,19496,24098,206,26,178,2137,15552,2475,5065,4327,449,839,462,1811,2032,2575,4121,6640,300,4540,1850,1112,4008,15325,14081,9345
3902500,49446,12182,25059,12205,12820,16603,20023,150,52,150,2066,9153,2474,5236,1262,544,1015,341,1284,275,3249,3775,9985,485,4554,1739,1657,3517,12551,13039,8157
3902600,52041,13083,25758,13200,12430,16914,22697,783,58,151,2489,18470,1998,4996,1644,513,1441,325,992,115,915,3790,6529,539,3302,1803,1188,3212,15521,12853,7372
3902700,38650,8820,20537,9293,8549,12895,17206,384,72,104,1036,11693,970,3557,2713,261,693,250,1316,101,1844,4350,4068,395,2676,1019,1148,2676,11083,9778,6293
3902800,49838,11754,25933,12151,11627,18258,19953,313,106,224,2237,11860,1283,5466,1253,543,840,654,745,232,2619,5398,8381,476,3860,1251,2097,3673,13830,12638,7943
3902900,45849,12530,22639,10680,10077,18003,17769,250,841,487,3980,12701,1677,5245,1571,310,893,165,1011,65,864,2700,6840,305,3760,943,1241,4138,12781,10668,5732
3903000,40398,9435,20271,10692,10685,14423,15290,174,1289,346,1893,8227,1350,4507,1205,347,721,445,1241,247,1867,3323,6211,417,4058,1280,1250,3222,11901,9839,6001
3903190,168407,41927,84205,42275,46369,60835,61203,237,473,863,8302,27608,6212,20334,3995,2163,5110,1512,5961,1099,8902,15224,31139,2049,17110,6256,3858,12229,44073,41583,28595
3903400,28886,6473,14325,8088,7644,11306,9936,178,193,147,1113,6296,950,3413,1120,177,394,233,509,178,1180,2786,5011,280,2444,1029,1255,2291,8471,7155,4496
3903500,41456,8888,20999,11569,11872,14978,14606,13,2060,938,2273,2121,1128,5906,2122,631,838,552,779,40,1904,4265,8193,392,4230,1203,1868,3060,11700,10951,6857
3903600,33332,7344,17562,8426,7629,12281,13422,84,787,288,2220,4304,1405,3394,1280,219,1298,319,1137,483,896,3054,6733,104,3075,864,1388,2375,9177,8881,5555
3903700,38552,9410,19762,9380,10188,14829,13535,37,507,295,1509,3775,1073,5384,2073,816,885,229,935,317,1609,4642,7652,378,3726,1311,1399,2746,10292,9861,6243
3903800,64442,16371,33476,14595,14932,24710,24800,819,147,332,3009,8259,1791,7363,7511,299,3812,469,2567,1743,2794,5765,7319,581,5467,2226,2169,4982,15467,15447,12175
3903900,42693,11932,21365,9396,12152,15422,15119,92,13,404,2548,3880,927,6308,838,369,706,426,1264,222,3210,4124,8219,368,5893,1463,1419,3052,10499,10175,7035
3904000,92654,25189,50063,17402,22362,26538,43754,332,43,223,3688,6451,2426,12883,2440,700,6201,906,6554,12481,4094,6614,8189,3329,10493,2643,1964,5744,17658,20965,23098
3904100,773431,188042,427208,158181,158555,245010,369866,414,355,4771,28096,37312,33062,71313,49269,19078,56668,12233,53228,25516,59929,70093,119994,12547,64422,23532,31599,55242,156429,184976,188742
3904200,66962,16281,36640,14041,12937,21158,32867,1017,84,217,2860,16305,1979,5849,4653,301,788,317,3731,779,8947,3891,5594,273,3825,1273,4279,4987,17042,16332,12320
3904300,48076,11443,24577,12056,12382,18115,17579,527,155,145,1162,7044,1744,5208,2415,195,2747,441,904,1594,2386,4950,8000,517,4718,1593,1631,3862,12125,12290,8356
3904400,41525,9636,21262,10627,9799,14999,16727,106,67,182,1900,11260,1963,4560,2352,244,603,235,1212,441,2242,3357,4599,363,3542,1321,976,3160,11327,10481,6921
3904500,56315,12618,29357,14340,11692,18856,25767,900,31,227,3069,21357,2711,4806,2605,347,1074,278,1142,18,1783,3768,5771,351,3232,1467,1378,4122,16814,14446,8315
3904600,255557,58676,133662,63219,58426,86517,110614,229,40,1130,9331,28222,10780,24231,9225,8525,11034,2947,14095,3803,16814,22193,52520,3870,22766,6996,6806,18696,57154,67128,53903
3904700,63541,16993,31175,15373,16619,20164,26758,145,119,200,1701,3882,1271,11099,1022,898,1047,568,10656,1357,2297,8250,6804,625,8434,1550,1616,4214,12877,14872,14585
3904800,39090,9704,20542,8844,10093,13473,15524,219,30,265,1135,6263,1191,5864,2144,369,674,180,593,258,1380,2994,8071,282,4243,701,2234,2810,10145,9920,6511
3904900,28947,6694,15122,7131,7148,11527,10272,146,186,177,1283,5262,412,3236,858,204,698,255,664,67,3448,2595,4550,113,2788,787,1218,2224,8474,7268,4287
3905000,35239,9025,18257,7957,10904,12919,11416,98,240,748,1499,1373,695,3976,403,470,846,344,566,736,929,8363,7543,212,4012,809,1377,2230,8127,8676,7181
3905100,35229,8337,19009,7883,9919,13887,11423,24,10,221,1434,2343,651,4261,1159,269,636,474,634,168,1001,4711,10184,73,3828,889,2259,2808,9206,9179,5699
3905200,33686,7496,17759,8431,7679,12910,13097,120,59,224,951,6009,1518,3787,3740,810,1077,292,450,270,1109,3701,4829,265,2601,690,1184,2479,9535,8692,5484
3905300,95681,24558,49851,21272,22623,30014,43044,204,33,128,4001,12371,5042,11130,1907,1103,4367,1000,5391,6891,5445,6805,10830,4030,8782,3131,3090,6291,20668,22744,21420
3905400,157629,39138,82756,35735,35567,51278,70784,82,125,648,8565,23990,13359,19005,6557,1221,6976,1544,4705,1559,10366,13800,19273,2204,15996,4366,3288,11990,36702,38182,31617
3905500,527932,122151,281514,124267,111446,153936,262550,349,175,2758,23988,49551,26266,42888,13535,10661,32803,8207,41961,25271,34414,37598,89786,13310,45991,16214,12206,37145,110042,130004,128590
3905690,66065,17664,33278,15123,16809,23732,25524,91,79,629,3828,6912,2646,9797,2588,1489,2371,874,3396,582,3108,6182,8511,1034,7350,2153,2445,4812,15436,15442,12711
4000190,124084,29040,65315,29729,27936,49613,46535,1018,566,1641,8663,17178,3508,13823,3920,1009,2857,985,3508,684,5913,11510,17091,5838,11091,2625,10656,12118,31561,32536,18829
4000200,27015,6746,13816,6453,7495,12490,7030,1369,103,475,708,1632,456,3779,213,194,720,313,402,110,765,4333,5182,1036,2189,527,2509,2847,6884,6554,3984
4000300,48405,11004,25699,11702,12088,21042,15275,535,1497,852,2362,5556,853,5453,1743,453,1454,389,1143,35,1851,5724,8070,1357,3473,1268,4337,5109,12652,12362,7278
4000400,37040,9097,18840,9103,8941,13587,14512,509,3915,482,2351,2402,2254,4233,1042,322,1300,650,823,67,757,4351,5169,499,3315,737,1862,4058,9035,9277,5573
4000500,42920,9964,22246,10710,9216,14722,18982,4538,5140,695,3989,1858,1640,4390,1721,1004,1433,383,909,372,762,4404,3781,235,2508,826,2332,5586,10760,10050,6560
4000600,64967,15698,33241,16028,15961,26263,22743,545,1868,960,3015,6269,1123,7305,1590,952,2394,826,3074,455,3737,7172,8900,2334,6440,1292,4716,6440,16326,16302,10201
4000700,91739,22693,47817,21229,19861,38628,33250,471,2954,676,4173,9696,2814,9922,4742,600,2372,886,3939,692,2224,8431,12982,5073,8280,1473,9339,9425,23405,22806,13410
4000800,37894,10263,19846,7785,8573,13372,15949,120,3856,224,2542,4156,1713,4513,1347,177,697,416,1429,44,2259,4302,2888,649,3802,992,1768,3953,8603,9137,5938
4000900,84371,24223,42663,17485,23996,30081,30294,96,551,451,5263,3331,2595,10763,607,1335,2230,1282,4708,396,4413,12718,12499,2453,12036,2141,4503,7413,17404,19583,15748
4001000,457665,110560,243511,103594,98715,163360,195590,196,15154,3229,20324,24096,20491,47824,17313,6951,19711,7192,29631,11820,38586,35053,66042,7634,45793,11442,29183,44857,98376,113443,90429
4001100,61413,15325,31419,14669,15470,25149,20794,577,1727,379,5007,5676,2108,7349,1435,530,2089,681,1908,192,1936,6694,7832,1080,6968,1819,5426,5974,15575,15148,9391
4001290,461270,111657,240982,108631,103394,161981,195895,753,12230,5273,24238,50600,17344,51212,13900,8598,17936,7235,23343,5806,35456,42401,65615,9923,43637,11763,14007,42106,104581,117338,85588
4001400,45297,10594,23215,11488,10257,17382,17658,173,1929,431,2657,5984,1454,4858,1513,393,1323,391,1802,1020,2586,4120,5614,1715,3862,1021,2451,4586,11332,11631,7154
4100100,49779,11125,25824,12830,11499,19909,18371,3900,103,413,2656,5630,1449,5464,2255,584,817,483,1183,239,1556,4234,7279,450,5027,2033,4024,5759,12070,13154,7671
4100200,45566,9192,23950,12424,11168,17038,17360,5867,52,665,1821,5633,1381,4360,1081,976,468,349,1653,307,1226,3649,5573,1134,4632,1799,2940,6451,10836,11574,7513
4100300,41162,9071,20990,11101,10151,16678,14333,2583,183,301,1834,3251,1379,5503,1179,423,770,310,1182,451,1213,3878,7314,469,3906,1641,3392,4341,10061,11133,6556
4100400,81034,18844,43950,18240,18513,29510,33011,978,50,454,7570,5507,1895,10239,2095,2156,1721,1321,4587,1087,5224,4335,12580,3007,9932,3355,2941,6784,18329,21558,15519
4100500,55138,11809,27605,15724,14287,21445,19406,1817,114,495,3087,5993,639,6838,1361,444,960,841,1299,188,1815,4070,6703,1557,11457,2593,2867,5275,13906,15102,9046
4100600,85667,19990,44061,21616,18976,28905,37786,3650,35,199,4619,10896,2050,8058,3384,1094,1482,905,3403,1445,2981,13878,12457,997,7010,3662,3462,7153,18765,22013,17746
4100700,156105,35814,81328,38963,35426,59903,60776,2183,237,772,7922,14455,6691,19218,3844,2831,3467,2651,6239,3719,9479,15939,27247,2994,15603,6914,3700,13413,36274,41433,29171
4100800,56053,12070,28157,15826,14130,24220,17703,1878,73,270,2796,5304,1183,7484,1424,570,1353,795,1294,467,2900,3914,11198,626,7650,2470,2404,5412,14800,15363,8408
4100900,90045,20631,46446,22968,20613,36149,33283,2871,145,406,5460,7644,2620,13630,3296,1461,2265,1273,2777,1409,3822,5319,17248,1928,9884,3411,3176,9107,21881,23246,15180
4101000,37495,7730,19397,10368,8188,14559,14748,1719,129,239,1969,5193,634,4077,1260,265,699,390,1121,494,2437,2694,6302,308,3526,1810,2229,3426,10367,10548,5424
4101100,157051,34452,83633,38966,32493,55529,69029,8017,355,319,11664,10870,4054,16981,5231,1692,4627,1908,5365,1484,8847,10203,26174,1597,11574,6080,20009,17211,33904,42133,29351
4101200,56342,13403,28866,14073,12999,22135,21208,5055,90,248,3334,9080,1068,5276,846,408,894,553,1203,398,1879,6359,8114,784,5784,2456,2513,6548,12413,14105,9873
4101325,519658,107990,300808,110860,88515,158853,272290,1434,65,2580,24858,35021,24666,44589,26681,13842,21099,10714,43429,20205,26260,51069,75585,9579,50701,23036,14245,42361,98047,131970,139290
4101326,169085,37377,91182,40526,33767,56294,79024,4176,53,512,14813,18731,11295,19994,4321,2329,5928,2342,10082,2214,8789,11172,23331,2577,14054,7593,4779,15236,33855,43618,38999
4101327,304422,67161,172957,64304,52763,90637,161022,2754,304,1094,17125,48170,14679,33566,6212,8745,11885,4345,17296,15342,25624,19166,32597,5527,22482,10688,6821,26486,54266,74981,81528
4200100,122362,28654,63125,30583,33001,42702,46659,350,63,698,4090,19503,3333,13699,2889,1256,5623,1057,3612,715,6158,11035,25514,2637,11219,5143,3768,9623,32187,29653,22245
4200200,44206,9358,22595,12253,10749,16586,16871,442,523,275,1431,10009,684,4662,1669,459,1731,213,918,907,1006,3436,8585,220,3151,1763,2122,3061,13759,10835,7193
4200300,67685,14085,34660,18940,16191,24565,26929,285,1222,580,2249,14620,1735,7639,4709,805,1199,298,1935,710,1640,4591,12518,257,4342,2915,3436,4529,21694,16997,10380
4200400,36891,7932,19325,9634,8683,12621,15587,350,1511,456,1669,5531,1035,3927,1993,357,983,260,890,557,861,2837,8301,173,2575,907,1718,2612,10980,9085,6282
4200500,33107,7538,16356,9213,9540,12244,11323,117,662,247,2554,1377,749,4440,952,409,851,353,1058,312,1253,3596,4675,611,4642,1842,2407,2447,9095,7989,6038
4200600,51926,13833,25027,13066,15148,18616,18162,63,57,110,1830,4753,821,7870,2773,320,963,818,1453,176,2823,5480,7129,1487,9884,1791,1325,4452,11803,11873,9965
4200700,108900,23798,55864,29238,27560,37039,44301,305,318,335,5118,12535,4649,11849,5304,1494,5264,731,4562,1383,7267,9246,21518,1192,8614,3636,3580,8537,27680,27124,21761
4200800,171426,37489,88292,45645,41609,60710,69107,171,378,2140,6657,21123,6099,20417,16295,2909,5907,1080,4905,3357,10374,13010,29180,1813,14239,5301,6071,14209,44163,42690,32875
4200900,64069,14107,32805,17157,15200,21649,27220,253,1719,412,2830,10618,2447,7322,1928,503,1621,815,2391,516,3616,5582,10819,333,5308,2326,2710,5003,17936,16208,10815
4201000,43747,8806,22744,12197,9465,14592,19690,487,166,430,1372,4780,1132,3551,2864,296,1701,153,913,2299,792,2988,13800,478,2198,1411,1936,3219,12516,10989,8217
4201100,56888,13254,28900,14734,14270,21345,21273,652,52,231,2695,12576,1665,7082,1644,374,1256,377,999,403,1389,5803,10274,427,5471,1416,2102,4511,17153,12854,9116
4201200,66778,15785,34827,16166,16356,18517,31905,241,317,255,3323,3952,752,6573,1596,1020,1008,1159,3353,972,2159,19271,8604,745,6380,1979,3119,3875,15247,15123,16748
4201300,48989,10513,25376,13100,12514,18273,18202,228,920,315,2058,9509,1150,5596,1927,366,912,277,1378,223,1679,4199,10613,107,3412,1772,2348,3464,15843,11625,7544
4201400,45345,9923,22817,12605,11844,15589,17912,134,175,185,1666,8011,1353,5992,1714,393,1725,319,937,801,1474,3519,9414,414,4096,1453,1570,3293,12964,11039,8126
4201500,83623,17282,41755,24586,20581,27210,35832,102,202,1978,6773,10941,2209,9500,3619,569,2154,687,2849,921,3558,7761,16295,700,6551,3033,3221,6233,23013,21261,15834
4201600,87680,19854,44818,23008,19714,26009,41957,188,699,358,4528,12062,5105,10253,3290,1117,2115,683,4529,4081,4192,5704,14056,865,7692,3158,3005,5380,22170,22005,18271
4201700,734718,163787,380964,189967,151079,202829,380810,183,2367,4893,30604,36694,23154,72016,24419,14220,55126,9462,67986,29787,40015,63694,138938,14033,63719,24850,18558,49833,157021,178239,185838
4201900,47508,10160,23787,13561,12047,16846,18615,447,2273,1191,2170,3917,2338,5927,1839,425,1824,332,1501,689,1059,4799,8220,453,3921,2104,2079,3274,14025,11421,8628
4202000,139102,30575,69572,38955,34732,45182,59188,263,1193,1013,8822,17907,7544,17927,8531,1146,3182,1081,5900,2344,6944,9659,22071,1511,13174,5404,3486,10136,37783,35041,25567
4202100,49009,10074,24901,14034,14126,17633,17250,88,153,451,2220,4255,1644,6386,1896,868,2046,418,2039,433,2398,5207,10036,374,3918,1967,2212,3298,14469,12277,8891
4202200,71824,15875,37211,18738,17931,25948,27945,482,265,466,3457,8790,2563,9282,3732,999,1354,491,2503,781,2709,5235,16284,816,5599,2568,3448,5013,21227,17954,11755
4202300,143001,33053,74411,35537,33395,45055,64551,524,106,223,5560,9655,4364,16759,17831,1748,8424,1391,9976,5688,9408,10219,18664,972,10967,5888,4634,10987,34996,33832,30133
4202400,190740,41098,102069,47573,38532,52530,99678,231,45,1201,6173,12063,7586,15297,10407,2059,12658,1461,8791,4160,10895,12277,31150,7368,13875,6631,26412,13965,44617,47662,43398
4202500,50178,11464,25381,13333,12011,17735,20432,456,8,183,1983,8986,1594,6603,3624,865,821,315,1165,406,2749,4101,8961,414,3466,1543,1935,4564,13248,11909,8993
4202600,50514,10884,26033,13597,11826,17662,21026,795,542,434,1572,11280,1075,5343,6230,278,827,196,1033,490,1781,3593,7836,248,2942,1232,2787,4190,14891,12291,8258
4202700,183306,42054,93499,47753,40594,55889,86823,2734,221,1257,7641,33473,7185,19807,7286,1303,4281,1985,7577,6457,11082,14848,31100,2217,12812,5316,4724,17315,45382,43488,35067
4202890,336029,77643,173388,84998,76176,106181,153672,700,250,1554,11868,34756,14055,35980,28373,5025,10108,3007,13259,8727,24237,29485,63609,5402,27840,9905,7889,28333,75705,81867,72481
4203000,275649,63685,138194,73770,67594,83853,124202,510,160,860,17453,27918,16038,36327,8212,4895,8503,2822,17370,3182,15616,19712,52420,6784,21913,10513,4441,21458,57788,65185,67533
4203100,522256,114272,276291,131693,103876,131496,286884,300,267,3112,25279,43828,26386,59066,9886,12421,38112,7760,61823,15499,40118,33029,78411,7079,32766,18191,8923,37903,101311,120748,148022
4203200,714210,163967,390123,160120,142179,196994,375037,52,9,5360,15873,20618,17158,53606,27448,15362,33815,10332,58328,12499,35018,87434,175685,12971,64570,26532,41540,64805,136728,160683,188027
4203300,236027,53792,120526,61709,57789,67358,110880,129,74,830,12261,14010,7375,25576,6855,3597,14067,2905,10654,8732,20747,27032,43095,4326,17592,9783,6387,17915,48286,54855,61179
4203400,258603,57428,136758,64417,49592,61183,147828,5155,135,573,12082,19317,12212,25812,7324,7743,20884,4260,29893,9614,12484,19432,35545,4606,16248,10211,5073,18683,48813,58125,75554
4203500,248076,63349,121113,63614,58578,76777,112721,2942,372,482,17821,38989,13892,30059,13449,3022,6183,1985,11164,5336,9621,17563,39622,4103,19866,8103,3502,20940,59551,57344,46892
4203600,183812,43180,93632,47000,43064,58488,82260,526,245,1343,12348,32237,6356,20674,10889,1419,3966,1587,7163,4552,11707,12126,28099,1864,14386,7599,4726,15465,48473,43692,33002
4203700,89608,21156,45242,23210,22683,30776,36149,2477,380,302,4086,16594,2082,9824,7571,642,1746,571,2646,699,3921,7110,13674,1379,8275,3226,2403,8273,24571,20684,14924
4203800,45138,9694,22832,12612,11378,16315,17445,491,1019,333,2865,8140,1575,4909,3610,267,1082,225,994,286,1046,3169,6361,273,4470,1438,2585,3386,15094,10494,6470
4203900,37915,8355,19378,10182,9523,14384,14008,51,1122,392,1393,3633,1022,5150,1699,437,486,343,1227,262,2049,2786,7757,581,4279,1239,2007,3209,10913,9299,6139
4204000,102362,22504,53813,26045,21728,29271,51363,142,7758,864,10022,8979,4551,10217,3491,1586,2032,2220,5043,2789,3438,7373,15499,2251,7540,3360,3207,7598,27389,24844,20027
4400100,296087,64189,155601,76297,62759,95714,137614,201,117,1026,11840,21944,10439,25597,6200,3967,19834,3799,16064,9236,21157,28960,57081,4526,27111,11539,15449,27141,57106,69951,77700
4400201,78524,18939,39473,20112,19214,26254,33056,55,1,115,3634,5841,3481,11633,3374,1672,3216,1457,4237,2055,4208,6242,12703,860,9056,3013,1671,6177,15782,19115,18511
4400300,49017,11761,23319,13937,12719,16060,20238,219,1,137,2429,3995,1115,4923,721,493,1455,607,4163,536,1548,6458,6637,1816,7947,2405,1412,3792,9706,11209,12549
4400400,52420,12322,25386,14712,12457,16149,23814,305,55,131,2237,10105,1707,5905,933,476,988,624,1788,1267,1643,6701,7182,1403,5799,1783,1388,3985,11268,12548,12297
4500100,310430,75623,166839,67968,71032,111004,128394,266,208,1141,14581,39454,15358,33045,9981,7854,11259,3815,18776,5522,39603,20571,43556,4680,27530,6865,6365,30284,69302,75715,59506
4500101,62771,15562,32058,15151,15641,22453,24677,172,27,2116,2434,12106,962,7881,228,515,1098,459,1326,190,2665,11471,6357,1038,7383,1730,2613,5549,14586,14870,12204
4500200,69906,16816,36730,16360,18556,26329,25021,56,70,372,2878,14887,2364,9308,2021,450,1016,538,2490,246,2748,6648,11750,659,7493,1678,2234,6993,16753,17769,11575
4500300,140419,34844,74869,30706,33168,49269,57982,191,104,591,7570,31263,7612,16817,7913,1033,3067,1764,5764,1992,11189,12133,10717,1123,12765,3476,3335,14651,33425,34303,23196
4500400,55419,12864,29716,12839,13710,22347,19362,871,20,412,2236,18051,1885,5681,3244,285,786,370,646,78,3393,5449,3916,439,3909,1097,2651,6681,14667,13494,7713
4500500,100838,23473,55765,21600,25265,34229,41344,628,51,1580,4855,11659,5144,11785,4123,2319,4519,1392,5390,2815,5985,10515,9042,2246,10267,2635,3888,9812,22272,24832,20449
4500600,256768,58024,139152,59592,60832,91160,104776,1496,216,1739,9707,15969,8336,25032,3516,3979,21906,3784,13902,2706,24536,15717,36135,3405,25345,7978,31364,24666,56400,65318,52360
4500606***,137434,34222,73783,29429,35500,49506,52428,1304,122,2781,7511,13351,7069,19631,9017,2529,3686,2041,4951,1644,8048,12080,18904,793,12955,3707,5310,13452,31475,33986,24299
4500700,48751,10620,26550,11581,10469,18679,19603,385,439,235,1978,11085,1295,4814,2091,515,1939,321,3615,957,2531,4260,5192,163,3390,844,2702,5599,12561,12008,7963
4500800,56895,12436,30115,14344,15444,22532,18919,888,0,269,3633,10159,1103,7003,1211,263,1143,296,1382,457,3861,5619,7772,408,5246,1989,4193,6669,15273,14366,8151
4500900,87636,19524,47197,20915,23947,33396,30293,373,9,870,3461,9727,3651,11078,3125,750,2807,903,2790,1537,6336,6185,17641,906,9369,1967,4151,9717,21864,22380,14151
4501000,39124,8559,20129,10436,11050,16335,11739,751,40,315,1681,4708,575,4730,1677,150,891,592,1145,110,2416,3130,6515,1063,5489,903,2243,4473,10047,9863,6182
4501100,132033,33878,66531,31624,42180,53856,35997,181,38,518,8317,3229,3091,22191,1796,2053,3248,4307,4529,571,7963,9241,13433,5388,32655,3095,6189,13404,30784,32160,21807
4501200,351709,85398,191794,74517,83063,116229,152417,430,226,3231,21512,28580,10774,41984,13771,7344,8065,7274,26467,2841,27557,30385,46005,6271,44001,9802,15189,34420,76336,85681,69874
4501300,59388,11820,31046,16522,14904,23813,20671,1743,56,507,3271,10699,1521,7157,1809,365,1156,368,1133,103,2935,7354,8028,406,5379,1214,4184,7065,15962,15289,9252
4501400,75387,18180,37882,19325,21173,28660,25554,338,1,539,5493,952,943,11087,826,531,1781,2173,4405,1287,5382,5515,10145,2782,13881,4347,2979,7687,16467,18312,14741
4501500,65315,13967,34641,16707,15501,21166,28648,690,153,528,3239,9306,1056,7287,1902,585,1848,394,4459,99,9060,5931,7408,1150,5903,1600,2717,6827,15721,16758,12042
4501600,36202,8030,19202,8970,8799,13801,13602,119,13,383,1285,8128,1024,3967,583,246,599,296,670,149,1875,4089,6589,350,3083,648,2106,3853,9145,9171,6003
4600100,81837,18749,41224,21864,21377,30735,29725,368,462,427,6199,3736,3003,11330,1763,931,3439,1044,3066,962,2729,7082,15097,1811,11253,2776,4359,6487,20381,22108,14112
4600200,36254,7163,18421,10670,9084,13961,13209,1056,56,233,1579,370,1456,4136,488,554,1144,628,1418,43,441,5869,5416,1230,2600,783,6754,3025,9342,10401,6323
4600300,59064,13820,28999,16245,15629,19891,23544,1935,104,440,2859,9532,3714,7972,1385,683,2557,337,1387,525,1318,5121,7848,993,4810,1728,3816,4119,15748,16091,9286
4600400,61189,15399,29544,16246,16315,20646,24228,2000,99,752,2818,11707,3505,6432,1190,595,2199,384,1773,473,1188,7941,7552,629,5284,1457,3211,4405,14873,15622,10890
4600590,182018,45567,95042,41409,43557,56108,82353,881,73,454,9347,19226,9579,22584,6034,2974,15216,1909,7485,3817,7357,13249,33157,3119,15449,4451,5657,12442,40818,47505,35686
4700100,44811,10383,23526,10902,10621,18434,15756,446,0,429,2064,10752,1573,5904,1588,347,1333,396,774,112,1764,4462,5347,306,3507,865,2842,4660,12376,10881,6511
4700200,41704,9597,21659,10448,10850,17088,13766,492,247,416,1862,6845,1153,4950,1247,389,2265,217,619,182,2081,5735,5906,126,3286,1261,2425,3634,11634,10024,6815
4700300,54003,16195,27907,9901,14980,20041,18982,31,326,710,2309,6415,1175,8585,722,1000,1319,921,1641,315,2946,6646,6693,375,8078,1317,2479,4981,12334,12395,8098
4700400,52453,13352,27598,11503,12052,20895,19506,234,54,557,3612,12714,1953,7074,1806,262,1378,296,759,295,3142,4118,5487,312,4638,1163,2599,5239,13511,12594,7757
4700500,54963,14004,28649,12310,13416,19665,21882,52,19,131,3424,7684,2401,7454,2192,506,1569,600,3042,630,2659,6282,6384,892,5341,1438,2263,4813,13012,13400,9734
4700600,32873,7468,17218,8187,7345,13761,11767,895,440,464,1368,8894,1310,4021,692,449,948,151,549,50,672,3549,3297,170,2439,600,1915,3329,9448,7816,4812
4700700,45309,12024,23175,10110,11913,18755,14641,199,125,146,2176,6416,1768,5621,1729,558,1248,279,949,84,2467,5132,7616,229,4803,1162,2602,3948,11545,10585,7207
4700800,31590,7578,15988,8024,7955,14294,9341,518,134,200,1100,4963,1120,4254,1906,448,780,326,477,39,2209,2585,5138,262,2383,1039,1709,2872,9125,7764,4251
4700900,27417,6355,14519,6543,6806,12322,8289,39,147,387,1282,6131,364,3058,751,137,768,156,453,118,497,4269,3685,292,1947,497,2439,2391,7915,6675,4081
