puma,TOT_JOBS,JOBS_AGE_29,JOBS_AGE_30_54,JOBS_AGE_55,JOBS_EARN_1250,JOBS_EARN_1251_3333,JOBS_EARN_3334,AGR,EXT,UTL,CON,MFG,WHL,RET,TRN,INF,FIN,REL,PRF,MNG,ADM,EDU,MED,ENT,FOD,SRV,PUB,JOBS_EDU_NOHS,JOBS_EDU_HS,JOBS_EDU_NOBACH,JOBS_EDU_BACH
1303700,31680,7700,16645,7335,8886,12651,10143,742,253,64,2343,3400,1236,4153,509,199,1076,320,1548,729,1349,4620,3368,265,3037,892,1577,3349,7422,7181,6028
1303800,47643,12206,26530,8907,11503,19773,16367,341,29,318,2662,8263,5340,7018,3842,182,517,1365,1270,102,2842,3799,2940,105,3949,932,1827,5881,11102,10885,7569
1303900,31873,7527,17237,7109,7938,12025,11910,331,15,256,3057,4945,1326,3629,1570,232,648,256,846,33,1662,4047,2994,156,3268,693,1909,3422,7690,7769,5465
1304000,100741,22502,55065,23174,23798,36876,40067,26,45,154,3169,7952,2948,9491,2040,1405,1505,1072,5476,453,9714,12136,22252,2428,10945,2888,4642,10773,22898,26096,18472
1304001,136552,28579,79234,28739,23707,40237,72608,20,4,65,7517,13055,17478,15881,2990,4929,6907,3399,15406,9032,13670,4298,6126,1299,10599,3484,393,14226,26665,32803,34279
1304002,51113,14557,26855,9701,13776,18074,19263,87,0,0,3856,4312,5295,11508,1444,1137,1172,815,2676,132,3349,2955,3072,610,6336,1719,638,5502,10139,11164,9751
1304003,71837,16255,40397,15185,16365,23396,32076,6,6,171,3816,6189,3941,9516,818,1826,2368,574,3545,353,4413,9006,11089,562,5567,2436,5635,7196,14176,17659,16551
1304004,26151,6366,14321,5464,6648,9157,10346,91,2,0,1425,1404,3580,2281,3013,297,436,268,984,226,2130,5086,2035,247,2178,452,16,2732,5296,6128,5629
1304005,31357,9131,15662,6564,9942,11508,9907,5,2,44,2463,718,424,8500,308,312,601,244,2785,6,1393,2805,4674,412,4611,913,137,3241,6335,6937,5713
1304006,54120,11839,30394,11887,12700,18493,22927,5,68,11,4028,3211,4709,7022,862,1035,2369,1056,4044,1092,6798,5269,6593,503,4239,1103,103,6184,10943,12866,12288
1304100,35726,9857,19063,6806,10657,13280,11789,59,94,47,2600,2973,600,5933,329,247,668,419,2379,67,2751,4016,4677,552,4631,1382,1302,3846,7999,8332,5692
1304200,40606,7523,21792,11291,8916,13915,17775,1218,614,2026,7491,4710,1651,3666,1745,205,725,166,1032,630,996,3875,3743,111,2070,619,3313,5104,11495,10234,6250
1304300,63246,14743,34983,13520,15500,22105,25641,58,0,399,4618,8997,3608,8928,968,1231,1584,701,1933,292,5258,6303,6788,313,6592,1663,3012,7104,14820,15802,10777
1304400,46565,11521,25575,9469,12688,16457,17420,12,50,337,2229,4761,3421,7909,3535,361,702,746,1281,211,3905,4390,4208,387,5291,1100,1729,5422,10825,11011,7786
1304500,25852,7235,13862,4755,7812,9387,8653,8,19,7,2328,985,611,4626,791,200,394,332,757,43,1692,3847,3276,304,3772,701,1159,2447,5513,6016,4641
1304600,45551,9371,26334,9846,10760,13257,21534,0,0,287,1449,2448,1600,3341,606,693,330,920,1764,70,3581,15225,4702,1972,4783,860,920,4815,9359,11090,10916
1305001,20093,4544,11027,4522,5669,7243,7181,0,0,109,877,230,465,3098,187,43,296,316,373,0,687,4644,2355,89,2249,387,3688,2291,4678,5004,3576
1305002,110421,21782,62515,26124,20912,34365,55144,280,87,497,3132,4266,5742,9351,47896,557,1315,1489,1490,670,9335,5047,6998,199,9015,1540,1515,12742,26082,29180,20635
1306001,33900,9440,18186,6274,10076,12664,11160,24,0,3,1002,2678,1549,5478,3668,447,510,469,712,374,3681,4135,1621,341,3672,752,2784,3699,7725,7997,5039
1306002,29092,7925,15609,5558,9127,10707,9258,6,81,777,1032,346,870,5459,840,739,850,485,837,256,1875,3464,5829,353,4257,637,99,3140,5991,7021,5015
1600100,40301,9879,19912,10510,11745,15230,13326,1219,575,225,2013,4071,744,5620,662,587,549,573,1647,98,818,5873,5182,1970,4160,1131,2584,3050,10025,10297,7050
1600200,61487,16211,31680,13596,15872,24667,20948,951,92,388,4906,4876,1555,8952,927,800,2748,687,2818,234,4095,4399,10658,1045,7029,1593,2734,4936,14736,16053,9551
1600300,39677,8873,20466,10338,11290,14357,14030,913,327,257,2424,4978,1044,4459,1085,707,1482,381,767,175,964,3449,6124,1327,3777,1057,3980,3118,10520,10853,6313
1600400,27762,6479,14537,6746,7740,10923,9099,2022,88,228,2486,3290,1008,2395,654,201,805,372,1489,110,1448,3044,3351,587,1948,1010,1226,3186,6551,7123,4423
1600500,34455,8847,17694,7914,9531,13730,11194,2367,31,258,3072,4363,1192,4805,1690,152,577,280,632,144,1624,3292,3499,106,3424,812,2135,4310,8282,8424,4592
1600600,49940,12773,27148,10019,11984,20067,17889,407,19,17,4756,5943,2184,6138,1769,856,2245,371,2803,399,3689,5168,6591,710,3560,1265,1050,5104,11113,12711,8239
1600701,54686,14814,29413,10459,13689,19648,21349,42,0,497,4975,3557,2268,7996,990,960,2824,710,3389,191,5414,4692,7469,749,5433,1519,1011,4203,11192,13555,10922
1600702,69244,18952,36502,13790,18202,26993,24049,36,6,251,3860,2323,2625,12050,1406,1572,1730,1093,3879,1091,7889,2459,13704,1871,6523,1962,2914,5359,14455,17524,12954
1600800,106831,22580,61828,22423,18360,32799,55672,450,82,202,4539,12529,6312,6430,3718,1254,5788,1398,6848,3347,6538,6771,15983,1511,8180,2895,12056,7844,21499,28948,25960
1600900,49880,13047,25499,11334,14412,19734,15734,3993,57,292,2101,5983,2059,6257,2417,519,1225,378,1252,349,3715,4025,7280,495,4303,1284,1896,5951,11547,12520,6815
1601000,43513,9693,22717,11103,10676,17235,15602,7230,37,314,3202,5123,1747,4348,1861,559,693,513,1203,112,1315,3639,3026,525,4217,1498,2351,6369,10417,10600,6434
1601100,42588,12472,20945,9171,14303,15404,12881,2568,23,211,3112,5179,2092,4214,1453,293,835,601,1953,60,2143,6392,4909,473,2720,993,2364,4591,9055,9960,6510
1601200,59555,15693,31334,12528,16427,20580,22548,574,1,105,3080,3231,3009,8378,1797,798,1568,545,7893,178,4924,3818,9699,542,5389,1661,2365,5078,12741,15314,10729
1601300,48466,12504,25282,10680,14734,17268,16464,1140,668,216,2269,4504,1558,6062,1111,551,2008,325,1440,1107,1868,6434,7512,889,4195,1009,3600,4317,11347,12448,7850
1700104,44600,9667,22360,12573,12091,16279,16230,363,141,134,1596,8942,1869,4740,1607,293,1281,235,1274,199,1864,4399,6743,540,3926,1607,2847,3741,12040,12204,6948
1700105,71084,15840,38238,17006,16899,22227,31958,65,58,800,3340,10245,3490,6919,2713,813,2177,610,3569,4533,5202,6706,8343,604,5805,2375,2717,6591,16507,18249,13897
1700202,47405,10381,23888,13136,14016,17047,16342,1513,47,224,2029,6892,1991,5490,1198,571,1877,218,1159,183,760,7349,6868,456,3700,1527,3353,3896,12281,12480,8367
1700300,46329,10698,23362,12269,12083,16815,17431,714,360,131,1820,5064,4296,5562,2014,573,2205,589,1055,167,1509,3649,8638,515,3591,1522,2355,3735,12504,12233,7159
1700401,39287,8858,20015,10414,11316,15482,12489,493,123,282,1754,5543,2014,4891,1342,296,2090,186,900,73,817,5150,5813,388,3606,971,2555,3430,10571,10065,6363
1700501,53830,13178,26984,13668,15025,20156,18649,1233,133,457,2954,6510,3017,7360,1995,1020,1586,525,1132,184,1115,4787,8595,696,5406,1734,3391,3818,14033,14447,8354
1700600,40459,10670,20155,9634,11241,15313,13905,438,52,193,1379,8116,1244,4111,761,606,1614,698,1108,810,2770,4790,5876,207,3283,1026,1377,3340,10064,10214,6171
1700700,33563,7255,17217,9091,8561,12820,12182,699,681,363,1237,6863,1788,3328,1822,410,1234,228,878,107,522,3630,4269,208,2397,879,2020,2480,8889,9738,5201
1700800,35359,7154,18375,9830,9908,13222,12229,689,1564,536,1387,3041,1378,3696,1178,407,975,179,807,96,655,4543,7213,155,2974,1153,2733,2945,9295,10429,5536
1700900,67288,16449,35065,15774,18212,25839,23237,360,1110,366,2355,5856,1142,8401,1872,905,2763,653,1554,802,2865,9861,12959,582,6766,1927,4189,5274,15690,17929,11946
1701001,62878,14664,32640,15574,15474,22715,24689,437,468,848,2206,13415,2584,6813,3599,569,1834,351,1505,236,2370,5113,9802,403,5360,1651,3314,4911,16372,17778,9153
1701104,51816,11874,26488,13454,15319,17534,18963,91,0,367,2395,2306,1292,5354,1170,646,1820,722,5011,176,1042,7431,11935,700,4976,2557,1825,4238,11756,13757,10191
1701105,38949,10091,19807,9051,11504,13758,13687,250,67,233,1518,3160,1258,7704,3810,418,632,375,1822,132,2516,2698,2989,1004,5628,1410,1325,3960,9646,9621,5631
1701204,44250,12319,21719,10212,13372,15207,15671,183,12,252,2322,1863,1263,6943,1320,625,1678,435,2310,190,1140,6041,6344,654,5894,2119,2662,3340,9826,10659,8106
1701205,57683,13224,30063,14396,14669,19045,23969,91,138,166,3666,8342,2262,6088,8277,332,1269,466,1795,480,3117,4227,7138,1102,5303,2167,1257,5283,15036,15336,8804
1701300,128093,24573,71092,32428,26558,37701,63834,349,255,474,3468,3518,3195,11298,1351,2522,5705,849,4698,827,7937,9013,18768,1492,9535,4929,37910,9373,28610,35150,30387
1701500,48126,10438,25403,12285,11282,14600,22244,92,5,862,2999,9809,1818,4844,2526,417,1447,408,1564,148,1204,4062,7414,695,4567,1637,1608,4050,12196,12753,8689
1701602,40204,9115,20378,10711,11227,13757,15220,840,45,664,1943,7024,2105,4340,1223,377,1296,256,1401,22,898,4297,5526,349,3292,1137,3169,2902,11098,10667,6422
1701701,105315,22726,57503,25086,23664,33066,48585,154,40,874,3413,14496,3251,9173,1758,1608,2930,946,5647,4556,7695,7760,23880,2379,7728,3987,3040,8232,23417,28491,22449
1701900,47220,10837,24860,11523,12590,15579,19051,147,12,198,2769,5826,2643,6606,3223,454,2083,550,2042,622,971,4478,4308,1264,5677,1390,1957,3615,12188,12458,8122
1702000,85516,19759,46381,19376,20468,23628,41420,356,19,230,2376,2694,1860,7816,1915,568,22054,1192,3205,973,4494,10859,8287,1340,9176,2685,3417,5585,16688,20102,23382
1702100,89114,22020,46874,20220,22828,27751,38535,355,22,208,3218,6730,2699,8539,2569,2041,2571,1757,3702,143,4340,19731,13790,1247,10090,2189,3173,6883,18294,21717,20200
1702200,52254,11211,27026,14017,12992,17873,21389,859,49,219,1778,8367,4247,6074,2097,1051,2123,226,878,226,2032,5334,8075,303,3498,1352,3466,4207,13837,14267,8732
1702300,44210,10800,22537,10873,11714,14884,17612,447,34,33,1220,6239,2007,4712,2197,426,1191,313,1484,242,2652,4552,9796,397,3770,1293,1205,4328,10177,11257,7648
1702400,43513,9572,22117,11824,11889,13897,17727,318,909,971,2075,6249,2001,5726,2234,502,1432,380,1057,148,2296,3966,4860,358,4058,1574,2399,3603,11061,11880,7397
1702501,46351,10446,22988,12917,13507,16922,15922,1711,44,126,2079,6502,1998,5413,3380,581,1058,265,921,103,1008,5135,7757,462,3808,1326,2674,3986,12148,12458,7313
1702601,34951,8729,17707,8515,9374,11068,14509,507,17,64,1989,4370,1613,4446,1131,501,711,266,746,142,1278,7304,4054,439,2713,1324,1336,3021,7422,8341,7438
1702700,32716,6989,16654,9073,8332,11235,13149,664,9,616,2209,6270,1177,2916,1352,246,1411,782,664,20,1665,3494,3875,377,2314,1158,1497,2828,8583,8869,5447
1702801,93003,20986,48122,23895,22297,31731,38975,125,1,794,2610,12599,3680,9794,4971,1085,2942,812,2684,112,8063,7644,18810,2136,7959,3106,3076,8924,21218,24134,17741
1702901,51817,11945,27212,12660,11268,16275,24274,228,35,83,2669,19233,2233,4509,1896,752,752,401,1201,22,3484,4242,3393,686,3547,1385,1066,5506,13044,12949,8373
1703005,52146,12403,27579,12164,14396,16772,20978,38,50,57,1581,7822,2805,5144,1560,199,842,458,1616,241,7933,6084,7318,1243,3490,1363,2302,6756,10633,12105,10249
1703007,62329,14347,32404,15578,13592,19804,28933,307,160,43,3058,12071,4265,5960,2162,603,1175,655,5691,1267,2471,4484,5294,1255,7078,2136,2194,6465,11588,14500,15429
1703008,73100,15267,39149,18684,15085,24144,33871,5,17,264,4248,10409,5523,5472,1074,1007,5332,484,2989,151,7711,10934,7583,1611,4444,2103,1739,8555,13620,17282,18376
1703009,29620,8354,14303,6963,9137,9364,11119,329,22,3,2535,2756,1627,4794,447,212,601,306,1205,18,1447,2433,3120,2480,3447,1277,561,2778,5448,6668,6372
1703102,57088,13115,30668,13305,13311,18763,25014,0,138,1610,2637,3356,2395,6418,5674,272,1585,626,1432,83,3116,6803,8650,2217,3872,2445,3759,5633,12253,14302,11785
1703105,35322,9793,18382,7147,10767,10950,13605,30,7,65,1694,2711,1406,4740,4515,307,699,564,1317,30,1570,5814,2018,906,3763,1290,1876,3578,6776,8035,7140
1703106,75290,20488,39760,15042,18688,25749,30853,73,118,64,3517,7607,9531,11336,8359,1056,966,952,4025,206,6740,3715,5823,1016,6778,2554,854,8611,14469,16586,15136
1703107,65732,15267,35028,15437,14836,18633,32263,38,0,171,3678,5364,2914,6440,1338,983,1795,336,2995,247,3539,17328,9170,1033,4830,2819,714,5284,12406,15935,16840
1703108,36471,8605,19201,8665,8219,11182,17070,161,0,38,3512,6182,1892,2534,7180,306,324,360,2192,0,1222,4241,1338,695,2127,1249,918,3661,8489,9090,6626
1703202,57521,13536,28967,15018,15958,17152,24411,3,0,21,2650,2240,1741,7235,866,929,1595,783,3733,129,3697,10023,8440,1770,4549,2761,4356,4368,9562,13196,16859
1703203,67791,13309,38799,15683,12161,15579,40051,130,33,213,2003,5526,3787,5422,988,1582,6320,797,14883,3545,3202,5318,4955,1222,4794,2579,492,5113,10186,14454,24729
1703204,73084,15287,38233,19564,15681,22905,34498,122,113,102,3045,5480,5315,8588,2425,1334,2389,860,8901,448,7830,5184,10014,1170,5033,3172,1559,6992,13362,17065,20378
1703205,146193,31845,80323,34025,28649,38024,79520,15,9,2075,4865,2386,4650,13993,3735,3377,12079,2520,15557,9561,19641,9020,21504,1705,13173,4736,1592,12136,24109,33573,44530
1703207,117490,22158,64607,30725,18041,35178,64271,19,17,27,9874,23306,19046,7043,11625,1382,2724,2187,5427,1847,12474,3140,7392,1671,4221,3139,929,14797,23765,28746,28024
1703208,81255,16963,43565,20727,15363,25579,40313,175,8,0,3715,14625,12902,9445,4097,636,1206,1180,3801,1003,5106,4262,9422,1485,5014,1997,1176,9871,15426,19378,19617
1703209,94442,20629,52012,21801,19220,25986,49236,22,5,768,2589,6048,6691,12895,2514,2019,6356,1058,11607,3256,5708,6029,14193,2090,7007,2399,1188,7535,15856,22035,28387
1703306,33053,7470,17284,8299,8702,11259,13092,76,102,28,1914,4629,1044,4438,1293,522,669,236,1127,0,1432,5902,3762,544,3346,999,990,3098,6186,7968,8331
1703307,36328,6926,19721,9681,8407,12439,15482,60,2,358,1160,2800,1069,3009,774,138,472,331,679,33,7676,4915,5821,748,2161,903,3219,4823,7395,9074,8110
1703308,53188,11192,28512,13484,10379,16400,26409,150,0,1188,4473,8301,2354,6085,1666,629,3784,762,2208,1001,4377,4998,4542,966,3258,1900,546,5669,9567,12231,14529
1703309,99464,21489,53662,24313,19472,25643,54349,53,0,59,2839,25625,7263,9895,2669,1064,2828,1083,3633,1256,6063,7980,11622,3327,7969,2452,1784,9312,16850,22627,29186
1703310,115899,21578,66673,27648,16087,26865,72947,97,0,28,3041,14264,11545,15055,860,2089,7212,1935,13893,7550,8402,6888,9038,2530,7325,3224,923,9627,18480,25802,40412
1703401,58374,11939,30381,16054,14682,16727,26965,4,1,0,2373,6682,2304,5174,2564,813,2817,522,4699,3865,2423,6687,8028,1723,4968,1870,857,5288,10034,13595,17518
1703407,96349,19362,50811,26176,20567,30267,45515,23,5,483,3643,10869,3395,11533,3283,514,1974,485,3659,638,13708,6813,24483,1715,4789,2173,2164,11499,18018,23714,23756
1703408,48669,11296,25371,12002,13460,17814,17395,136,3,3,931,3426,925,5958,425,617,1142,546,1641,81,4633,6488,11244,1134,5021,2277,2038,6768,9007,11114,10484
1703409,98318,21330,52127,24861,19805,29712,48801,48,140,744,5865,15522,8732,9874,17875,1323,1965,754,3366,768,5043,6019,6128,2136,6641,3568,1807,11981,20956,23697,20354
1703410,64683,16665,31176,16842,19924,21145,23614,36,3,20,3700,1993,1907,13121,2386,404,2169,911,2685,67,2027,7474,12756,1512,7266,2338,1908,5648,12144,15587,14639
1703411,72940,17963,36129,18848,19488,25342,28110,4,0,35,2662,4601,3204,13294,2993,764,1577,620,1834,178,4281,6256,16793,900,8171,2072,2701,7742,14555,17601,15079
1703412,29085,6421,14837,7827,8684,10107,10294,1,0,102,2030,1277,1536,2990,2026,212,762,672,387,103,2350,2836,5651,723,2942,1018,1467,3237,6488,7395,5544
1703413,53524,11945,27298,14281,14003,17942,21579,163,1,27,2479,7712,3166,7013,3410,645,1030,518,1977,352,1983,5983,6430,300,5242,3043,2050,7093,12046,13205,9235
1703414,43407,8689,22385,12333,10985,13640,18782,71,4,150,955,4447,1624,4972,3412,477,751,502,883,179,1955,6606,10184,741,3145,1079,1270,4994,10121,11189,8414
1703415,56760,11053,29659,16048,12637,18907,25216,0,5,5,2516,7992,4550,7400,1175,534,1999,826,4098,1101,5922,4074,5367,1149,5185,2146,716,6518,10390,12980,15819
1703416,102472,20562,55123,26787,20041,26739,55692,8,2,108,3619,4179,5336,10599,1446,1013,5892,1539,9574,11617,5458,8542,15125,4506,8321,4165,1423,8755,15863,22296,34996
1703417,30825,7090,16268,7467,7139,9691,13995,0,29,2,1335,2142,1701,5035,305,279,559,292,1426,600,2179,859,6858,899,2510,1275,2540,3107,5407,7115,8106
1703418,97484,25082,51406,20996,23594,26264,47626,18,10,161,2944,2827,7409,12789,2608,2581,7267,1036,13393,2004,13289,5269,5449,4114,10884,2858,574,8506,15340,20592,27964
1703419,111017,20121,60993,29903,19064,32804,59149,2,9,37,7710,14105,10489,6270,7125,3393,6240,1409,6928,1104,13628,4391,14362,1705,7308,3245,1557,12453,20445,26707,31291
1703420,91335,17702,48405,25228,19307,29046,42982,5,0,62,2630,4988,5212,9561,4112,1002,3654,2142,4421,2318,6856,7155,23841,2099,6540,2897,1840,9169,16166,21871,26427
1703421,123278,27947,64377,30954,28203,36446,58629,40,0,159,2914,11330,4053,14994,2417,2596,2769,1205,7262,1200,4485,21463,23551,4264,10013,4140,4423,11948,20046,26508,36829
1703422,132697,26976,71001,34720,21431,40279,70987,5,0,102,4588,16974,8031,8740,34882,2344,4415,2803,5039,3839,8942,4780,4799,1078,15514,2895,2927,15985,25920,31717,32099
1703501,35382,6984,19388,9010,8580,13267,13535,1,0,0,177,2230,486,3342,192,200,704,1656,1325,288,636,7063,10978,726,3862,1420,96,4108,6243,8070,9977
1703502,56479,18297,28538,9644,16781,20416,19282,25,0,4,711,754,968,10036,2320,725,833,1434,3047,82,1727,1831,10404,4716,12470,4392,0,5728,9157,11324,11973
1703503,37175,8701,20410,8064,10214,13451,13510,1,0,0,546,1913,495,3702,258,1055,3580,897,3290,91,975,1486,12699,676,3674,1836,1,4191,6071,7832,10380
1703504,28277,6233,14649,7395,7613,11586,9078,0,0,1,1230,2284,2556,3486,482,1117,1049,392,1496,11,1668,1665,5461,1429,2509,1440,1,3849,5156,6135,6904
1703520,21726,4703,11297,5726,5930,8264,7532,2,0,2,1450,1536,827,3585,446,107,1425,939,1154,13,1446,1389,4110,130,2193,967,5,2725,4226,4924,5148
1703521,26285,6263,13500,6522,6634,10524,9127,3,0,2,1469,4308,1564,5873,358,771,540,608,1073,18,2035,388,3621,44,2331,1277,2,3964,5253,5995,4810
1703522,33996,9653,17883,6460,7605,13257,13134,0,0,1003,1857,5316,1103,5446,1885,1515,844,889,1369,26,2810,449,2538,483,5050,1413,0,4855,6302,6843,6343
1703523,38621,8358,21331,8932,7401,15334,15886,14,0,0,2004,6208,1812,3724,2401,1543,657,448,1642,4,3104,1930,7737,462,3491,1440,0,6515,7972,8635,7141
1703524,192660,48058,107302,37300,33624,57180,101856,68,14,19,4880,9577,10142,9421,6001,7482,16718,4516,23282,3564,31398,5399,25693,2801,19889,11161,635,21686,32504,40434,49978
1703525,672328,148340,391268,132720,88937,134792,448599,10,369,2607,4319,3545,11159,26945,17729,28240,85700,13762,134460,9615,54384,66582,54855,16331,56418,26833,58465,56733,104760,148257,214238
1703526,44483,9167,23238,12078,10437,17110,16936,9,8,0,1160,10735,4602,4921,3677,156,1217,480,776,499,5667,1250,1986,390,4392,2545,13,8651,9226,9563,7876
1703527,33405,7288,17630,8487,7950,13366,12089,4,4,3,1747,3694,1588,3809,6499,189,658,1078,446,15,5816,1155,1418,80,4118,774,310,5159,7447,7876,5635
1703528,11027,2340,5982,2705,2501,4965,3561,0,4,0,268,394,377,2513,172,164,230,133,40,5,375,949,3868,30,822,683,0,1574,2283,2808,2022
1703529,47023,9411,26999,10613,7694,13092,26237,0,0,6,529,690,406,3621,123,234,317,1804,814,227,1652,16915,14502,670,3001,1500,12,4744,8286,10806,13776
1703530,17246,4602,8679,3965,5315,6795,5136,55,0,785,588,649,262,2902,900,22,430,253,1219,13,785,2069,3580,144,1660,895,35,1931,3369,3981,3363
1703531,13871,3230,6909,3732,5015,5681,3175,3,0,0,482,936,279,3167,1304,44,466,163,121,2,147,271,3937,75,1446,1028,0,2098,3219,3431,1893
1703532,17205,3643,9300,4262,3453,5981,7771,0,0,259,585,2800,1453,2170,1471,243,328,275,413,80,944,776,3224,168,1411,598,7,2630,3828,4074,3030
1703601,35540,7256,18723,9561,7764,11544,16232,408,14,0,3199,6994,1674,3035,609,299,554,216,1807,27,2393,4948,3144,802,2161,1157,2099,3420,7338,9153,8373
1703602,60682,15400,30259,15023,16881,20818,22983,249,48,115,3708,7940,2950,9632,936,729,1236,442,2213,852,4485,5829,7619,1466,6323,2405,1505,5642,11784,14545,13311
1703700,48249,12681,25217,10351,13058,15193,19998,131,45,1831,3618,3711,1655,8274,4126,387,753,481,1573,15,1719,7264,3926,711,4751,1756,1522,4457,10409,11382,9320
1800101,48210,8981,25821,13408,9080,14093,25037,2,51,369,2853,12480,2105,3949,1496,318,433,370,948,31,2637,4383,6248,3242,3007,1552,1736,5422,12175,13188,8444
1800102,37781,6547,20931,10303,7735,10396,19650,32,22,861,3379,7407,1624,2915,3675,176,387,448,686,111,1721,3429,4609,909,2256,1475,1659,4068,10188,10576,6402
1800103,62401,18761,29583,14057,20974,22603,18824,53,5,50,3041,2921,1727,12434,1003,752,1674,713,2281,1531,4649,3071,13461,1099,8701,2389,846,5605,13603,14564,9868
1800104,46494,11452,23669,11373,13379,15925,17190,64,36,947,2793,1380,1044,4717,449,564,1780,565,2690,675,1703,4617,10342,516,5785,1944,3883,3708,10357,12116,8861
1800200,63659,16577,32158,14924,17640,18386,27633,46,30,390,4459,10925,2638,7188,1948,692,1118,637,1998,375,3145,7446,9123,397,6265,2668,2171,4916,14947,15806,11413
1800300,39953,9411,20325,10217,9827,14260,15866,224,22,378,2080,7685,1366,4933,1050,350,944,352,850,94,1973,2808,5024,1448,3818,1294,3260,3549,10610,10049,6334
1800401,68771,14586,35800,18385,15468,22688,30615,13,6,220,2351,6696,3187,4522,2312,1092,1481,862,3450,1767,3040,14979,10911,1575,5107,1952,3248,5736,15832,17647,14970
1800402,56400,14969,27624,13807,16023,20014,20363,129,0,10,2646,8354,2811,8934,1290,831,1897,828,1718,740,2984,4323,9257,532,6351,1726,1039,4677,13437,13757,9560
1800500,140370,36651,73666,30053,24377,46938,69055,246,63,115,3780,72834,6815,9389,3045,602,1837,1006,2426,2631,6036,6126,10974,480,6842,2617,2506,16512,36203,32012,18992
1800600,70313,17993,36031,16289,14749,24856,30708,632,78,204,2436,31940,2485,5756,2468,636,888,424,1368,229,2137,4978,4445,325,4903,1668,2313,6634,19812,16889,8985
1800700,30464,6888,15334,8242,8036,10975,11453,1776,66,374,1647,6099,1402,3497,1820,421,821,172,500,87,1100,2892,2989,192,2327,569,1713,2757,9151,7495,4173
1800800,58479,14629,29594,14256,13050,19164,26265,840,8,115,2395,22874,1731,5344,870,555,1085,349,1099,640,2915,5262,5009,377,3687,1987,1337,4990,15559,14373,8928
1800900,50931,12240,25792,12899,12014,19758,19159,636,63,131,1968,16918,2150,4728,2513,898,1058,433,893,119,2119,3468,5901,116,3194,1747,1878,4133,15207,12821,6530
1801001,76184,17420,40042,18722,18014,25662,32508,11,73,328,2840,8471,3298,7102,1812,2511,5074,1051,3266,1213,4936,6087,12313,689,7028,2831,5250,6153,18229,19922,14460
1801002,73866,20878,36544,16444,21181,26005,26680,0,0,60,4704,7158,4904,12434,3026,573,2859,999,2377,373,5521,5729,10761,1173,8651,2337,227,5939,16683,17896,12470
1801003,41774,8862,22626,10286,6988,13067,21719,132,41,43,2406,12533,1559,2017,1714,123,682,292,1045,833,1472,2152,11522,408,1542,1133,125,3283,10555,11631,7443
1801100,43965,10053,22769,11143,10293,16305,17367,966,71,184,1686,14880,1730,4075,1979,468,911,337,1183,67,1737,3894,3113,277,3165,1119,2123,4119,12748,10564,6481
1801200,90417,22533,47217,20667,20897,28607,40913,256,31,79,3120,17243,1962,8732,2071,932,1710,1324,3012,196,4970,17962,12215,660,9089,2444,2409,6876,20406,21464,19138
1801300,60144,13952,30837,15355,14400,19240,26504,613,55,127,2163,19521,1688,6879,923,472,1219,418,1343,171,2731,4505,8043,156,5472,1459,2186,4990,15817,15464,9921
1801400,48977,11838,24642,12497,13655,18948,16374,851,166,217,1585,9387,1083,5166,3061,426,1308,464,827,585,1376,6234,7982,356,4167,1229,2507,3965,13431,12159,7584
1801500,29658,6935,14979,7744,7600,12153,9905,640,60,143,1529,8234,1051,3110,669,306,594,237,540,122,1044,2781,3927,327,2095,764,1485,2465,8834,7332,4092
1801600,26857,6166,13613,7078,7084,10031,9742,552,898,495,1041,6590,605,3225,774,319,485,206,460,44,378,2944,2105,123,2126,785,2702,2288,8057,6817,3529
1801700,47451,11977,24103,11371,12962,17667,16822,89,16,156,2275,6395,1218,5751,1373,406,1417,677,1148,351,2398,5346,8874,440,5656,1329,2136,3589,11786,12051,8048
1801801,47027,12737,24360,9930,11550,16721,18756,811,4,73,3242,4008,2983,6103,6822,562,1251,452,2583,495,1906,4031,3916,559,4736,1093,1397,4010,10703,10788,8789
1801802,102688,25286,56322,21080,22348,30783,49557,24,111,939,4513,2245,5509,10597,933,2207,14305,3371,10554,2391,10057,4250,15585,1376,8948,2943,1830,7324,20252,24512,25314
1801803,35021,9410,18316,7295,9965,11957,13099,79,186,161,2761,2952,1306,5170,177,292,850,396,1623,275,1145,4508,5236,1254,4159,1132,1359,2723,7361,8074,7453
1801900,41397,10221,21152,10024,11501,15154,14742,162,6,22,1803,5121,1117,4807,2167,470,1054,407,1122,393,2383,3472,6843,1242,4257,1208,3341,3575,10595,10380,6626
1802000,45874,12162,22942,10770,12420,16771,16683,130,43,166,1749,4269,1045,5937,1040,383,1689,603,2184,352,2905,6482,9272,444,4683,1159,1339,3497,11037,10948,8230
1802100,34155,8612,17146,8397,9557,12927,11671,196,138,298,1938,6360,619,4066,2447,305,693,248,869,30,1249,4213,3679,165,3461,899,2282,2829,9229,8245,5240
1802200,74856,22446,38106,14304,20930,29365,24561,181,11,911,2925,4049,3812,13311,13599,375,886,503,1330,637,7506,3886,7468,722,8061,2166,2517,6874,16882,16915,11739
1802301,97946,22506,54388,21052,20175,33152,44619,10,5,11,3059,8040,7839,7868,7390,1509,2849,1989,6477,2950,15683,2198,19817,1080,5886,2540,746,9018,21505,24348,20569
