puma,TOT_JOBS,JOBS_AGE_29,JOBS_AGE_30_54,JOBS_AGE_55,JOBS_EARN_1250,JOBS_EARN_1251_3333,JOBS_EARN_3334,AGR,EXT,UTL,CON,MFG,WHL,RET,TRN,INF,FIN,REL,PRF,MNG,ADM,EDU,MED,ENT,FOD,SRV,PUB,JOBS_EDU_NOHS,JOBS_EDU_HS,JOBS_EDU_NOBACH,JOBS_EDU_BACH
0100100,65126,17136,33682,14308,16098,26779,22249,327,187,667,3326,15452,2648,8507,1388,475,2093,604,1452,329,2706,5244,8385,547,6459,1295,3035,6271,15596,15924,10199
0100200,55849,12289,30305,13255,11232,16446,28171,589,18,336,4311,12260,1827,5572,1965,439,568,484,4830,98,3148,6750,3403,888,4140,860,3363,4811,12422,13334,12993
0100301,78929,19094,42045,17790,17004,20970,40955,164,74,81,1425,5879,2183,11442,1145,1110,1688,892,25107,365,6286,4888,4724,1140,8349,1240,747,6405,15300,18471,19659
0100302,73792,18404,39227,16161,19130,26425,28237,13,0,610,3200,6461,1667,7557,469,1022,1621,1030,5888,293,8638,3284,18803,1187,6280,1788,3981,6420,15549,18625,14794
0100400,38349,9478,20490,8381,8663,17262,12424,339,20,471,1287,12699,1306,4607,1680,260,749,266,647,80,1130,3249,4185,103,2904,536,1831,4218,10119,9416,5118
0100500,42543,11351,22345,8847,10015,19565,12963,212,18,412,1361,12039,1466,6187,1150,443,896,478,1198,479,2266,2958,4317,314,4119,818,1412,4881,10118,9997,6196
0100600,55347,12855,30219,12273,12340,20116,22891,224,68,430,3811,13855,2246,6442,1572,260,1423,459,1751,840,3422,3955,6304,283,4922,1059,2021,5588,13943,14067,8894
0100700,37022,9531,19312,8179,8457,16222,12343,483,14,277,1507,9162,1119,4703,2864,240,904,268,689,230,1196,2931,4713,190,3076,679,1777,3639,9418,9358,5076
0100800,29093,7619,15446,6028,7167,12108,9818,129,23,218,2284,4849,1569,4494,761,152,711,150,956,157,1029,2801,2898,146,3227,1016,1523,2987,7145,7105,4237
0100900,37243,9913,19670,7660,10386,15353,11504,14,36,273,1000,5575,1004,4965,792,358,981,329,758,97,3610,2904,7648,271,3836,860,1932,3600,8510,9449,5771
0101000,47304,10698,25979,10627,10224,17596,19484,574,432,474,1621,14827,902,4820,2039,225,880,365,663,101,2889,5060,5133,258,2961,746,2334,4901,12688,12023,6994
0101100,42278,11091,22042,9145,11087,16320,14871,179,6,280,1188,6814,1711,5970,922,506,891,391,1377,128,2953,4007,6439,290,5026,1004,2196,4108,10163,10253,6663
0101200,92163,22327,51343,18493,19404,28844,43915,177,474,1627,5590,5534,6329,12051,1510,1115,11515,1367,7362,2175,6401,6410,7500,1202,8482,2859,2483,7634,18968,22705,20529
0101301,30276,4894,17185,8197,5542,10075,14659,4,54,112,973,2731,2041,2678,1318,177,376,225,280,184,2185,2442,11363,62,1359,955,757,2913,6829,8416,7224
0101302,122469,24729,69004,28736,18524,34858,69087,0,66,4957,5502,6841,5244,6842,4669,1171,8445,2195,8416,1127,5754,10339,27597,1510,8516,2881,10397,10189,26068,32301,29182
0101303,134225,34636,71465,28124,32869,41473,59883,39,67,354,5107,4067,5984,19285,2742,4514,12781,2362,9643,4553,13069,7065,17654,2889,14361,4682,3007,10848,26384,32364,29993
0101304,47189,12776,24489,9924,12551,16374,18264,22,171,548,3883,5429,2985,8976,1543,281,983,748,1147,84,2476,4620,4147,387,6309,1301,1149,4707,10977,11292,7437
0101305,39206,9457,21296,8453,8164,13166,17876,0,1225,281,2502,4747,3231,4656,3083,675,2100,412,1337,703,2179,2111,4313,364,2950,1080,1257,3915,9395,9967,6472
0101400,33653,8124,17633,7896,8331,13985,11337,477,309,469,860,6535,757,5047,881,193,1077,263,613,263,1026,3198,6007,126,2986,792,1774,3154,8580,8680,5115
0101500,28486,6748,16072,5666,4643,9625,14218,347,1010,150,1954,12254,613,2735,1675,111,311,106,1091,112,1022,1105,910,247,1227,708,798,2990,7301,7377,4070
0101600,69512,20183,35856,13473,19435,23904,26173,50,223,126,2571,4707,1149,7974,1299,1276,1760,1697,2407,453,5041,11436,13003,809,9164,1565,2802,6099,14400,16093,12737
0101700,33235,6571,17825,8839,8224,13611,11400,986,68,345,1712,6609,677,3693,671,179,724,372,500,159,1281,4559,4873,308,2039,893,2587,3841,8993,8757,5073
0101800,32243,7519,17455,7269,8046,13489,10708,482,16,381,1361,7615,740,4062,752,274,641,259,673,257,2282,2532,4100,277,2712,742,2085,3661,8206,7994,4863
0101900,58215,18011,29372,10832,17401,20425,20389,360,40,316,2587,6687,1454,6780,2949,468,1109,786,2175,246,4498,9825,6602,976,7781,1173,1403,5428,11777,12697,10302
0102000,107385,23656,58317,25412,25134,38479,43772,37,12,761,3441,5095,3018,11622,1768,1672,4260,1460,7156,862,9410,8052,15540,1326,10035,3591,18267,10093,23739,27826,22071
0102100,58982,14608,32496,11878,13546,22693,22743,458,214,345,2569,13267,2593,7567,3797,538,1301,564,1268,224,2614,4251,5269,2278,5480,1110,3275,6280,14761,14733,8600
0102200,39780,7765,21840,10175,8966,14707,16107,1393,399,849,1311,8466,1158,4516,2119,286,1149,204,542,87,1064,3724,4213,1274,2735,726,3565,4317,10848,10629,6221
0102300,41629,9199,22701,9729,9493,17863,14273,973,27,970,1475,11464,1291,5141,931,273,973,355,930,91,1505,3254,5154,236,3496,1056,2034,4681,10901,10743,6105
0102400,43827,10206,23236,10385,10501,18613,14713,921,183,384,1462,8902,801,4738,2980,317,1288,567,1107,192,1219,5252,5159,393,4060,795,3107,5144,10805,10800,6872
0102500,68824,15578,37170,16076,18060,27197,23567,912,68,1166,3037,6917,3349,9823,3398,653,1633,671,2280,671,3746,5922,12710,479,6598,1480,3311,6802,16478,18359,11607
0102600,74641,20015,38363,16263,20702,29623,24316,736,75,687,4437,4109,2224,12830,1629,491,1920,1979,2373,365,3718,6587,9291,1766,13519,2096,3809,7012,16619,18250,12745
0102701,69828,15835,37460,16533,16021,24076,29731,50,69,766,2282,6845,3238,8218,4977,1405,1664,1227,3377,1147,6412,3853,11523,407,6324,2122,3922,7015,16178,18012,12788
0102702,50931,12481,27478,10972,13720,18781,18430,7,1,46,2422,458,1668,5004,947,603,3056,1025,4502,163,3948,6875,11728,568,6200,1293,417,4683,10879,12768,10120
0102703,56622,13370,30711,12541,13139,18259,25224,637,292,620,6648,11101,3339,8327,2355,229,716,759,1623,76,3620,4039,2596,538,4615,2374,2118,6180,14393,14074,8605
0400100,31673,9664,16755,5254,8790,12461,10422,237,3,28,2039,267,352,7563,274,178,796,451,1245,108,1614,2263,7300,620,4945,1074,316,3408,5654,7551,5396
0400101,25327,6906,12896,5525,6783,9816,8728,343,6,0,2331,398,408,5007,2337,317,679,806,1008,20,2582,1019,3159,374,3739,794,0,2959,5186,6257,4019
0400102,36865,8352,19567,8946,8233,12790,15842,150,22,384,3665,6911,1271,4984,886,106,980,784,1668,257,1326,578,6443,922,4503,1025,0,4517,7643,9609,6744
0400103,63489,14701,35062,13726,14217,21442,27830,34,2,7,4830,2124,2999,5411,748,2066,2860,687,2489,1132,5626,11476,10265,1312,4633,1856,2932,7324,12648,16476,12340
0400104,36477,10655,17926,7896,10702,14823,10952,52,16,0,1304,247,442,7892,561,562,931,1337,1744,168,3184,1162,9874,1023,4989,985,4,4030,6919,8829,6044
0400105,55099,15370,29494,10235,13821,20045,21233,98,19,210,7457,2778,1132,6816,332,2260,1212,1345,2459,95,4678,6885,5926,1846,7199,1326,1026,6557,10302,13093,9777
0400106,54598,12723,30130,11745,11743,17689,25166,3,0,197,1671,4615,962,7242,406,523,4424,803,4828,388,3329,7606,9861,628,4398,1150,1564,5404,10076,13777,12618
0400107,41786,9311,23251,9224,8409,11469,21908,74,10,8,3568,8372,1435,4480,568,470,7032,445,1991,552,2030,3860,1708,619,3449,1115,0,4042,7180,10312,10941
0400108,94976,21954,54184,18838,16710,29530,48736,28,2,4,7481,15244,3992,13345,2298,4446,6250,1273,8071,1494,10072,4465,4967,1683,7527,1971,363,11047,18085,23878,20012
0400109,171090,41419,93761,35910,32271,57538,81281,42,0,5056,10386,11676,6345,13569,4991,3609,22579,3611,10476,2361,20480,26849,12205,1614,10813,3486,942,18431,31487,41954,37799
0400110,131599,33857,69231,28511,28248,40575,62776,99,41,112,4399,4844,4635,16363,1332,5694,13677,3875,12967,1406,12868,5023,15701,2511,19145,4979,1928,12927,22844,31746,30225
0400111,67814,14351,38377,15086,10744,20369,36701,95,92,60,2977,499,2902,4036,270,1935,5938,1389,4121,512,6529,1922,16861,6497,6031,2379,2769,6715,12290,17484,16974
0400112,50156,13012,26936,10208,10594,17546,22016,62,32,7,2782,1457,1127,5389,791,707,2850,1390,4152,3351,4749,1903,6089,2919,8930,1414,55,5424,8864,11974,10882
0400113,49576,11643,25339,12594,13265,17203,19108,3,0,5,936,352,1154,8766,467,435,5036,2088,3135,746,6962,4773,6017,513,6478,1154,556,5132,8837,12020,11944
0400114,27166,6893,14305,5968,6855,10662,9649,82,0,0,2735,638,649,3253,166,296,1185,774,2339,51,3595,2795,3596,298,3469,1244,1,3365,5308,6378,5222
0400115,64765,13565,37010,14190,11117,21666,31982,30,3,0,4794,2975,2101,8374,172,356,13863,845,4968,940,7428,769,11891,486,3342,822,606,7679,12365,16087,15069
0400116,64597,14117,35015,15465,13394,23351,27852,57,2,0,1455,180,793,7522,230,486,4175,821,4251,1795,12759,9200,13218,351,5147,1818,337,7525,11968,16272,14715
0400117,89811,21915,48628,19268,18751,32010,39050,229,1,14,2846,1338,2790,8333,1162,1589,7422,5591,9832,1768,15046,2844,11646,2205,10781,3700,674,10133,16359,21744,19660
0400118,304084,53171,178800,72113,38444,96148,169492,34,1460,6257,13521,14851,13315,5830,20317,5687,21587,8338,20435,3022,26347,7095,51998,6836,19354,8729,49071,34767,60215,86199,69732
0400119,45274,8756,26068,10450,5872,16816,22586,99,1,215,5637,6529,4682,3795,2645,1616,1192,701,2115,186,8502,2171,1415,21,1616,2059,77,7998,9695,11410,7415
0400120,28895,7573,15587,5735,6153,10554,12188,41,0,0,692,1906,1131,2849,132,965,2489,476,3550,583,2554,663,5231,360,3765,1506,2,3299,5144,6904,5975
0400121,85384,20207,47860,17317,13678,33654,38052,1165,35,36,5185,15155,12415,8919,25875,182,386,1040,1336,475,2402,3294,1221,327,3731,2080,125,16392,18800,19545,10440
0400122,44682,11763,24192,8727,11386,15760,17536,1,4,0,3765,3150,2963,4790,3709,480,787,266,544,52,3530,13664,3267,106,2511,1089,4,7316,8698,10092,6813
0400123,19112,6268,9548,3296,5102,8249,5761,11,0,0,533,95,79,4142,3828,109,396,163,258,343,1780,1254,2734,462,2821,104,0,2932,3694,3965,2253
0400124,35992,9565,18385,8042,9194,14641,12157,58,0,235,3300,3107,1712,6652,780,247,575,649,798,23,4830,3260,2224,1988,3450,551,1553,5824,7259,8232,5112
0400125,22623,7766,10636,4221,7724,10237,4662,0,0,3,484,87,279,6007,396,167,1276,294,1489,119,2795,1327,2587,592,3813,889,19,2813,4102,4978,2964
0400126,43814,11297,22630,9887,11099,16010,16705,6,0,67,1281,1241,702,8743,170,378,1930,471,1904,52,2970,6019,11249,833,5032,732,34,4512,8070,10733,9202
0400127,30065,8914,14806,6345,8487,12551,9027,61,0,129,2452,1420,1404,7322,428,598,782,299,522,142,1320,419,4596,1033,5435,824,879,3918,6079,7004,4150
0400128,26240,7157,14239,4844,5591,10058,10591,2,0,8,2309,1184,332,2878,255,1247,1278,225,1807,2699,3802,1667,2428,166,3445,508,0,2948,4841,6265,5029
0400129,68100,16536,38181,13383,11129,23426,33545,152,100,1001,11106,5228,2177,6599,1274,2174,13699,399,4133,1003,4998,4632,3511,542,3684,1419,269,7723,13178,17126,13537
0400130,23348,4905,12087,6356,5368,9340,8640,0,0,0,857,350,162,3821,118,196,532,309,719,93,757,143,10363,1354,1324,796,1454,2836,4740,6461,4406
0400131,17829,5369,8951,3509,4956,7542,5331,0,0,131,370,682,287,4323,184,97,668,142,415,14,241,2696,2619,369,3714,877,0,2039,3364,4198,2859
0400132,27571,8527,13780,5264,7888,11488,8195,720,19,20,1382,2195,738,5101,1993,128,416,315,975,126,1017,724,4137,724,5177,1084,580,4186,5280,6010,3568
0400133,19964,5863,10330,3771,5491,7620,6853,34,13,129,848,224,487,5715,347,384,281,328,347,38,680,3842,1859,310,2945,421,732,2693,3814,4604,2990
0400134,26251,5495,14416,6340,4988,10565,10698,2192,164,262,1365,2265,856,3146,2325,114,174,354,494,157,1509,2937,2761,2089,2145,271,671,4260,5917,6645,3934
0400201,13232,2542,7369,3321,2512,5690,5030,72,1019,136,439,167,271,1573,49,47,153,131,108,3,268,622,1184,2460,1082,1366,2082,2131,3278,3620,1661
0400202,31025,6431,16871,7723,5899,12128,12998,86,23,202,1788,2936,1212,2297,833,865,183,679,1385,108,1919,2794,5774,604,4026,1007,2304,4345,6574,8371,5304
0400203,27137,7318,13686,6133,7745,10801,8591,48,22,36,1118,811,585,4409,167,110,473,428,2767,91,3812,491,4125,1119,4534,1325,666,3443,5295,6676,4405
0400204,31335,7790,15774,7771,7624,13294,10417,36,29,49,917,158,321,3103,330,358,1414,1366,2749,204,1786,1724,8493,1068,5950,1241,39,3816,5805,7825,6099
0400205,50981,9776,27884,13321,8276,16046,26659,263,541,233,2793,16579,1120,2226,3873,297,484,320,1956,465,4337,5975,3871,1012,2712,1134,790,6795,10340,13308,10762
0400206,59484,14608,30802,14074,14911,25353,19220,54,50,0,1439,658,594,7772,270,718,4459,829,5353,472,7417,1361,18060,461,7330,2187,0,7591,11905,15336,10044
0400207,53564,12384,28053,13127,12227,21534,19803,13,62,33,2831,509,867,7537,421,1137,668,821,2188,193,2572,14040,9975,618,6566,1715,798,6692,10146,13070,11272
0400208,62861,11737,34990,16134,10978,22959,28924,0,0,1281,3705,3775,1858,4760,2413,1875,942,947,2207,395,4008,10368,6956,775,3751,1146,11699,8921,13113,17014,12076
0400209,28771,7762,14454,6555,7468,13678,7625,8,7,12,2022,624,1015,4940,543,218,731,864,1780,53,5514,377,3698,380,3797,1309,879,4050,5985,7018,3956
0400300,42073,7032,22985,12056,8369,18696,15008,553,630,1211,1929,444,328,4220,376,354,289,671,489,129,768,6893,6389,277,4742,632,10749,4913,10757,12923,6448
0400400,57236,14962,29140,13134,14127,22380,20729,92,41,526,2670,3962,885,5914,1083,538,509,774,1537,161,1837,6112,9168,2619,13824,1391,3593,6061,11823,13998,10392
0400500,62054,12446,30712,18896,15051,25637,21366,453,979,294,5073,3964,2209,7567,1001,595,755,1000,2158,121,2253,5800,12010,1692,8347,1842,3941,6765,14372,17438,11033
0400600,55263,12448,27805,15010,13005,25097,17161,943,134,591,3339,3345,1387,9357,1461,484,1134,727,1195,68,2596,4063,8497,1187,7906,1825,5024,6968,13115,14857,7875
0400700,59571,14670,31768,13133,18807,24987,15777,11823,24,431,2677,2774,1327,7245,1053,453,1068,701,2330,287,4218,3885,7247,1440,5951,1394,3243,17292,10640,11168,5801
0400800,29177,5694,15620,7863,6040,9183,13954,609,5865,202,1343,1521,358,2929,345,234,265,265,374,1,584,3584,3289,920,2695,498,3296,3734,7503,8437,3809
0400803,14618,3149,7758,3711,3770,5582,5266,94,450,128,1284,253,348,2228,237,55,217,306,233,2,950,1573,1203,659,1819,492,2087,1870,3299,3978,2322
0400805,19633,3695,11073,4865,3623,6780,9230,829,126,146,609,484,264,1806,101,86,76,79,290,7,3321,3347,3080,194,1279,649,2860,2749,4437,5573,3179
0400807,24748,5821,13164,5763,5232,10342,9174,1424,80,189,737,2899,757,4277,599,481,341,265,1069,112,774,2841,2507,237,3244,529,1386,3796,5352,6209,3570
0400900,40410,7916,21308,11186,9346,17425,13639,1113,110,321,1918,1077,2686,5104,2413,422,519,448,2783,49,2268,5399,4645,614,4263,1038,3220,8035,8535,9921,6003
0500100,128120,34248,69659,24213,24695,47890,55535,696,60,688,5837,12684,7590,11890,10526,1054,3175,1179,9454,20956,5320,8218,11468,1767,10972,2366,2220,13275,27054,29301,24242
0500200,111723,30821,59078,21824,25004,43203,43516,269,4,611,5902,13874,4407,12487,6144,1090,2469,1449,4592,3952,5471,14486,16612,1354,11947,2182,2421,11984,22886,24845,21187
0500300,48160,10581,25257,12322,11543,23218,13399,283,69,463,1998,10852,950,6109,1657,603,1306,485,1055,149,2018,4316,8243,534,4365,896,1809,4930,13164,12326,7159
0500400,38280,8963,20194,9123,9548,17153,11579,429,516,578,1886,5870,793,4531,1144,333,1306,285,510,162,1659,3974,8304,366,3125,687,1822,3342,10272,9784,5919
0500500,82382,22577,43047,16758,22760,33165,26457,1152,111,679,3360,13661,3068,9610,2247,816,1716,765,1613,418,7989,8105,15557,595,7616,1124,2180,7272,20135,19575,12823
0500600,37269,8763,20140,8366,8859,14084,14326,954,5,330,1623,8623,1630,3690,2173,115,486,493,408,180,2597,3521,3922,716,2929,1240,1634,4541,9689,9100,5176
0500700,26922,5797,14004,7121,7084,11562,8276,1334,22,307,1059,2158,2064,3315,741,281,724,480,442,260,353,3533,5379,150,1839,416,2065,3156,7087,6904,3978
0500800,32024,7912,16662,7450,8224,13298,10502,780,139,279,1497,3013,1212,4223,2147,173,866,313,747,198,948,4605,5540,249,2900,669,1526,2913,8081,7784,5334
0500900,83109,20618,44775,17716,20278,31469,31362,60,56,1269,5546,6895,6452,11553,5345,719,2277,1162,4402,918,7215,4158,10330,1225,8269,2540,2718,8419,19689,20791,13592
0501000,183604,39130,102612,41862,36000,62603,85001,61,392,1493,4896,6250,7662,15261,5894,4191,11936,2686,10960,4832,14011,10984,46638,2298,13620,4365,15174,15464,37841,48286,42883
0501100,55425,15748,28890,10787,14080,21077,20268,564,336,244,3866,5087,1210,7971,843,442,1650,661,3638,562,2275,7241,8600,574,6308,1154,2199,4535,12052,12992,10098
0501200,26602,7466,13634,5502,7217,10799,8586,49,14,218,2342,1495,845,4611,457,248,606,251,791,107,1167,2232,5310,344,3336,1095,1084,2270,5991,6459,4416
0501300,49967,12191,26475,11301,11211,21644,17112,1115,278,1211,2878,10349,922,5001,2879,283,1211,328,1019,159,2221,5938,7271,313,4026,977,1588,5643,12287,11738,8108
0501400,87902,21148,47091,19663,19306,37149,31447,280,489,655,4070,17057,3680,9065,4635,1093,1949,1187,2076,2038,7923,5904,13955,515,7561,1808,1962,9719,21001,22017,14017
0501500,29545,6771,15636,7138,6605,14464,8476,752,301,379,1086,8776,400,3141,684,169,691,207,480,40,665,3649,4166,109,1834,592,1424,3635,7778,7142,4219
0501600,55848,13837,28424,13587,16203,23687,15958,502,181,466,2435,4966,1229,7781,1018,541,1369,687,1484,310,3442,5028,10939,2474,7523,1367,2106,5326,13373,14189,9123
0501700,38509,8215,20463,9831,8629,15891,13989,381,47,403,1346,8651,1253,4069,959,155,1106,319,612,313,1957,4053,6428,169,2302,700,3286,4129,9960,10017,6188
0501800,30646,6438,16204,8004,7342,13157,10147,1870,13,254,1481,5706,881,2833,1029,186,783,316,380,107,478,3501,6088,125,1816,588,2211,3738,8330,7490,4650
0501900,38137,7965,20061,10111,8591,14113,15433,443,647,346,2652,8269,966,3954,1460,281,1045,393,579,1019,1628,3653,5874,337,2487,816,1288,4107,10207,10077,5781
0502000,29965,6216,16293,7456,7062,12202,10701,702,149,327,1668,6686,908,3030,2317,200,635,263,497,18,1115,2942,3668,318,2312,585,1625,3542,8058,7983,4166
0600101,72270,14465,40883,16922,13139,17419,41712,52,5,0,1947,4177,1016,6210,170,1879,1042,1017,10600,169,1457,17313,9965,2147,7926,4118,1060,7424,10052,15840,24489
0600102,157014,27198,91913,37903,23528,30658,102828,72,0,3396,5482,4409,5546,8634,9866,5978,6909,2189,18507,5472,9365,9846,25037,2003,9877,6426,18000,16540,23716,38868,50692
0600103,36924,6740,21053,9131,7280,9843,19801,31,0,0,878,460,331,3202,140,256,779,661,1686,216,520,5030,13157,1797,5381,2051,348,4217,5591,8896,11480
0600104,20676,4089,11107,5480,5788,7331,7557,59,0,0,950,1944,1451,2188,1800,234,295,146,403,190,1287,1580,6237,66,1061,785,0,4029,3887,4955,3716
0600105,110017,22606,61327,26084,20030,30295,59692,21,7,95,9567,10680,5309,9672,11992,1245,1989,1488,6023,2138,8988,5179,16807,2079,10204,3677,2857,14500,18895,27361,26655
0600106,23262,4804,12305,6153,5648,7859,9755,5,0,130,1084,726,472,2688,315,106,360,406,743,49,1398,2779,8169,290,2511,1003,28,3186,3831,5624,5817
0600107,71269,14367,38809,18093,12092,20686,38491,12,6,63,7088,10875,7106,7809,4012,534,487,1428,3508,727,4724,7938,6665,521,4371,1965,1430,10860,11674,16961,17407
0600108,129532,27034,73368,29130,16682,32908,79942,50,2,402,7332,42672,11622,10262,4340,1651,716,797,11626,2498,12651,4452,6910,709,7249,3003,588,17654,19589,29124,36131
0600109,44757,9332,24848,10577,9457,13210,22090,12,0,225,2366,1667,563,3672,216,381,1451,771,4758,165,3073,5126,13362,782,4322,1192,653,5127,6197,10015,14086
0600110,147685,30682,83530,33473,24520,33101,90064,206,144,310,12819,10776,6656,16877,1600,8893,3777,1883,25952,6239,10378,7486,12812,3497,11388,3588,2404,14621,21335,34851,46196
0600300,56905,12035,29049,15821,14395,20024,22486,791,249,731,3376,2481,537,6156,554,489,564,1079,1590,76,1436,4439,8137,3429,10632,1728,8431,6282,12541,15739,10308
0600701,52485,15013,26238,11234,14455,18848,19182,1618,1,190,3013,2253,1694,6829,497,742,1755,975,1963,595,2405,5443,11320,1089,6323,3188,592,5249,9440,12948,9835
0600702,28996,6105,15224,7667,7836,10441,10719,1345,47,386,1410,1857,374,2358,315,88,232,420,407,27,508,4392,7880,340,2861,607,3142,3253,6155,8142,5341
0601100,37788,7838,19879,10071,8498,13710,15580,6985,29,393,1254,4021,1202,3204,1882,118,366,203,540,221,640,4066,3951,1444,2513,752,4004,6482,8538,9388,5542
0601301,32930,5919,18412,8599,5902,9973,17055,14,12,2,2761,4531,1965,4430,1037,290,370,458,1234,140,1654,2782,5557,1028,1997,1537,1131,5123,5789,8036,8063
0601302,28576,6682,14829,7065,7062,8971,12543,2,0,123,1137,1437,701,4579,1768,221,501,346,1123,669,2265,3225,4225,337,3067,1042,1808,3580,4546,6654,7114
0601303,77151,14905,42367,19879,13222,19480,44449,12,0,1022,5345,2698,1333,8436,1285,1514,8056,1385,3787,933,4131,4907,14023,959,6825,2863,7637,8314,12174,20021,21737
0601304,61708,12191,33857,15660,11633,16086,33989,55,4,13,2335,363,890,8034,742,675,6074,2128,7281,888,2886,5093,12251,1698,6271,3184,843,6060,8651,14596,20210
0601305,58038,10629,32952,14457,9554,13100,35384,21,1290,94,2822,1731,3015,3906,946,3896,3805,1746,5713,3815,4769,4631,6560,1411,5632,1498,737,5095,7895,13837,20582
0601306,44606,8473,25161,10972,7634,11733,25239,46,19,29,1728,1159,664,3130,111,1371,2985,462,3278,2572,4130,3137,14561,675,2931,1485,133,4605,6552,10886,14090
0601307,34055,6316,19077,8662,5659,9312,19084,33,0,188,7154,3494,1303,3162,563,831,312,413,1182,356,2740,4289,3701,291,1974,1139,930,5116,6487,8582,7554
0601308,26226,6671,13608,5947,6565,8535,11126,2,0,226,2400,728,373,5377,541,167,401,206,967,13,915,2054,7170,392,3163,754,377,3411,4485,6318,5341
0601309,19778,5176,10329,4273,5481,6666,7631,427,0,256,3068,635,347,2237,196,177,433,371,730,2,1215,3183,1921,432,2840,760,548,2692,3252,4644,4014
0601500,36925,6986,19479,10460,8579,12445,15901,1894,8,499,1281,1561,462,3664,465,376,430,377,785,81,761,4025,6260,751,3857,1050,8338,3675,8998,10919,6347
0601700,54813,12102,29050,13661,13377,17704,23732,336,21,560,5955,2565,958,4860,482,681,3026,945,2518,409,2803,5832,7296,3351,6985,1863,3367,5585,10384,14443,12299
0601901,58274,12022,31596,14656,15126,23506,19642,22445,85,426,1452,6582,2614,3309,1867,122,247,515,296,270,1681,5869,5503,69,2559,585,1778,14758,10933,12522,8039
0601902,89884,24929,46251,18704,23151,35081,31652,1544,58,75,2964,796,1610,11838,966,506,5128,2586,5812,777,9697,8677,20297,1313,11154,2951,1135,11522,14673,21667,17093
0601903,41166,10649,22167,8350,10338,14848,15980,29,4,201,5127,2592,1360,5067,1751,1118,1176,478,1167,204,2230,2846,9728,185,3241,2058,604,5972,7208,10271,7066
0601904,86644,17052,49529,20063,16414,30853,39377,1061,2,1030,4023,5485,3140,4228,2885,1448,1270,913,2987,797,3191,9873,17659,1283,5373,3170,16826,12595,18154,22949,15894
0601905,32291,7763,17519,7009,7044,12692,12555,697,0,380,1332,5392,4874,3684,2509,343,234,161,216,68,861,2963,5179,216,2356,760,66,5978,6277,7672,4601
0601906,34137,9896,17333,6908,9655,13239,11243,435,2,1,2186,1238,495,5593,352,195,532,382,1272,25,1705,6366,6176,576,4575,1001,1030,4478,5658,8183,5922
0601907,37790,8298,19928,9564,12165,15450,10175,13410,28,295,1399,3079,1250,2049,896,84,249,243,493,20,792,4856,4432,251,1925,550,1489,8602,6937,8435,5518
0602300,48432,11589,25036,11807,12769,18335,17328,1200,5,307,2144,2033,924,6648,755,420,1040,690,1528,202,1531,6510,8583,872,5772,2036,5232,4648,10932,12634,8629
0602500,59190,12302,33134,13754,18205,20759,20226,10863,443,1593,1685,1400,1946,6224,1975,234,725,469,962,175,1569,6415,10084,244,4874,1034,6276,18382,10026,11805,6675
0602901,71164,15909,39077,16178,18211,26003,26950,26409,2986,526,2461,2994,2668,3680,3946,36,293,438,894,802,2052,6538,3704,456,3295,902,6084,16495,13610,15336,9814
0602902,87483,22386,47426,17671,20446,31737,35300,7338,2664,264,7156,3027,2446,9154,2758,715,2570,1242,3884,2707,5709,9536,12834,1215,8829,2406,1029,14488,16451,20438,13720
0602903,59210,13945,32788,12477,11991,23340,23879,4720,334,54,1900,1116,1513,4728,1251,525,704,647,1679,778,4296,7271,13883,536,4712,2117,6446,10268,10907,14708,9382
0602904,22034,5991,11474,4569,6461,8552,7021,3419,51,341,1711,339,369,4157,859,79,144,128,167,13,490,4819,1970,105,2122,751,0,4523,4022,4513,2985
0602905,52421,11305,28636,12480,11279,17856,23286,5700,1925,648,2877,5003,1256,4042,2400,420,333,696,2698,429,2768,5508,4242,502,3883,1365,5726,9214,10493,13038,8371
0603100,44832,9899,25281,9652,9513,15877,19442,6936,2,162,1144,5102,610,3431,1270,145,568,405,843,160,502,4478,7706,2088,3201,659,5420,8594,8818,11081,6440
0603300,46669,9481,23612,13576,12587,18247,15835,2565,125,625,2249,2762,913,5862,646,297,757,610,913,349,1251,5053,10400,1724,4865,1205,3498,6698,10419,12719,7352
0603701,28377,7143,14418,6816,6638,10708,11031,161,18,283,2633,4625,1433,2083,677,183,338,453,1841,643,1414,2667,2051,3139,2630,678,427,4915,4937,6443,4939
0603702,73472,18124,38899,16449,17016,26533,29923,6,4,276,5223,8274,2498,9464,3081,874,1727,1521,3917,223,5590,7886,10442,1353,8089,2293,731,10923,11932,17075,15418
0603703,46079,11935,24522,9622,12508,16658,16913,17,1,179,2177,1809,550,4996,2166,381,812,499,1721,103,3031,5885,13457,372,4276,1008,2639,7732,8363,10918,7131
0603704,36481,9874,18185,8422,10074,12066,14341,31,33,85,1042,6517,265,6176,438,372,482,395,734,30,758,5817,6767,535,4799,681,524,5898,6102,8265,6342
0603705,91176,20135,47986,23055,19251,33481,38444,43,2,220,5603,15486,4984,9476,1312,1584,2435,1316,3825,1729,8724,8553,12626,1193,7884,4074,107,15266,14727,20661,20387
0603706,37428,7785,20513,9130,8036,13140,16252,0,0,66,4180,5412,2211,3661,230,32,536,421,929,730,1737,2693,9840,453,2971,1199,127,7134,6281,8573,7655
