ORIGIN,JWMNP,FINCP,GRNTP,HINCP,SMOCP,PINCP,HH_COST,PERNP,WAGP,UNEMP,EMP,type
1304000,15.0,61800.0,850.0,53500.0,768.5,29200.0,0.18018410373156488,26000.0,25100.0,57,669,stayers
1304007,30.0,83400.0,1231.0,80300.0,1290.0,40000.0,0.185010989010989,38000.0,36000.0,118,3076,stayers
1304100,20.0,94440.0,1017.0,86900.0,1180.0,49850.0,0.15393586005830906,46500.0,45550.0,12,438,stayers
1304200,20.0,54800.0,660.0,47100.0,550.0,30000.0,0.14805194805194805,27000.0,26000.0,29,628,stayers
1304300,25.0,72400.0,970.0,70700.0,898.0,37000.0,0.159,35000.0,34000.0,40,575,stayers
1304400,30.0,80000.0,1096.0,74400.0,1160.0,38400.0,0.16452442159383035,38000.0,36000.0,24,453,stayers
1304500,30.0,75700.0,1142.0,74000.0,1144.0,40000.0,0.17087999999999998,36500.0,35000.0,19,501,stayers
1305000,25.0,55000.0,1002.0,51350.0,861.0,30000.0,0.2031,29550.0,28800.0,46,832,stayers
1306000,30.0,83200.0,1107.0,78000.0,1238.0,44000.0,0.1744049079754601,40000.0,40000.0,38,644,stayers
1600190,15.0,64400.0,780.0,60800.0,968.0,36000.0,0.17279329608938548,35000.0,32000.0,37,1080,stayers
1600300,15.0,60000.0,700.0,51250.0,710.0,32000.0,0.17213114754098363,30000.0,26650.0,25,563,stayers
1600490,20.0,74000.0,875.0,65000.0,993.0,36000.0,0.16707182320441988,34000.0,31000.0,68,2046,stayers
1600900,15.0,65000.0,692.0,62700.0,838.0,34150.0,0.16123943661971832,32000.0,30000.0,13,399,stayers
1601000,15.0,60000.0,740.0,55200.0,681.0,31900.0,0.1488,30000.0,29000.0,16,469,stayers
1601190,15.0,66000.0,750.0,62850.0,779.0,33700.0,0.15440963855421685,30000.0,29750.0,37,1099,stayers
1601200,15.0,78000.0,758.0,67700.0,862.0,35000.0,0.1528235294117647,33000.0,31000.0,12,431,stayers
1700104,20.0,70800.0,684.0,62000.0,766.0,35000.0,0.15000000000000002,31000.0,28400.0,40,793,stayers
1700105,15.0,67000.0,692.0,60200.0,813.0,34800.0,0.15805483704086912,30000.0,29000.0,22,605,stayers
1700202,20.0,69800.0,658.5,60300.0,653.0,37000.0,0.13776900921658985,33000.0,31000.0,43,1084,stayers
1700300,15.0,69600.0,590.0,57870.0,688.0,35000.0,0.13976470588235293,33000.0,31000.0,19,630,stayers
