puma,TOT_JOBS,JOBS_AGE_29,JOBS_AGE_30_54,JOBS_AGE_55,JOBS_EARN_1250,JOBS_EARN_1251_3333,JOBS_EARN_3334,AGR,EXT,UTL,CON,MFG,WHL,RET,TRN,INF,FIN,REL,PRF,MNG,ADM,EDU,MED,ENT,FOD,SRV,PUB,JOBS_EDU_NOHS,JOBS_EDU_HS,JOBS_EDU_NOBACH,JOBS_EDU_BACH
0100100,65457,17347,34154,13956,16751,27438,21268,327,205,671,3205,15543,2637,8576,1321,487,2136,636,1422,297,2641,5368,8642,512,6493,1224,3114,6367,15886,15785,10072
0100200,53503,11576,29503,12424,10810,16538,26155,513,25,317,3615,11701,1745,5572,1622,370,567,442,4612,97,3150,6841,3310,912,3905,883,3304,4480,11870,12913,12664
0100301,78052,19057,42152,16843,17911,20914,39227,144,62,68,1393,5892,2020,11382,1253,1169,1620,871,23591,349,8165,4787,4209,644,8403,1261,769,5996,15325,18086,19588
0100302,71799,17583,38760,15456,19020,26195,26584,19,1,603,3002,6514,1869,7718,392,1160,1648,1053,5712,303,7076,3229,18338,1169,6276,1744,3973,6161,15190,18302,14563
0100400,36988,8958,20085,7945,8844,17100,11044,335,21,456,1219,12229,1297,4595,1422,244,775,281,648,87,870,3299,3988,119,2856,477,1770,3995,10033,9017,4985
0100500,42131,11244,22386,8501,10085,19413,12633,185,60,404,1330,12473,1476,6083,1077,547,908,464,985,477,1652,2909,4438,259,4167,819,1418,4908,9956,9976,6047
0100600,54389,12461,30161,11767,12460,19939,21990,220,82,435,3405,13467,2161,6405,1569,280,1446,401,1670,806,3643,3884,6261,324,4793,1075,2062,5395,13647,13970,8916
0100700,36722,9555,19259,7908,8776,16409,11537,418,6,270,1515,8704,1301,4707,2771,274,877,264,732,238,1341,2961,4641,198,3053,652,1799,3442,9382,9094,5249
0100800,28396,7391,15148,5857,7129,11977,9290,121,25,237,2144,4652,1639,4340,688,150,697,142,908,220,1119,2743,2840,151,3037,1053,1490,2834,7008,6789,4374
0100900,37519,9854,20000,7665,10413,15766,11340,15,39,270,1143,5651,952,4869,887,350,1016,361,729,61,3644,2941,7687,305,3832,768,1999,3625,8694,9554,5792
0101000,46308,10355,25737,10216,9890,17583,18835,567,442,538,1400,14524,945,4718,1940,272,879,364,643,93,2818,5005,4882,388,2972,700,2218,4664,12341,11930,7018
0101100,41729,10669,22121,8939,11207,16380,14142,175,0,293,1034,6602,1668,5725,987,537,921,342,1354,129,3219,4003,6568,285,4746,1004,2137,3972,9781,10446,6861
0101200,89925,21745,50281,17899,19808,28628,41489,180,404,1965,4802,5283,6184,11836,1275,1240,11892,1265,7057,2227,6291,6295,7572,1608,8069,2574,1906,7171,18361,21900,20748
0101301,30831,5005,17624,8202,5961,10242,14628,6,64,119,941,2842,2257,2821,1804,151,356,224,267,146,2139,2566,11188,25,1226,938,751,2896,7004,8714,7212
0101302,119640,23159,68374,28107,17959,35458,66223,0,66,5116,4931,6894,5064,7034,4656,1134,8385,2071,8135,1070,5711,10228,27346,933,7977,2675,10214,9517,25435,32287,29242
0101303,132966,34466,71163,27337,33376,42146,57444,31,68,153,4633,3821,6376,19531,2703,4660,12532,2373,9471,4447,12384,7138,17023,2787,14316,4894,3625,10353,26099,31962,30086
0101304,45732,12626,23788,9318,12858,16078,16796,19,144,492,3547,5194,2860,9025,1263,300,884,708,1074,140,2436,4568,4017,374,6229,1280,1178,4357,10626,10865,7258
0101305,37597,8944,20712,7941,8007,12894,16696,0,1181,282,2424,4716,3191,4390,2916,573,2159,370,1313,754,1791,2185,4221,302,3053,1024,752,3637,9234,9604,6178
0101400,33072,7903,17490,7679,8311,14000,10761,452,227,598,827,6113,762,5117,825,211,1119,265,606,268,932,3240,6005,113,2858,738,1796,3088,8406,8519,5156
0101500,27949,6633,15839,5477,4814,9173,13962,382,1066,162,1876,12205,589,2671,1908,91,232,95,553,96,1083,1107,939,247,1300,522,825,2877,7254,7291,3894
0101600,69005,20263,35650,13092,19763,24390,24852,47,163,122,2505,4222,1156,8183,1104,785,1815,1598,3165,472,4735,11271,13038,814,9386,1599,2825,5982,14042,16159,12559
0101700,33531,6703,18101,8727,8483,14187,10861,1016,68,339,1688,6445,657,3897,698,172,696,328,473,160,1314,4729,4976,298,2202,805,2570,3944,9268,8608,5008
0101800,32781,7897,17679,7205,8169,14223,10389,473,28,384,1947,7679,703,4188,675,295,623,246,657,262,2317,2524,3995,276,2722,705,2082,3600,8443,7960,4881
0101900,57415,18051,29009,10355,17070,20902,19443,338,48,268,2823,7037,1413,6908,2493,443,1109,896,2119,256,4625,9541,6335,846,7412,1127,1378,5067,11742,12436,10119
0102000,109257,24691,59466,25100,26225,40396,42636,40,16,759,3493,5630,3201,11946,1799,1610,4431,1437,6977,953,9480,8205,15446,1325,10257,3860,18392,9881,23700,28471,22514
0102100,57986,14300,32171,11515,13327,22454,22205,466,185,327,2356,13110,2591,7311,3782,524,1260,514,1243,271,2758,4298,5176,2249,5272,1000,3293,5894,14643,14677,8472
0102200,39157,7617,21546,9994,8973,14854,15330,1416,343,705,1416,7978,1135,4679,2071,284,1179,181,558,94,913,3923,4217,1266,2579,704,3516,4133,10681,10442,6284
0102300,38696,9117,20792,8787,9743,17869,11084,906,39,949,1284,8870,1236,5202,946,238,963,386,880,119,1609,3293,5171,250,3432,913,2010,4233,9996,9686,5664
0102400,43167,9838,23282,10047,10465,18487,14215,938,207,365,1519,9251,891,4355,2989,296,1279,539,852,173,1105,5251,5048,369,3963,733,3044,4817,10748,10843,6921
0102500,70810,15679,38851,16280,17813,27057,25940,864,99,1192,2851,9319,3242,9885,3202,686,1671,656,2468,494,3560,5765,12794,406,6781,1559,3316,6658,17182,19060,12231
0102600,71849,19500,37074,15275,20670,29213,21966,858,68,688,4195,4175,2159,12981,1512,478,1658,1882,2211,365,3413,6258,8792,1279,13198,1973,3706,6735,16164,17339,12111
0102701,69840,16310,37274,16256,16236,24495,29109,52,67,834,2145,6910,3563,8243,4284,1406,1804,1196,3949,753,6084,3932,11807,351,6320,2157,3983,6861,16071,17813,12785
0102702,51884,12855,27932,11097,14693,19187,18004,2,2,44,2336,499,1777,5003,1653,563,2853,1096,4606,215,4328,6836,11387,563,6352,1352,417,4501,11273,12863,10392
0102703,55032,12794,30272,11966,12564,18458,24010,709,283,482,6671,11329,3071,8441,2045,267,859,774,1448,79,2591,4098,2410,649,4453,2274,2099,5959,14179,13542,8558
0400100,26189,8262,13656,4271,7651,10281,8257,298,4,25,1817,130,379,6703,263,179,570,372,1346,136,1420,1128,5574,657,3989,892,307,2762,4646,6129,4390
0400101,24200,6742,12064,5394,7581,9358,7261,288,2,0,1954,339,370,4977,1715,285,810,1464,767,12,2361,1024,3065,354,3675,731,7,2744,4842,6050,3822
0400102,35690,8389,18822,8479,8425,12841,14424,74,33,398,3146,6160,1346,5138,817,90,1074,851,1563,286,1800,625,5777,873,4603,1036,0,4301,7251,9328,6421
0400103,61033,13874,33875,13284,14599,20737,25697,37,0,0,4466,1820,2916,5428,757,1750,2694,586,2240,1086,4630,11639,10251,1248,4599,1885,3001,7054,12088,15904,12113
0400104,34397,10309,17044,7044,10396,13999,10002,53,17,1,1232,305,446,7660,476,510,905,682,1603,443,2526,1185,9248,1078,4974,1053,0,3681,6438,8269,5700
0400105,54498,15216,29402,9880,13969,19957,20572,88,26,215,6335,2700,1382,9114,307,2228,1290,1097,2397,89,4352,6895,5141,1953,6454,1427,1008,6378,10116,12997,9791
0400106,51553,11351,29415,10787,11418,16237,23898,4,0,205,1704,4576,905,4622,96,495,4455,830,4524,288,3135,7303,11413,585,3696,1192,1525,5066,9159,13407,12570
0400107,42519,8894,25111,8514,7150,10927,24442,73,10,4,3454,13139,1375,4218,432,449,6306,353,1751,535,1721,1996,1520,621,3448,1114,0,3955,7236,10601,11833
0400108,84693,20507,47422,16764,17789,28320,38584,45,279,151,5749,8661,3406,12869,1757,4970,5088,1192,7164,1769,10193,4852,5176,1810,7397,1809,356,9896,16384,21073,16833
0400109,168151,41447,92613,34091,34802,57590,75759,52,1,5077,10053,10827,7279,13657,4549,2924,20814,3739,9621,2623,20329,27076,11318,2339,11292,3588,993,17494,30282,41215,37713
0400110,133863,34020,71492,28351,29873,42379,61611,83,51,106,4703,5875,5209,16314,1077,5268,14071,3750,12391,1220,13565,5210,15758,2409,20293,4577,1933,13164,23228,32666,30785
0400111,59761,12608,33811,13342,9374,18398,31989,88,118,60,2202,591,2322,3913,1252,1813,5506,1364,4040,519,5868,1396,16309,3341,4020,2368,2671,5390,10659,15723,15381
0400112,47820,11968,25505,10347,11045,16589,20186,59,0,9,2209,1367,1239,5058,757,936,2669,1021,3988,3184,5601,1226,5550,2423,8996,1476,52,4788,8471,11546,11047
0400113,47461,11841,25276,10344,12205,16705,18551,56,0,0,919,332,1147,10106,187,330,4955,2148,3189,719,6770,3204,5720,638,5459,1062,520,5025,8384,11463,10748
0400114,24983,6440,13085,5458,6695,10053,8235,60,0,0,2285,604,559,3292,176,326,1149,818,2258,177,3445,1240,3285,253,3936,1120,0,2998,4760,6078,4707
0400115,64877,13706,37543,13628,11313,21890,31674,24,5,0,4913,2991,2262,8796,151,335,14013,663,5110,827,6284,537,12292,533,3458,996,687,7428,12231,15838,15674
0400116,66792,14622,36732,15438,13606,26727,26459,61,1,7,1288,251,1408,8086,245,606,4216,788,4541,1774,14222,9070,13295,332,4423,1855,323,7658,12360,17269,14883
0400117,86393,21314,46964,18115,19101,30855,36437,183,7,8,2898,1337,2907,8155,1079,2012,7165,5802,8942,1860,15041,2836,11167,2168,8831,3316,679,9297,15606,20910,19266
0400118,302550,53030,179407,70113,40015,98652,163883,75,1370,6323,12959,14417,13278,5774,20230,5215,21313,8763,20235,5281,27745,8204,48992,5927,18810,8501,49138,33579,59616,86357,69968
0400119,43873,8391,25476,10006,6136,16934,20803,116,0,231,4558,6505,4733,4784,2337,401,1294,762,2170,137,8314,2430,1423,27,1569,1998,84,7492,9263,11230,7497
0400120,27826,7338,14976,5512,6447,10322,11057,47,1,0,671,1339,1124,2850,157,872,2297,452,3367,576,3095,712,4806,321,3835,1301,3,3088,5050,6592,5758
0400121,81936,19711,46295,15930,13817,33600,34519,1136,18,283,4709,14191,11856,15779,16913,106,361,990,1255,454,2887,3189,1466,251,4050,2040,2,15515,17771,18944,9995
0400122,43508,11212,23859,8437,11198,15957,16353,2,0,0,3635,3434,3124,4833,3473,520,757,218,390,39,3135,13093,3398,153,2294,1005,5,7159,8496,9745,6896
0400123,17116,5814,8458,2844,5143,7512,4461,9,0,0,453,81,77,4422,1700,83,391,186,279,314,1733,1273,2723,575,2738,79,0,2599,3077,3455,2171
0400124,32682,8608,16800,7274,8747,13411,10524,52,0,220,3292,2759,1419,6240,697,251,570,636,734,25,4001,2185,1926,1954,3501,649,1571,5329,6527,7629,4589
0400125,21679,7671,10152,3856,7390,10082,4207,4,0,0,458,96,305,6122,271,193,932,304,1504,135,2328,989,2349,362,4103,1212,12,2604,4007,4649,2748
0400126,42632,10840,22217,9575,11675,15082,15875,7,0,72,1058,1312,437,8688,268,345,1798,437,2071,49,2712,6147,11053,1063,4350,743,22,4206,7787,10582,9217
0400127,30237,8771,15126,6340,9473,12253,8511,59,11,116,2693,1461,1232,7024,372,544,648,332,607,97,1140,529,3969,1129,6794,733,747,4275,6073,6919,4199
0400128,25193,6955,13884,4354,5579,9919,9695,4,1,10,2185,1127,292,2749,200,1104,826,180,2142,2791,4338,1430,1853,179,3322,458,2,2586,4727,6103,4822
0400129,63983,15683,36016,12284,11415,23005,29563,116,101,448,10047,4375,2127,6419,1267,2282,13380,455,3813,1111,4734,4914,2985,344,3559,1229,277,7055,12503,15850,12892
0400130,23297,4939,12060,6298,5532,9543,8222,2,0,0,907,548,137,3957,90,237,504,308,702,97,693,164,10046,1257,1457,696,1495,2871,4819,6350,4318
0400131,16461,4902,8387,3172,4945,6873,4643,7,0,121,346,606,304,4012,188,82,609,159,417,7,261,2708,2250,358,3222,804,0,1943,3102,3808,2706
0400132,24813,7378,12716,4719,7725,9925,7163,792,22,24,1345,1778,732,4714,652,289,407,244,770,125,930,692,4162,628,4965,987,555,3865,4517,5508,3545
0400133,18370,5356,9560,3454,5482,6887,6001,54,0,128,911,200,259,5239,236,403,321,293,261,17,743,3374,1798,131,2914,356,732,2425,3516,4335,2738
0400134,25136,5347,13901,5888,4853,10654,9629,2214,158,255,1104,2278,831,2979,2352,111,151,172,480,147,1564,2892,2610,1948,2019,247,624,4217,5515,6316,3741
0400201,13572,2704,7502,3366,2660,6230,4682,170,848,137,403,124,303,1621,47,53,128,126,103,3,191,611,1084,3262,1012,1369,1977,2161,3363,3683,1661
0400202,32487,6678,17772,8037,6281,13192,13014,97,28,194,1901,2947,1166,2359,1298,1564,176,597,1242,81,2238,2914,5806,626,3840,1009,2404,4591,6906,8845,5467
0400203,26018,7180,13084,5754,7610,10510,7898,33,30,33,1147,550,506,4464,144,88,513,411,2751,79,3515,522,4178,872,4499,1050,633,3207,5166,6322,4143
0400204,30838,7964,15447,7427,8307,12977,9554,39,2,53,803,117,319,3100,345,266,1287,1013,2313,235,1839,1778,8382,1140,6527,1241,39,3660,5580,7734,5900
0400205,50292,9549,27733,13010,8484,16137,25671,255,510,624,2676,15761,1213,2269,3313,294,545,373,1991,555,5293,6152,3667,587,2314,1118,782,6355,10338,13273,10777
0400206,57316,14227,29816,13273,14795,24206,18315,91,19,0,1451,511,664,7930,281,670,5151,865,5668,446,5260,1530,16974,422,7298,2083,2,6935,11271,14753,10130
0400207,52370,12216,27589,12565,12806,21333,18231,65,45,27,2539,523,756,7950,427,462,674,738,2163,188,2495,13604,9819,624,6723,1677,871,6330,9747,13003,11074
0400208,61750,11568,34513,15669,10874,23070,27806,3,0,1254,3755,3893,1858,4895,1665,1825,1055,958,2193,300,3052,10805,6575,659,3765,969,12271,8507,12604,17191,11880
0400209,31205,8622,15830,6753,8966,14589,7650,1,5,8,1862,617,1231,4836,462,252,753,847,1778,51,8125,365,3886,363,3923,1134,706,4246,6535,7690,4112
0400300,42918,7135,23989,11794,8896,18898,15124,342,564,1305,2011,362,374,4592,394,1342,401,658,469,139,674,6864,6153,268,4855,633,10518,4948,10848,13217,6770
0400400,57674,15102,29419,13153,14770,21898,21006,81,47,593,2757,4625,886,6243,1116,529,598,730,1547,145,1736,7736,8201,2912,12417,1324,3451,5778,11903,14030,10861
0400500,60934,12244,30291,18399,15448,24872,20614,451,892,285,4629,4099,2265,7425,838,704,794,945,1951,89,2004,6345,11701,1637,8167,1836,3877,6428,14225,16861,11176
0400600,54642,12433,27842,14367,13894,24510,16238,807,98,620,3156,3406,1141,9280,1516,648,1127,781,1111,65,2678,4149,8297,1141,7883,1716,5022,6816,13149,14440,7804
0400700,58403,14090,31550,12763,19289,24290,14824,10745,26,465,2561,2827,1361,7383,1189,410,1091,600,2244,284,4184,3584,7198,1483,6225,1362,3181,16849,10427,11145,5892
0400800,29012,5629,15694,7689,6528,9541,12943,739,5226,211,1459,1459,348,3005,351,249,258,269,392,3,499,3640,3299,1025,2686,496,3398,3647,7400,8526,3810
0400803,14289,3012,7652,3625,3973,5445,4871,83,62,118,1523,190,271,2139,225,102,205,218,222,0,907,1607,1173,690,2031,424,2099,1815,3203,3894,2365
0400805,19432,3691,11079,4662,3733,6776,8923,724,127,95,555,544,203,1803,117,71,70,110,259,2,3228,3529,3108,183,1339,452,2913,2454,4389,5518,3380
0400807,24331,5513,13169,5649,5378,10448,8505,1594,68,249,646,2575,718,4033,583,501,424,300,712,92,951,2781,2785,200,3136,602,1381,3757,5290,6055,3716
0400900,40359,7960,21413,10986,10166,17252,12941,1000,100,317,1782,1080,2633,5428,2225,452,597,409,2405,57,2120,5912,4537,636,4388,987,3294,7814,8589,9867,6129
0500100,124608,33209,68338,23061,24650,47880,52078,629,50,611,5395,12285,7436,11514,9868,1081,2998,1144,9050,21868,5172,8275,10706,1754,10499,2183,2090,12645,26596,28432,23726
0500200,108857,29989,57945,20923,25154,43111,40592,294,15,619,5908,13247,4298,12766,5917,1043,2441,1343,4341,3752,5450,14285,16085,1324,11241,2126,2362,11520,22034,24404,20910
0500300,47584,10557,25050,11977,11868,23040,12676,266,60,491,1970,10541,1123,6039,1639,647,1333,488,1087,110,1927,4037,8064,514,4649,845,1754,4795,13024,12164,7044
0500400,38182,9000,20247,8935,9944,17276,10962,437,499,572,1771,5437,791,4569,1472,347,1247,327,555,172,1610,3979,8248,380,3176,762,1831,3341,10343,9659,5839
0500500,80708,22274,42361,16073,23118,32927,24663,1047,59,692,3368,13105,2847,9658,2026,696,1892,760,1681,452,7835,7935,15292,661,7260,1290,2152,6923,19836,19148,12527
0500600,37386,8902,20312,8172,8924,15014,13448,929,12,313,1738,8278,1657,3959,2221,129,486,485,372,185,2534,3560,3939,673,2924,1264,1728,4419,9747,9184,5134
0500700,27217,5799,14313,7105,7357,12046,7814,1491,25,305,1044,2212,2119,3607,758,316,694,444,468,214,292,3537,5384,151,1787,375,1994,3062,7095,7116,4145
0500800,32372,8059,16906,7407,8300,13989,10083,783,126,279,1557,3074,1148,4283,2259,224,859,305,743,200,865,4648,5714,251,2942,653,1459,2843,8123,7892,5455
0500900,82731,20552,44890,17289,20607,32021,30103,65,78,1134,5609,6665,6202,11819,5673,746,2140,1201,4360,859,7021,4110,10266,1184,8355,2459,2785,8168,19550,20552,13909
0501000,182758,38997,102848,40913,36015,62867,83876,77,380,1550,5063,6372,7698,15679,4676,5993,11735,2781,10831,4302,12255,10934,46516,2284,13628,4536,15468,14640,37134,48409,43578
0501100,55260,15370,29183,10707,13871,21440,19949,530,391,247,3858,5152,1116,7908,952,444,1589,648,3595,573,2862,7337,8230,500,6013,1098,2217,4473,12064,13093,10260
0501200,25349,7038,13140,5171,6861,10429,8059,54,16,199,2414,1509,806,4216,481,245,625,249,717,102,1028,2237,4971,369,3024,1079,1008,2085,5728,6166,4332
0501300,50441,12451,26923,11067,11477,22257,16707,1161,311,1168,3304,10106,935,5153,2697,343,1199,320,1132,171,2580,5891,7065,314,4156,869,1566,5689,12158,11978,8165
0501400,86839,20799,47018,19022,19185,37613,30041,415,525,621,4044,16928,3588,9101,4303,1130,1979,1101,1984,2069,7346,5853,14055,550,7511,1798,1938,9300,20873,21867,14000
0501500,29742,6809,15828,7105,6841,14715,8186,758,308,402,1074,8763,449,3191,667,183,736,235,489,44,760,3686,4132,90,1757,604,1414,3668,7745,7224,4296
0501600,55840,13686,28714,13440,16044,24185,15611,508,162,461,2609,5291,1290,7743,929,560,1432,703,1383,329,3701,4952,10590,2575,7091,1392,2139,5248,13665,14048,9193
0501700,38825,8328,20768,9729,8888,16152,13785,345,46,407,1428,8597,1344,4270,898,200,1038,320,608,288,1941,4085,6439,200,2451,706,3214,4016,10176,10079,6226
0501800,30688,6500,16455,7733,7737,13155,9796,1918,9,237,1659,5406,943,2924,1030,186,805,314,354,86,473,3581,6040,110,1780,587,2246,3665,8179,7752,4592
0501900,38437,7873,20551,10013,8625,14776,15036,482,702,325,2722,8178,991,3969,1416,293,1010,411,575,1000,1472,3890,6072,246,2500,858,1325,4077,10359,10276,5852
0502000,30042,6286,16396,7360,7239,12682,10121,669,123,311,1801,6508,929,3181,2243,233,663,278,521,17,1124,2899,3546,271,2359,705,1661,3500,8184,7819,4253
0600101,69893,14294,39292,16307,13097,17385,39411,41,0,0,1866,3919,1059,6257,175,1602,970,1059,9873,190,1306,17366,9689,1977,7717,3777,1050,6900,9491,15334,23874
0600102,153133,26626,89963,36544,23406,31585,98142,45,0,3340,5567,4546,5622,8275,8057,5948,9213,2020,17350,2992,9619,10078,24958,1939,9479,6182,17903,15812,22968,37454,50273
0600103,36311,6890,20557,8864,7553,10002,18756,26,0,0,718,400,289,3321,109,233,844,585,1611,206,491,4900,13152,1716,5368,2038,304,3930,5425,8809,11257
0600104,20162,4025,10859,5278,5676,7293,7193,44,0,0,937,2051,1221,2138,1752,250,302,135,182,197,1500,1617,5981,93,1013,749,0,3835,3874,4726,3702
0600105,106289,22149,59685,24455,19962,30081,56246,21,9,73,8644,10076,5522,9733,11639,1055,2095,1439,5356,2027,9016,5148,16190,1933,9810,3533,2970,13829,17833,26593,25885
0600106,22937,4813,12165,5959,5635,8213,9089,34,0,126,992,701,645,2853,288,148,398,419,713,53,1275,2807,7694,211,2559,1001,20,3080,3685,5620,5739
0600107,70273,14555,38444,17274,12697,21596,35980,17,48,23,6495,10526,7342,7867,4098,658,522,1440,3614,664,3814,8176,6913,498,4057,1969,1532,10215,11666,16646,17191
0600108,127406,25651,74828,26927,17401,32749,77256,58,1,400,6421,36672,12505,9865,3663,1623,1377,640,16176,2336,13147,4763,6794,747,6906,2711,601,16714,18712,28077,38252
0600109,43920,9387,24408,10125,9899,13369,20652,16,0,202,2287,1339,484,3634,216,350,1487,794,4314,167,3326,4950,13360,820,4333,1195,646,4767,6055,10003,13708
0600110,142993,29678,81519,31796,24649,33070,85274,213,175,301,11672,10528,8698,17649,1825,8237,3550,1787,23703,5546,10081,7569,11363,3336,10831,3545,2384,13727,20466,33671,45451
0600300,56476,12135,28591,15750,14794,20056,21626,776,188,767,3078,2273,607,6065,602,537,591,1063,1515,63,1380,4652,8223,3589,10515,1686,8306,5863,12439,15689,10350
0600701,51402,15054,25410,10938,14690,18551,18161,1607,0,199,2945,2312,1615,6710,509,762,1716,869,2084,566,2479,5329,10963,1071,5884,3195,587,5024,9110,12625,9589
0600702,28577,6182,15003,7392,7812,10770,9995,1357,55,404,924,1936,381,2399,282,129,273,474,430,35,529,4365,7562,339,2862,601,3240,3080,6037,7855,5423
0601100,37046,7650,19571,9825,8418,14233,14395,6726,33,379,1126,3810,1238,3213,1968,127,392,232,597,186,601,4043,3783,1497,2450,728,3917,6419,8255,9435,5287
0601301,32171,5840,18080,8251,5765,9967,16439,19,7,1,2907,4628,1862,4380,909,281,336,365,1095,108,1854,2672,5382,1036,1868,1346,1115,4932,5541,7938,7920
0601302,27683,6631,14400,6652,7008,8752,11923,3,0,139,824,1455,639,4741,1892,201,518,366,1019,681,2243,2857,4130,318,2919,967,1771,3352,4426,6481,6793
0601303,76111,14772,42238,19101,13445,19673,42993,13,0,999,5366,2688,1538,8556,1350,1225,8059,1355,3823,1094,3981,4970,13459,1000,6343,2664,7628,7782,11940,19893,21724
0601304,62003,12581,33996,15426,12154,16549,33300,54,2,17,2268,430,1056,8033,1029,863,5967,2074,7254,667,2610,5115,12343,1610,6741,3033,837,5821,8638,14618,20345
0601305,58011,10916,33253,13842,9898,13316,34797,24,1392,58,2845,1618,3216,3873,795,3882,3800,1678,5655,3954,4726,4618,6297,1260,6055,1549,716,4839,7959,13845,20452
0601306,45372,8909,25544,10919,8450,12310,24612,44,25,34,1531,1215,618,3325,216,1480,2829,599,3289,2209,4816,3181,14603,756,3022,1451,129,4486,6611,11339,14027
0601307,31891,6089,17750,8052,5791,8940,17160,16,0,178,5668,3436,1317,3169,400,838,332,499,998,330,2688,4199,3613,288,1884,1071,967,4427,5949,8162,7264
0601308,25513,6595,13299,5619,6509,8512,10492,1,0,193,2233,378,466,5385,552,170,430,255,1061,18,830,2078,6892,368,3108,729,366,3262,4167,6260,5229
0601309,19182,5014,10211,3957,5485,6591,7106,629,16,277,2797,749,272,2237,255,159,404,315,666,9,1131,3131,1884,405,2585,707,554,2569,3243,4592,3764
0601500,36928,7122,19380,10426,9085,12461,15382,1956,12,505,1195,1530,437,3661,512,405,426,388,736,133,740,4256,6118,716,3691,1135,8376,3742,8912,10773,6379
0601700,55441,12643,29257,13541,14175,18778,22488,326,15,560,5050,2576,933,4894,399,643,3135,889,2442,403,5071,5638,7221,3432,6577,1779,3458,5667,10293,14509,12329
0601901,59643,12486,32418,14739,16584,24628,18431,24454,79,502,1479,6423,2705,3148,1687,116,237,528,301,281,1849,5616,5330,97,2417,550,1844,15210,11076,12576,8295
0601902,90357,25693,46350,18314,25333,34716,30308,2006,53,49,2764,905,1971,11815,938,503,5146,2247,5577,798,10855,8283,20028,1265,11045,2877,1232,11437,14629,21522,17076
0601903,39639,10175,21506,7958,10197,14401,15041,28,4,196,4694,2825,1371,5078,1749,1346,1058,470,996,295,2173,2801,8961,192,3088,1860,454,5632,7022,9895,6915
0601904,85738,16987,49143,19608,16678,31613,37447,1090,5,1007,3800,5483,2987,4174,2698,1526,1186,917,2794,675,3834,9542,17359,1300,5414,3323,16624,12143,17776,23065,15767
0601905,31085,7567,16878,6640,7062,12193,11830,385,0,404,1312,5168,4726,3656,2763,273,210,177,242,89,816,2809,4803,227,2152,804,69,5517,6016,7595,4390
0601906,33407,9769,17000,6638,9891,12880,10636,627,3,0,2183,1286,373,5266,316,164,536,385,1192,41,2045,6225,5749,543,4306,965,1202,4268,5438,7863,6069
0601907,38949,8696,20489,9764,13062,16119,9768,15514,20,318,1219,2732,1159,2137,880,69,262,293,421,16,699,4723,4269,256,2043,489,1430,8792,7224,8369,5868
0602300,48288,11883,24666,11739,12961,18275,17052,1308,8,333,1979,2067,984,6986,807,466,1019,637,1574,216,1345,6375,8463,897,5779,1838,5207,4522,10773,12449,8661
0602500,59516,12411,33492,13613,18809,20766,19941,11158,446,1592,1720,1519,2020,6592,1853,285,803,496,864,291,1543,6299,9596,319,4813,977,6330,18283,9995,11802,7025
0602901,71356,15907,39506,15943,18718,27253,25385,28573,2749,446,2644,3026,2950,3976,2631,50,244,343,822,856,1921,6433,3301,385,3078,843,6085,16556,13788,15410,9695
0602902,87208,22575,47136,17497,22027,32376,32805,10930,2386,225,6775,3002,2471,9170,2565,706,3270,1193,3791,2496,4483,9363,11739,1096,8370,2243,934,14501,16253,20164,13715
0602903,56695,13584,31368,11743,11764,22839,22092,4726,243,54,1839,1142,1475,4490,860,620,803,606,1708,833,3313,6668,13470,655,4749,2105,6336,9696,10447,13845,9123
0602904,21888,6051,11404,4433,6671,8574,6643,3717,42,329,1651,292,388,4102,939,94,142,155,194,10,490,4585,1899,129,1994,735,1,4657,3961,4358,2861
0602905,48182,10612,26477,11093,9823,16333,22026,2039,1999,616,2622,5172,1269,4038,1731,372,316,654,2820,520,2936,5375,4230,722,3724,1300,5727,7858,9586,12121,8005
0603100,44062,9831,24756,9475,9318,15987,18757,7399,0,152,1185,4523,656,3379,1030,181,530,437,782,153,544,4481,7599,2016,2946,668,5401,8371,8478,11035,6347
0603300,46125,9433,23334,13358,12901,18443,14781,2524,126,678,2013,2894,991,5886,683,301,632,686,916,342,1113,4886,10291,1807,4788,1172,3396,6688,10395,12283,7326
0603701,29335,7551,15155,6629,7400,10884,11051,175,13,218,2257,4585,1313,2429,671,223,335,375,1989,554,1410,3662,1941,3262,2822,664,437,4991,4994,6430,5369
0603702,71801,17876,38293,15632,16818,26170,28813,13,21,370,4872,7736,2681,9941,3039,817,1699,1352,3801,98,4925,8041,10384,1315,7511,2404,781,10326,11424,16705,15470
0603703,44534,11586,23596,9352,12342,16289,15903,28,2,179,2191,1632,589,4995,2022,350,758,482,1682,41,2580,5597,13123,280,4278,1056,2669,7240,7700,10659,7349
0603704,35167,9346,17681,8140,10326,11571,13270,29,25,91,923,6009,227,6123,440,412,517,371,895,32,863,5637,6358,521,4362,804,528,5538,5966,8063,6254
0603705,89857,20222,47495,22140,20216,33520,36121,45,1,211,5103,15256,5179,10304,1233,1493,2528,1461,3711,1682,7688,8741,11764,854,8448,4046,109,15115,14328,20019,20173
0603706,36180,7582,19977,8621,8161,12772,15247,1,4,66,3640,5472,2262,3500,175,35,533,417,854,587,1563,2803,9693,474,2852,1141,108,6645,6031,8348,7574
0603707,31910,7477,16988,7445,7098,14032,10780,113,1,69,2338,5667,1619,3874,1749,394,590,758,543,170,1708,3624,4926,97,2638,824,208,7475,5399,6564,4995
